Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
0.0,0.05595639656,0.0,0.0,0.0,0.0396970656799101,0.88,0.0,0.0,0.0,0.12,0.0
