Time (s),Volume (m^3),NH3_X(8),O_X(9),NH2_X(10),OH_X(11),NH_X(12),N_X(13),NO_X(14),NHO_X(15),N2O_X(16),N2_X(17),H2O_X(18),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),HX(20),NOX2(52),N2X2(77),NO2JX(53)
9.518866769509665e-12,0.08314471999999999,1.910938485751817e-06,1.0648062060972627e-06,8.087214770813025e-08,2.4829210483497323e-11,4.9872785336711956e-11,4.477472995656791e-16,2.9308451942953075e-23,2.2098043903006367e-18,9.384040700257018e-26,-6.1156070596837686e-27,2.2525276401944017e-15,0.054,0.0,0.0,0.05898210111314227,0.8799994675844752,1.1738494440810635e-14,-1.1646979328278976e-23,1.8801486583612908e-26,0.0659980081394934,1.3030028859585969e-23,8.094703743393786e-08,7.495035274595379e-23,-6.052024523663628e-25,1.8229737559525494e-27
9.55623176581609e-12,0.08314471999999999,1.913761021956501e-06,1.0689856259647878e-06,8.118926671907272e-08,2.5068933922746438e-11,5.044862869323661e-11,4.547196103379225e-16,3.0030529891876536e-23,2.251191785104936e-18,-2.680522912322436e-26,6.114333590136351e-27,2.288574018382778e-15,0.054,0.0,0.0,0.05898209347522106,0.8799994654946455,1.1948948555132397e-14,-1.1657995630307688e-23,1.9339754393162215e-26,0.06599800499926238,1.3407769406088808e-23,8.126506793615286e-08,7.666913123604955e-23,-7.924072930405289e-25,1.868376426388338e-27
9.593596762122516e-12,0.08314471999999999,1.916564674029114e-06,1.0731650434899292e-06,8.15063804163293e-08,2.5309905756689474e-11,5.102888337032746e-11,4.617734530148299e-16,3.076748218829799e-23,2.2931855629423045e-18,-5.412577718871602e-25,-2.3534947191011602e-24,2.3250322965369667e-15,0.054,0.0,0.0,0.05898208585618376,0.8799994634048162,1.2162279079218386e-14,-1.1678812700012091e-23,1.989125210156229e-26,0.06599800187791635,1.6783826676316252e-23,8.158310069259757e-08,7.842050213271936e-23,-1.162843762172001e-24,1.9147162972966536e-27
9.63096175842894e-12,0.08314471999999999,1.919349568304694e-06,1.077344458674872e-06,8.182348877161241e-08,2.5552126430696868e-11,5.161356615217899e-11,4.689094691033202e-16,3.151955414414717e-23,2.335792119751735e-18,-1.5142000663862528e-26,-4.757538537628592e-26,2.36190519993106e-15,0.054,0.0,0.0,0.058982078255904,0.8799994613149872,1.2378512906887345e-14,-1.1705248345001118e-23,2.0456251536940436e-26,0.06599799877532903,1.4627272446541165e-23,8.19011357080502e-08,8.020495555009517e-23,-1.661383701871976e-24,1.9620086822593312e-27
9.668326754735366e-12,0.08314471999999999,1.922115830273091e-06,1.0815238715221543e-06,8.214059175666992e-08,2.5795596383137043e-11,5.2202693822353137e-11,4.761283027538627e-16,3.228699676776536e-23,2.379017892131352e-18,5.747242148707424e-25,-1.6694921274448306e-24,2.399195457077355e-15,0.054,0.0,0.0,0.058982070674256294,0.8799994592251589,1.2597677063765613e-14,-1.1738450576291894e-23,2.1035029025733103e-26,0.06599799569137492,1.6666351657942574e-23,8.221917298732976e-08,8.202298708011417e-23,-2.403632285640612e-24,2.010269077950255e-27
9.705691751041791e-12,0.08314471999999999,1.9248635845846323e-06,1.0857032820309466e-06,8.245768934328488e-08,2.6040316045471643e-11,5.2796283163775856e-11,4.834306007611337e-16,3.3070061448960927e-23,2.4228693574145588e-18,-6.493483608359458e-25,2.8674626547493306e-24,2.4369057996926605e-15,0.054,0.0,0.0,0.05898206311111598,0.8799994571353311,1.2819798707297887e-14,-1.1771104147748612e-23,2.1627865411816835e-26,0.06599799262592942,1.325377720938431e-23,8.253721253529583e-08,8.387509780321616e-23,-2.2856994930470682e-24,2.059513165488735e-27
9.743056747348216e-12,0.08314471999999999,1.9275929550557372e-06,1.0898826902036596e-06,8.277478150327519e-08,2.628628584234942e-11,5.339435095873389e-11,4.908170125664793e-16,3.386900548164261e-23,2.467353033745472e-18,-1.6761009136733332e-26,2.2896177095812114e-25,2.475038962665199e-15,0.054,0.0,0.0,0.05898205556635925,0.8799994550455039,1.3044905126757368e-14,-1.1793661140935616e-23,2.2235046174378334e-26,0.06599798957886872,1.419992437379717e-23,8.285525435684821e-08,8.576179437808733e-23,-1.4368921951915305e-24,2.1097568117966553e-27
9.780421743654641e-12,0.08314471999999999,1.9303040646744838e-06,1.0940620960454706e-06,8.309186820849347e-08,2.653350619169999e-11,5.399691398887287e-11,4.982881902593251e-16,3.46840871323475e-23,2.5124754801541227e-18,1.7088373426633455e-25,-3.047526023327987e-25,2.5135976840219798e-15,0.054,0.0,0.0,0.05898204803986315,0.8799994529556773,1.327302374325555e-14,-1.1809567196848475e-23,2.285686148349896e-26,0.06599798655006985,1.400226872732533e-23,8.317329845692655e-08,8.768358908070742e-23,-1.0011023503220406e-24,2.1610160709594273e-27
9.817786739961066e-12,0.08314471999999999,1.932997035606154e-06,1.0982414995605986e-06,8.340894943082686e-08,2.6781977504826797e-11,5.460398903519554e-11,5.058447885774759e-16,3.551556998405258e-23,2.5582432966317502e-18,-2.068647925499826e-24,-4.969101638741783e-24,2.5525847048965177e-15,0.054,0.0,0.0,0.05898204053150551,0.8799994508658512,1.3504182109751651e-14,-1.1826417388857348e-23,2.3493606222641674e-26,0.06599798353941061,2.191063219795336e-23,8.349134484051005e-08,8.964099981693276e-23,-1.784336518647663e-24,2.2133071855906278e-27
9.855151736267491e-12,0.08314471999999999,1.9356719891987464e-06,1.102420900746844e-06,8.372602514219672e-08,2.7031700186496427e-11,5.5215592878057583e-11,5.134874649109468e-16,3.6363715658095776e-23,2.604663124205094e-18,-2.7565761431960134e-25,4.918619219377599e-24,2.592002769496833e-15,0.054,0.0,0.0,0.05898203304116499,0.8799994487760257,1.3738407911061794e-14,-1.1850779910598857e-23,2.414557999113933e-26,0.06599798054676968,1.0560622271020476e-23,8.380939351261709e-08,9.163455011863489e-23,-2.018019767368844e-24,2.2666465881968808e-27
9.892516732573917e-12,0.08314471999999999,1.9383290459884493e-06,1.1066002996047568e-06,8.404309531455842e-08,2.7282674635027252e-11,5.583174229716407e-11,5.212168793016891e-16,3.722879765087698e-23,2.6517416450106454e-18,4.196123578755341e-25,5.689584459163182e-25,2.6318546250739805e-15,0.054,0.0,0.0,0.05898202556872102,0.8799994466862004,1.3975728963867719e-14,-1.187157316071139e-23,2.481308725018018e-26,0.06599797757202658,1.310696790031115e-23,8.412744447830507e-08,9.366476925566523e-23,-1.1132481557659983e-24,2.3210509025477155e-27
9.929881728880342e-12,0.08314471999999999,1.940968325705061e-06,1.1107796961390204e-06,8.43601599199012e-08,2.7534901242377752e-11,5.6452454071567464e-11,5.290336944445179e-16,3.811108562338357e-23,2.6994855823682165e-18,-1.2045271058593883e-25,6.993791828819648e-26,2.6721430218911638e-15,0.054,0.0,0.0,0.05898201811405388,0.8799994445963759,1.4216173216724987e-14,-1.1878328542744226e-23,2.5496437398846864e-26,0.06599797461506152,1.2948997557842397e-23,8.444549774266994e-08,9.573219229038849e-23,-1.555671155128635e-25,2.3765369450492015e-27
9.967246725186767e-12,0.08314471999999999,1.9435899472773774e-06,1.1149590903570747e-06,8.467721893024784e-08,2.7788380394235657e-11,5.7077744979667133e-11,5.369385756902502e-16,3.9010857053585266e-23,2.747901700854577e-18,2.062016639818625e-24,-1.2843336827724505e-23,2.712870713193178e-15,0.054,0.0,0.0,0.058982010677044734,0.8799994425065519,1.4459768750070863e-14,-1.1884122648859997e-23,2.619594482659079e-26,0.06599797167575563,2.5255799416064395e-23,8.476355331084595e-08,9.783736011290684e-23,-1.4135214898324253e-24,2.433121726120969e-27
1e-11,0.08314471999999999,1.9458735686283897e-06,1.1186226468859994e-06,8.495514075964607e-08,2.8011604736419746e-11,5.7629639730936265e-11,5.439407676972534e-16,3.9814171675995476e-23,2.7909003516718773e-18,1.1994605290741242e-24,-7.197571307732569e-24,2.748935132252212e-15,0.054,0.0,0.0,0.05898200417236798,0.879999440674662,1.4675912966993303e-14,-1.1906713511151085e-23,2.682265731335788e-26,0.06599796911366056,2.2883691529474737e-23,8.504235522207984e-08,9.971417595595325e-23,-3.318154989489566e-24,2.4836398675415422e-27
1.0004611721493192e-11,0.08314471999999999,1.9461940288385644e-06,1.1191384822575804e-06,8.499427231765454e-08,2.8043112470102763e-11,5.770763179920557e-11,5.449321910452756e-16,3.9928385937446243e-23,2.7969968063765103e-18,-9.340916029428751e-26,9.703824269924334e-26,2.7540404551760734e-15,0.054,0.0,0.0,0.058982003257575376,0.8799994404167285,1.4706543776232087e-14,-1.191215428412238e-23,2.691192884900967e-26,0.06599796875399079,1.6937338439130377e-23,8.508161118800537e-08,9.998081938252601e-23,-3.356877327714612e-24,2.4908224515739822e-27
1.0041976717799617e-11,0.08314471999999999,1.948780687731478e-06,1.123317871838248e-06,8.531132005421062e-08,2.8299097843376936e-11,5.834213130726346e-11,5.5301521117420835e-16,4.086395864893086e-23,2.84677774624324e-18,5.653717571621614e-26,-1.4524833112546111e-25,2.7956550069573716e-15,0.054,0.0,0.0,0.05898199585552846,0.8799994383269056,1.4956526639432103e-14,-1.19691273087032e-23,2.76447138459984e-26,0.06599796584964965,1.8030350550632e-23,8.539967137935809e-08,1.0216312263246435e-22,-4.0988965374523074e-24,2.5496565239924003e-27
1.0075605214475399e-11,0.08314471999999999,1.951093880704911e-06,1.1270793204790354e-06,8.559665816259223e-08,2.8530556552366377e-11,5.891713857892093e-11,5.603669268201582e-16,4.172163605504282e-23,2.8921726732099215e-18,5.710445979521798e-26,4.362670150139827e-27,2.8334906986798433e-15,0.054,0.0,0.0,0.05898198920848606,0.8799994364460654,1.518427744977372e-14,-1.202527528858611e-23,2.8318857448732867e-26,0.06599796325054355,1.751150149849145e-23,8.568592753454699e-08,1.0416086863067581e-22,-3.747544018454403e-24,2.6035907437216317e-27
1.0109233711151181e-11,0.08314471999999999,1.953393140169332e-06,1.1308407672459777e-06,8.588199165090335e-08,2.8763030993609414e-11,5.949590794673049e-11,5.677920983892336e-16,4.259436951155599e-23,2.9381337560723156e-18,3.1048201022844976e-26,1.5259433381091313e-29,2.8716909390190007e-15,0.054,0.0,0.0,0.05898198257537701,0.8799994345652257,1.541467052253865e-14,-1.2071886379504904e-23,2.9007120585702415e-26,0.06599796066537184,1.712211377233686e-23,8.59721855723333e-08,1.0619094184525092e-22,-3.365076508078018e-24,2.6584701976255297e-27
1.0142862207826963e-11,0.08314471999999999,1.9556785500466576e-06,1.1346022121412693e-06,8.616732049886517e-08,2.8996521426962432e-11,6.007845163980088e-11,5.752912203253046e-16,4.34823717466784e-23,2.9846660728258596e-18,-6.890699362022156e-27,1.9069382288518214e-25,2.910257745325337e-15,0.054,0.0,0.0,0.05898197595611738,0.8799994326843864,1.5647726794727633e-14,-1.2112184298147375e-23,2.970975056593861e-26,0.06599795809405055,1.6948078611808925e-23,8.625844549659215e-08,1.082537574997552e-22,-3.365409374116973e-24,2.7143079865385412e-27
1.0176490704502746e-11,0.08314471999999999,1.9579501937533416e-06,1.1383636551661508e-06,8.645264468622008e-08,2.923102810848195e-11,6.066478188680136e-11,5.828647888191316e-16,4.438585782058542e-23,3.031774728809264e-18,2.842475251821836e-27,-8.313748333846807e-26,2.9491931367942128e-15,0.054,0.0,0.0,0.05898196935062378,0.8799994308035474,1.588346728989491e-14,-1.2155204368862294e-23,3.0426998169122107e-26,0.0659979555364963,1.738662737023708e-23,8.654470731122274e-08,1.103497347713349e-22,-3.5175619357495355e-24,2.771117343862201e-27
1.0210119201178528e-11,0.08314471999999999,1.9602081542034196e-06,1.1421250963216233e-06,8.673796419273167e-08,2.9466551290470355e-11,6.125491091595917e-11,5.905133018101443e-16,4.5305044873780035e-23,3.0794648567463326e-18,-3.0228866498620073e-27,4.26008134170888e-26,2.988499134449371e-15,0.054,0.0,0.0,0.058981962758813254,0.8799994289227089,1.6121913118151675e-14,-1.2203124195323298e-23,3.115911769436807e-26,0.0659979529926262,1.73253827761998e-23,8.683097102014795e-08,1.124792968253209e-22,-3.5308523792739564e-24,2.8289116363895797e-27
1.024374769785431e-11,0.08314471999999999,1.9624525138115332e-06,1.1458865356091066e-06,8.70232789981845e-08,2.9703091221521726e-11,6.184885095505786e-11,5.982372589876061e-16,4.624015259843932e-23,3.127741616787626e-18,2.9215078878303685e-27,-7.30127590351655e-26,3.028177761126668e-15,0.054,0.0,0.0,0.05898195618060341,0.8799994270418708,1.6363085476169243e-14,-1.2251389585173313e-23,3.1906367006401e-26,0.06599795046235786,1.7370270762934011e-23,8.711723662731436e-08,1.1464287084739519e-22,-3.4114011308520296e-24,2.8877043651314708e-27
1.0292595858286713e-11,0.08314471999999999,1.9656885717359414e-06,1.1513503325712193e-06,8.743771383093033e-08,3.004849657344926e-11,6.271841134342052e-11,6.095923590447011e-16,4.7627288353026175e-23,3.1989231882484234e-18,2.5831081316568832e-26,-3.318981341843192e-25,3.0864821444422545e-15,0.054,0.0,0.0,0.058981946649270894,0.8799994243097995,1.6718308572849025e-14,-1.2317416770505853e-23,3.3019295530172984e-26,0.06599794681099552,1.7365117019933192e-23,8.753306438263774e-08,1.178471103729742e-22,-3.112097204942796e-24,2.974912133661825e-27
1.0341444018719117e-11,0.08314471999999999,1.9688963539192295e-06,1.1568141255998727e-06,8.785213864003964e-08,3.0396048514523e-11,6.359607621939791e-11,6.211092478351832e-16,4.904917429099168e-23,3.271369505187714e-18,-1.6422429403241714e-26,2.5154457495732673e-25,3.1455832576706333e-15,0.054,0.0,0.0,0.05898193714621382,0.879999421577729,1.7079395116607743e-14,-1.237503035901071e-23,3.416551530437583e-26,0.06599794318791087,1.668208577505175e-23,8.794889616387816e-08,1.211253626735101e-22,-2.9326850498148647e-24,3.0642977017231797e-27
1.039029217915152e-11,0.08314471999999999,1.9720761074067266e-06,1.1622779146995749e-06,8.826655336378657e-08,3.0745747766065954e-11,6.448188305540006e-11,6.32789476626207e-16,5.0506510205358505e-23,3.345096693527805e-18,-4.144579581747795e-26,1.2033408387787734e-25,3.20548732069325e-15,0.054,0.0,0.0,0.058981927671185104,0.8799994188456595,1.7446411050106034e-14,-1.2429106055179444e-23,3.5345857829478113e-26,0.06599793959285685,1.6787783003177473e-23,8.836473198339373e-08,1.2447898300587579e-22,-2.8629643028120183e-24,3.155903984734437e-27
1.0439140339583923e-11,0.08314471999999999,1.9752280770853625e-06,1.1677416998738924e-06,8.868095794053616e-08,3.10975950338612e-11,6.537586932182798e-11,6.446346044925028e-16,5.200000640960854e-23,3.4201210021958103e-18,8.766143121284778e-26,-1.3126061891762236e-24,3.2662005611161187e-15,0.054,0.0,0.0,0.058981918223939896,0.8799994161135908,1.7819422701437588e-14,-1.24838626073471e-23,3.6561171290598175e-26,0.06599793602558858,1.8203764433243902e-23,8.878057185364405e-08,1.2790934505910322e-22,-2.923125185732982e-24,3.249774513801035e-27
1.0487988500016327e-11,0.08314471999999999,1.978352505702508e-06,1.1732054811275781e-06,8.909535230874353e-08,3.1451591008428156e-11,6.627807248706475e-11,6.566461983218112e-16,5.353038336835335e-23,3.496458803385834e-18,2.72412392976221e-27,8.236330680317546e-27,3.3277292141724998e-15,0.054,0.0,0.0,0.05898190880423544,0.879999413381523,1.81984967841438e-14,-1.2541250825689021e-23,3.7812320806457604e-26,0.06599793248586339,1.71261253602059e-23,8.919641578718935e-08,1.3141784111661123e-22,-2.9966813291210843e-24,3.3459534411201055e-27
1.053683666044873e-11,0.08314471999999999,1.9814496338845774e-06,1.178669258466854e-06,8.950973640695314e-08,3.1807736365290626e-11,6.718853001746606e-11,6.688258328205967e-16,5.50983732081624e-23,3.574126592818539e-18,-2.7719653021594385e-25,2.3055706876637012e-24,3.390079522628116e-15,0.054,0.0,0.0,0.05898189941183114,0.8799994106494561,1.858370039722651e-14,-1.2601290186222679e-23,3.91001886919779e-26,0.06599792897344062,1.5261520630111875e-23,8.961226379668928e-08,1.3500588222752356e-22,-3.0570530102559118e-24,3.444485545405405e-27
1.0585684820881133e-11,0.08314471999999999,1.9845197001556746e-06,1.1841330318931334e-06,8.992411017379793e-08,3.216603176524373e-11,6.810727937734803e-11,6.811750905198849e-16,5.67047197000601e-23,3.653140990000881e-18,1.0240600438956232e-25,-1.7025634313268186e-24,3.453257736685924e-15,0.054,0.0,0.0,0.05898189004648847,0.8799994079173898,1.8975101025161113e-14,-1.266003729864898e-23,4.042567471010722e-26,0.06599792548808182,1.8896941975459305e-23,9.002811589490207e-08,1.3867489836959295e-22,-2.988772993389342e-24,3.545416237309022e-27
1.0634532981313537e-11,0.08314471999999999,1.987562940955931e-06,1.189596801410434e-06,9.033847354799886e-08,3.252647785461396e-11,6.903435802897757e-11,6.936955617806219e-16,5.835017532284507e-23,3.733518738482855e-18,6.308137396424786e-26,-4.274460908921499e-25,3.5172701138941346e-15,0.054,0.0,0.0,0.058981880707970946,0.8799994051853246,1.9372766537907295e-14,-1.2715061983340764e-23,4.178969634066615e-26,0.06599792202955056,1.7569716103464805e-23,9.044397209468325e-08,1.4242633862325277e-22,-2.8422373314359003e-24,3.648791564868715e-27
1.068338114174594e-11,0.08314471999999999,1.990579590659641e-06,1.1950605670299202e-06,9.07528264683638e-08,3.2889075265514965e-11,6.996980343256433e-11,7.063888447988898e-16,6.003550513204741e-23,3.8152767061122815e-18,-1.0007276597368299e-24,7.813797871377223e-24,3.582122919056473e-15,0.054,0.0,0.0,0.0589818713960443,0.8799994024532602,1.977676519091813e-14,-1.2767385991635942e-23,4.3193189045535983e-26,0.06599791859761248,1.0403546857786064e-23,9.085983240898493e-08,1.4626167134091727e-22,-2.8329422573934404e-24,3.75465821897415e-27
1.0732229302178344e-11,0.08314471999999999,1.9935698815934116e-06,1.2005243287478476e-06,9.116716887378712e-08,3.325382461609663e-11,7.09136530462458e-11,7.192565456125556e-16,6.176148872984744e-23,3.8984318852890454e-18,-8.486565705523259e-26,-1.735827739563579e-24,3.647822424142181e-15,0.054,0.0,0.0,0.05898186211047613,0.8799993997211968,2.0187165625149532e-14,-1.2818470060740091e-23,4.463710651954927e-26,0.06599791519203528,1.904002562471693e-23,9.127569685085457e-08,1.501823843049983e-22,-2.800254899003202e-24,3.8630635388301715e-27
1.0776192646567507e-11,0.08314471999999999,1.9962387970674747e-06,1.2054417109579342e-06,9.154006799795822e-08,3.3583939439891704e-11,7.177033425566464e-11,7.309879372732718e-16,6.335028094172736e-23,3.974480307207328e-18,4.140002727688719e-25,-2.426866468113644e-24,3.707681096641753e-15,0.054,0.0,0.0,0.058981853775810895,0.8799993972623404,2.0562056581309896e-14,-1.2864063914018601e-23,4.597199856600182e-26,0.06599791214936399,1.914702811579086e-23,9.164997838846775e-08,1.537852715340467e-22,-2.650059022550143e-24,3.9628385385393966e-27
1.0815759656517754e-11,0.08314471999999999,1.9986228633750753e-06,1.2098673522526125e-06,9.187566984861089e-08,3.388253388252685e-11,7.254721618685955e-11,7.416690772046118e-16,6.480937361236656e-23,4.043913762246121e-18,3.834411610364144e-26,1.5333214273445314e-29,3.7621484195549595e-15,0.054,0.0,0.0,0.058981846292569626,0.8799993950493703,2.0903981600652966e-14,-1.2904282011829531e-23,4.720266694134972e-26,0.06599790942891894,1.7024643721002583e-23,9.198683464793778e-08,1.5708896313744995e-22,-2.5202842063032517e-24,4.054456706480837e-27
1.0855326666468002e-11,0.08314471999999999,2.000990042153268e-06,1.2142929910075586e-06,9.221126469204218e-08,3.4182541267341625e-11,7.332967871519344e-11,7.524675339790664e-16,6.629655641914296e-23,4.11429455053933e-18,-6.404094778901128e-27,2.0834504829197947e-25,3.817182437102122e-15,0.054,0.0,0.0,0.05898183882621571,0.8799993928364007,2.1250230138671922e-14,-1.2943240859269051e-23,4.8461614921425626e-26,0.06599790672536282,1.6856194599482178e-23,9.232369363901199e-08,1.6045138266659391e-22,-2.4585451121057027e-24,4.147826817778749e-27
1.0894893676418249e-11,0.08314471999999999,2.0033404530142213e-06,1.2187186272165207e-06,9.25468524959409e-08,3.448396189709686e-11,7.411774174344038e-11,7.633841761996617e-16,6.78122640787095e-23,4.1856319429340125e-18,-4.185984979077539e-27,-3.407288086031682e-26,3.8727864958534925e-15,0.054,0.0,0.0,0.05898183137662954,0.8799993906234317,2.160083941462519e-14,-1.2981301112890497e-23,4.9749385584143083e-26,0.06599790403857611,1.7109529100418305e-23,9.266055536880336e-08,1.6387335888773003e-22,-2.4404800673344355e-24,4.242975300201444e-27
1.093050398537347e-11,0.08314471999999999,2.005441584396519e-06,1.2227016976203346e-06,9.284887547397295e-08,3.4756449034058874e-11,7.483180334519387e-11,7.73310923383641e-16,6.920115321159283e-23,4.2506611985452664e-18,-6.605254610021059e-27,2.2544904952875037e-26,3.92332030225335e-15,0.054,0.0,0.0,0.058981824686240275,0.87999938863176,2.1920147089368526e-14,-1.3015303822100739e-23,5.093347818297913e-26,0.06599790163470767,1.704547938320255e-23,9.296373327312932e-08,1.6700475044382957e-22,-2.415486507317137e-24,4.330151517742538e-27
1.0962553263433171e-11,0.08314471999999999,2.007321143367214e-06,1.2262864592175245e-06,9.312069123719409e-08,3.5002666582015604e-11,7.547836318675436e-11,7.823279763217336e-16,7.047148097740965e-23,4.309862130893555e-18,1.0784972013300085e-26,-3.3382208523344476e-26,3.9691998494546714e-15,0.054,0.0,0.0,0.058981818676349086,0.879999386839256,2.2210592533032394e-14,-1.3045695906516705e-23,5.201984149691152e-26,0.06599789948268636,1.707012073130112e-23,9.32365952930052e-08,1.698653382064589e-22,-2.3782504048425407e-24,4.409876485287624e-27
1.0994602541492872e-11,0.08314471999999999,2.009189910814215e-06,1.2298712191475785e-06,9.339250232444447e-08,3.524981188024128e-11,7.612863290105307e-11,7.914241262424095e-16,7.176131397852513e-23,4.369707352618841e-18,-2.3460853040627433e-28,-1.1192233986630029e-26,4.0154593605220745e-15,0.054,0.0,0.0,0.05898181267724933,0.8799993850467523,2.25039657780988e-14,-1.307563718227553e-23,5.312610866126828e-26,0.06599789734145754,1.7056558089124826e-23,9.350945912252859e-08,1.727665033325007e-22,-2.3417811272881822e-24,4.490816185435658e-27
1.1026651819552573e-11,0.08314471999999999,2.0110479486916106e-06,1.233455977412098e-06,9.366430871862073e-08,3.549788507917487e-11,7.678262306348065e-11,8.00599841267257e-16,7.307089324381349e-23,4.430201894775521e-18,-2.6675723173208665e-26,1.4935905360456385e-25,4.062100619501959e-15,0.054,0.0,0.0,0.058981806688879014,0.879999383254249,2.2800286923239397e-14,-1.3105060921048546e-23,5.425258464510516e-26,0.06599789521095928,1.6930237622099683e-23,9.37823247655541e-08,1.757087031299023e-22,-2.3121198311557204e-24,4.5729852245564034e-27
1.1058701097612274e-11,0.08314471999999999,2.0128953185978185e-06,1.237040734011747e-06,9.393611040263459e-08,3.574688632698733e-11,7.744034424903172e-11,8.098555909784878e-16,7.440046212213127e-23,4.491350811834787e-18,1.292062036102059e-26,-8.87351818161889e-27,4.109125411656334e-15,0.054,0.0,0.0,0.05898180071117659,0.8799993814617459,2.309957613856585e-14,-1.3134075835836558e-23,5.539957817684981e-26,0.06599789309112994,1.7057233886469104e-23,9.405519222595281e-08,1.786923987441504e-22,-2.2879593721082816e-24,4.656398336705927e-27
1.1090750375671974e-11,0.08314471999999999,2.0147320817776256e-06,1.2406254889459877e-06,9.420790735941277e-08,3.5996815769604824e-11,7.810180703230105e-11,8.191918464195503e-16,7.575026614570797e-23,4.553159181713559e-18,2.938025642434976e-26,-1.5286635939460272e-25,4.156535523453584e-15,0.054,0.0,0.0,0.05898179474408079,0.8799993796692435,2.3401853665629864e-14,-1.3162782563429312e-23,5.656740177937984e-26,0.06599789098190834,1.718495388627356e-23,9.432806150761199e-08,1.817180551796218e-22,-2.2609309115412383e-24,4.741070384304609e-27
1.1122799653731675e-11,0.08314471999999999,2.0165582991242097e-06,1.2442102422154864e-06,9.447969957189678e-08,3.6247673550735416e-11,7.876702198748298e-11,8.286090800958241e-16,7.712055311532869e-23,4.615632105803511e-18,-5.1624685571571475e-26,1.709183227091993e-25,4.2043327425593745e-15,0.054,0.0,0.0,0.05898178878753072,0.8799993778767412,2.3707139817423074e-14,-1.3191228484234754e-23,5.775637180585744e-26,0.06599788888323355,1.6941779249929792e-23,9.460093261443518e-08,1.8478614132139271e-22,-2.234284073151759e-24,4.8270163588168604e-27
1.1154848931791376e-11,0.08314471999999999,2.018374031181161e-06,1.2477949938216917e-06,9.475148702304306e-08,3.649945981189429e-11,7.94359996883699e-11,8.38107765975366e-16,7.851157328141337e-23,4.678774709000018e-18,-9.349897154317023e-27,6.6676317583231e-26,4.252518857827686e-15,0.054,0.0,0.0,0.05898178284146586,0.8799993760842393,2.4015454978376924e-14,-1.3219325395009797e-23,5.896680847491461e-26,0.06599788679504505,1.700373164931554e-23,9.487380555034186e-08,1.8789712995642463e-22,-2.2066682101470577e-24,4.914251381432101e-27
1.1186898209851077e-11,0.08314471999999999,2.020179338144489e-06,1.251379743767104e-06,9.502326969582265e-08,3.675217469243127e-11,8.010875070835312e-11,8.476883794895997e-16,7.992357909747759e-23,4.742592139731148e-18,1.0078652791291497e-25,-3.1046149385312643e-25,4.301095659291919e-15,0.054,0.0,0.0,0.05898177690582598,0.8799993742917377,2.432681960436246e-14,-1.3247046067948272e-23,6.019903590649948e-26,0.06599788471728266,1.7264995552030494e-23,9.514668031926753e-08,1.9105149779518027e-22,-2.1740961468209838e-24,5.002790703746622e-27
1.1218947487910777e-11,0.08314471999999999,2.0219742798646168e-06,1.2549644920520677e-06,9.529504757322135e-08,3.7005818329554636e-11,8.078528562042061e-11,8.573513975338784e-16,8.135682524875327e-23,4.807089569986297e-18,-6.841573659322811e-26,1.894694861604877e-25,4.3500649381561065e-15,0.054,0.0,0.0,0.058981770980551254,0.8799993724992367,2.464125422269008e-14,-1.327436964207337e-23,6.145338215823699e-26,0.06599788264988653,1.6934893518537211e-23,9.54195569251635e-08,1.9424972549354693e-22,-2.146498207479531e-24,5.09264970844606e-27
1.1250996765970478e-11,0.08314471999999999,2.023758915848366e-06,1.2585492386775004e-06,9.556682063823945e-08,3.7260390858356663e-11,8.146561499715633e-11,8.670972984682607e-16,8.281156900875101e-23,4.872272195344747e-18,-1.2122146123485758e-25,2.520568211462453e-25,4.399428486786255e-15,0.054,0.0,0.0,0.05898176506558216,0.8799993707067358,2.4958779432109202e-14,-1.3301349378004997e-23,6.273017926109439e-26,0.06599788059279713,1.6935468154014075e-23,9.569243537199683e-08,1.9749229767406593e-22,-2.126389341619609e-24,5.1838439099886795e-27
1.1283046044030179e-11,0.08314471999999999,2.0255333052609327e-06,1.2621339836452876e-06,9.583858887389176e-08,3.751589241183631e-11,8.214974941073767e-11,8.769265621182668e-16,8.428806988598856e-23,4.9381452350040344e-18,2.239824914210333e-25,-4.880639314146142e-25,4.4491880987017814e-15,0.054,0.0,0.0,0.05898175916085956,0.8799993689142354,2.5279415902807908e-14,-1.3327993542129783e-23,6.402976325545644e-26,0.06599787854595535,1.7322179871494582e-23,9.596531566375023e-08,2.007797029473713e-22,-2.093808077649806e-24,5.276388955290055e-27
1.131509532208988e-11,0.08314471999999999,2.0272975069278455e-06,1.265718726955662e-06,9.611035226320748e-08,3.7772323120924286e-11,8.283769943293502e-11,8.868396697753105e-16,8.578658958381525e-23,5.004713931808238e-18,2.4974048265247578e-26,1.2515697056265364e-25,4.499345568567107e-15,0.054,0.0,0.0,0.05898175326632461,0.8799993671217354,2.560318437641249e-14,-1.3354350389093113e-23,6.535247422924001e-26,0.06599787650930232,1.69000421635791e-23,9.623819780442186e-08,2.0411243393513774e-22,-2.0644068039240413e-24,5.370300624408417e-27
