Time (s),Volume (m^3),NH3_X(8),O_X(9),NH2_X(10),OH_X(11),NH_X(12),N_X(13),NO_X(14),NHO_X(15),N2O_X(16),N2_X(17),H2O_X(18),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),HX(20),NOX2(52),N2X2(77),NO2JX(53)
6.959307971182521e-20,0.08314471999999999,2.916616887766869e-14,7.785537023639042e-15,5.911448787440235e-16,3.3614852236997666e-35,2.4632769350152394e-28,3.488171251331543e-41,1.7353953958768082e-64,1.8571845187489393e-51,3.698462473131386e-119,5.639076769522653e-134,6.644520829211241e-55,0.054,0.0,0.0,0.05898523875168563,0.8799999999999961,1.9238296245001534e-54,3.872182319831037e-86,2.985900711503189e-75,0.06599999999997025,5.028326956909653e-117,5.911448787445161e-16,1.2057825927384585e-63,1.0086659011617873e-95,5.061329466278564e-76
1.3918615988454717e-19,0.08314471999999999,5.833233746230477e-14,1.557107409882619e-14,1.182289761422205e-15,2.6891881619419368e-34,9.853109032563542e-28,2.7905373467994105e-40,5.553266334875402e-63,2.9714956054746464e-50,1.8926909187888343e-116,5.599280110623968e-131,2.1262466410977518e-53,0.054,0.0,0.0,0.0589852387516475,0.8799999999999922,6.156254789470933e-53,3.872250214259379e-86,1.9109768203063162e-73,0.0659999999999405,2.574513451533188e-114,1.1822897614241757e-15,3.8585047439588406e-62,1.0096629346014937e-95,3.23925120583324e-74
2.0877924005726915e-19,0.08314471999999999,8.749850568229645e-14,2.3356611174003233e-14,1.7734346441147567e-15,7.983527311732761e-34,2.0937858823266025e-27,7.979193346842114e-40,2.606310235107442e-62,1.1328827700231237e-49,1.0803755733192054e-115,5.408248272706649e-130,1.017234594477837e-52,0.054,0.0,0.0,0.05898523875160936,0.8799999999999883,2.9452629042513664e-52,3.5686431699380823e-81,1.0739612643239564e-72,0.06599999999991074,1.469821086231573e-113,1.7734346441189442e-15,1.8050945172702346e-61,9.296515098557575e-91,1.8484926868264985e-73
2.7837232022999113e-19,0.08314471999999999,1.1666467353764374e-13,3.114214824917017e-14,2.3645795268216786e-15,1.7395685726262434e-33,3.571752739520977e-27,1.6830430927949573e-39,8.125913260273836e-62,3.0481048796704618e-49,8.983219042628986e-115,3.58207112001558e-129,3.366695565343037e-52,0.054,0.0,0.0,0.058985238751571224,0.8799999999999845,9.747804158894638e-52,8.326783150840881e-81,3.826539523647839e-72,0.06599999999988099,1.222101364447965e-112,2.364579526828822e-15,5.8233659699045725e-61,2.170076143928996e-90,7.23181080014513e-73
4.175584805754351e-19,0.08314471999999999,1.7499700839254029e-13,4.671322239948035e-14,3.5468692922692484e-15,5.049430878430272e-33,7.394861696260508e-27,4.596913280254871e-39,4.005883168610134e-61,1.2328583542132132e-48,2.8381296356790165e-113,1.072188816943081e-127,1.9643592657429297e-51,0.054,0.0,0.0,0.05898523875149496,0.8799999999999767,5.687532269283503e-51,1.1312759882994854e-80,2.2697662665292955e-71,0.06599999999982148,3.8615196377408e-111,3.5468692922840388e-15,3.2054533844374973e-60,2.9522561447847616e-90,6.056591092531766e-72
5.567446409208791e-19,0.08314471999999999,2.3332934190650946e-13,6.228429654975339e-14,4.729159057769663e-15,1.1042535719039682e-32,1.2576725151801572e-26,9.618281424536517e-39,1.257088592717422e-60,3.339474749944207e-48,1.710306575843729e-112,7.147452645430319e-127,6.535660676651582e-51,0.054,0.0,0.0,0.058985238751418693,0.8799999999999689,1.8923107371795704e-50,1.891816183067093e-80,8.07458002831247e-71,0.06599999999976197,2.3273565778588466e-110,4.729159057794816e-15,1.0287154890299902e-59,4.938906364487083e-90,2.380303757583342e-71
6.95930801266323e-19,0.08314471999999999,2.916616739837707e-13,7.785537069998662e-14,5.911448823326696e-15,2.071729960112113e-32,1.9214397745030853e-26,1.7509716034947396e-38,3.2319060472743333e-60,7.502027695218611e-48,8.674415608068235e-112,3.793425577996515e-126,1.7622527682253698e-50,0.054,0.0,0.0,0.05898523875134243,0.8799999999999611,5.102360770735608e-50,3.2744235046073084e-80,2.3352556590235353e-70,0.06599999999970246,1.1804800720762011e-109,5.911448823365124e-15,2.6880007354824586e-59,8.550046358716649e-90,7.474489867915215e-71
8.35116961611767e-19,0.08314471999999999,3.4999400459814424e-13,9.342644485017935e-14,7.093738588941381e-15,3.5070654937841596e-32,2.733440821810418e-26,2.9042314040769215e-38,7.288991796435203e-60,1.4874681865062208e-47,3.735756883360509e-111,1.740282680375363e-125,4.1277649182226973e-50,0.054,0.0,0.0,0.05898523875126616,0.8799999999999534,1.1951376312062943e-49,4.957585941066184e-80,5.900514269377531e-70,0.06599999999964296,5.084387543133426e-109,7.093738588996049e-15,6.142078205068793e-59,1.2951274175525824e-89,2.0351653729782926e-70
1.113489282302655e-18,0.08314471999999999,4.666586614409958e-13,1.2456859315044326e-13,9.458318120343594e-15,8.32385667870001e-32,4.8018643591432986e-26,6.724926835881721e-38,3.234074901419169e-59,4.768262653678717e-47,7.403021698066306e-110,6.064069279880514e-124,1.8887351228022997e-49,0.054,0.0,0.0,0.058985238751113625,0.8799999999999378,5.468573251235436e-49,2.0592971722767816e-79,3.6811881814531397e-69,0.06599999999952393,1.0087366709144993e-107,9.45831812043963e-15,2.7063691158550917e-58,5.3792879080368935e-89,1.3549844251015793e-69
1.6702339236844306e-18,0.08314471999999999,6.999879576186402e-13,1.8685288975048615e-13,1.418747718383799e-14,2.874144957472258e-31,1.0712800619844543e-25,2.2757822189103176e-37,2.882466311313002e-58,2.5537240049617263e-46,4.338510836802133e-108,6.913102620663244e-122,1.6516401881325697e-48,0.054,0.0,0.0,0.05898523875080856,0.8799999999999066,4.7820976885703686e-48,2.5563887102947998e-79,5.67601611247879e-68,0.06599999999928587,5.926821713296265e-106,1.4187477184052246e-14,2.298815571380787e-57,6.71264513854144e-89,1.926348698287701e-68
2.7837232064479823e-18,0.08314471999999999,1.1666464799520547e-12,3.114214829486322e-13,2.364579531358626e-14,1.3795660744292165e-30,2.9630004109457012e-25,1.0803873224774013e-36,4.4588260655770236e-57,2.117848446164677e-45,6.258143134170522e-106,1.9812346385086967e-119,2.465056245394635e-47,0.054,0.0,0.0,0.05898523875019841,0.8799999999998444,7.137233161175382e-47,4.057751035121241e-79,1.6823818345678688e-66,0.06599999999880975,8.593633986358971e-104,2.3645795314178858e-14,3.3808647748887974e-56,1.0751606437492473e-88,5.0909002430106256e-67
5.010701771975085e-18,0.08314471999999999,2.0999632445653443e-12,5.605586693371665e-13,4.256243158411936e-14,8.309435702316618e-30,9.584248831916211e-25,6.479281106011977e-36,9.65050085122968e-56,2.352731382322316e-44,1.6019995749440009e-103,1.0123979240586569e-116,5.1986789192868535e-46,0.054,0.0,0.0,0.058985238748978125,0.8799999999997198,1.5052067120757035e-45,4.9113266751233507e-79,7.182986845365067e-65,0.06599999999785751,2.2226555194495142e-101,4.256243158603621e-14,7.091606577046709e-55,1.3302561269251435e-88,2.002321067799622e-65
9.46465890302929e-18,0.08314471999999999,3.966595653595115e-12,1.0588330420832038e-12,8.039570416933118e-14,5.724342139691451e-29,3.4177955856076225e-24,4.4574531649358346e-35,2.5180484189341962e-54,3.1030087207163934e-43,5.6289142413793195e-101,7.10929259766814e-114,1.3371528013730643e-44,0.054,0.0,0.0,0.05898523874653755,0.8799999999994707,3.8715456817024406e-44,1.3826365253430985e-78,3.7281835179604216e-63,0.06599999999595305,7.970032862046773e-99,8.039570417616671e-14,1.821040162865005e-53,3.818646343913591e-88,9.908680712844315e-64
