Time (s),Volume (m^3),NH3_X(8),O_X(9),NH2_X(10),OH_X(11),NH_X(12),N_X(13),NO_X(14),NHO_X(15),N2O_X(16),N2_X(17),H2O_X(18),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),HX(20)
1.0628787144490236e-10,0.08314471999999999,2.3323650874466803e-06,1.1882111300178449e-05,8.194856076999881e-07,4.527050691099735e-09,6.13929903835931e-08,8.29958620641859e-12,6.7690744029502914e-18,1.1313098694803297e-13,4.869748654874279e-24,-5.856199714331338e-30,1.0491291911806544e-11,0.054,0.0,0.0,0.058969201753000945,0.8799940565127959,3.254486528377509e-10,9.780441606285078e-26,5.3662211556020746e-20,0.0659967867479015,3.4779096228489627e-22,9.370977829276356e-07
1.0645072251026828e-10,0.08314471999999999,2.332364253816392e-06,1.190030474160718e-05,8.204947290828385e-07,4.540045638764526e-09,6.166393589152551e-08,8.353084434093602e-12,6.824400810671306e-18,1.138485896684739e-13,-9.891541533231067e-24,5.9038589949356936e-30,1.0539899397455394e-11,0.054,0.0,0.0,0.05896918073314777,0.8799940474085528,3.2744938231550774e-10,9.921878054356655e-26,5.418475706440155e-20,0.06599678546861402,3.625979985512179e-22,9.386318636348154e-07
1.066135735756342e-10,0.08314471999999999,2.332363420214979e-06,1.1918498147544189e-05,8.215028008165517e-07,4.55305373573863e-09,6.193562784101906e-08,8.406845993010212e-12,6.880089530721858e-18,1.1456952457935858e-13,2.0981374265150764e-23,-7.886477752416518e-30,1.058864022580079e-11,0.054,0.0,0.0,0.05896915971320719,0.879994038304316,3.294591481134456e-10,1.0065142354146626e-25,5.471154477346891e-20,0.06599678418962945,3.316625254817645e-22,9.40166356884004e-07
1.0677642464100011e-10,0.08314471999999999,2.3323625866425845e-06,1.1936691517994021e-05,8.22509821900286e-07,4.5660749519220154e-09,6.220806689781424e-08,8.460871773956108e-12,6.936142338377648e-18,1.1529380116948435e-13,2.9491428112335205e-23,-1.1787565139885544e-29,1.0637514429163684e-11,0.054,0.0,0.0,0.05896913869317923,0.8799940292000861,3.314779756980259e-10,1.0210255317998078e-25,5.524260219377222e-20,0.06599678291094813,3.230459627857396e-22,9.417012629876352e-07
1.0693927570636603e-10,0.08314471999999999,2.3323617530993476e-06,1.1954884852961228e-05,8.235157913357101e-07,4.579109257195389e-09,6.248125372572708e-08,8.515162669292e-12,6.992561014596982e-18,1.160214289345333e-13,-3.88941682777877e-23,1.764897474765675e-29,1.0686522038951416e-11,0.054,0.0,0.0,0.05896911767306394,0.8799940200958626,3.335058905578992e-10,1.0357237963141812e-25,5.577795696849819e-20,0.0659967816325704,3.9139228291081376e-22,9.432365822567846e-07
1.0710212677173195e-10,0.08314471999999999,2.332360919585396e-06,1.1973078152450339e-05,8.245207081270042e-07,4.592156621420299e-09,6.275518898664788e-08,8.569719572951476e-12,7.049347345947354e-18,1.167524173770349e-13,-9.392969124666982e-24,1.5299746381915433e-30,1.0735663085657338e-11,0.054,0.0,0.0,0.058969096652861375,0.8799940109916456,3.355429182038228e-10,1.0506111513396834e-25,5.631763687390053e-20,0.06599678035449658,3.6190285776944765e-22,9.447723150011698e-07
1.0726497783709787e-10,0.08314471999999999,2.332360086100852e-06,1.199127141646589e-05,8.255245712808626e-07,4.605217014439242e-09,6.302987334054013e-08,8.624543380440355e-12,7.106503124687925e-18,1.174867760063286e-13,7.742349376621687e-23,-3.101471886650197e-29,1.078493759886043e-11,0.054,0.0,0.0,0.058969075632571574,0.8799940018874355,3.375890841685784e-10,1.065689740088223e-25,5.686166981971099e-20,0.06599677907672699,2.75124825903103e-22,9.463084615291509e-07
1.0742782890246379e-10,0.08314471999999999,2.332359252645829e-06,1.2009464645012424e-05,8.265273798064963e-07,4.618290406075777e-09,6.330530744543923e-08,8.679634988835802e-12,7.164030148863441e-18,1.1822451433852637e-13,-5.009778172979569e-23,2.464470774923218e-29,1.083434560722498e-11,0.054,0.0,0.0,0.05896905461219461,0.8799939927832318,3.3964441400689047e-10,1.0809617267737453e-25,5.741008384955573e-20,0.06599677779926198,4.02657374672295e-22,9.47845022147729e-07
1.0759067996782971e-10,0.08314471999999999,2.3323584192204335e-06,1.2027657838094462e-05,8.275291327156333e-07,4.6313767661346355e-09,6.358149195745151e-08,8.734995296786122e-12,7.221930222113793e-18,1.1896564189647581e-13,-9.565488106785028e-23,2.86853123415668e-29,1.0883887138500188e-11,0.054,0.0,0.0,0.05896903359173052,0.8799939836790346,3.417089332953429e-10,1.0964292967854326e-25,5.796290714135636e-20,0.06599677652210188,4.4820828942151715e-22,9.493819971625466e-07
1.0775353103319563e-10,0.08314471999999999,2.332357585824764e-06,1.2045850995716541e-05,8.285298290225221e-07,4.644476064401826e-09,6.385842753075286e-08,8.790625204510419e-12,7.28020515376359e-18,1.197101682097221e-13,1.7632896716383085e-23,-5.77530047035886e-30,1.0933562219519859e-11,0.054,0.0,0.0,0.05896901257117934,0.879993974574844,3.4378266763229717e-10,1.1120946568619178e-25,5.852016800774312e-20,0.06599677524524702,3.3492007344897205e-22,9.50919386877887e-07
1.0790009699202495e-10,0.08314471999999999,2.332356835794155e-06,1.2062224807261894e-05,8.294295514911079e-07,4.65627647002356e-09,6.410831224324621e-08,8.840923374565353e-12,7.332974596236735e-18,1.2038315570895942e-13,-1.1645050933021162e-23,7.505281762733044e-30,1.0978383998909296e-11,0.054,0.0,0.0,0.05896899365260889,0.8799939663810783,3.4565692857655436e-10,1.1263644326485925e-25,5.902552042302639e-20,0.0659967740963389,3.6420327343433063e-22,9.523033924410355e-07
1.0804666295085428e-10,0.08314471999999999,2.3323560857877615e-06,1.2078598590091643e-05,8.30328416600398e-07,4.668087309053488e-09,6.435880631787438e-08,8.891441309357475e-12,7.386050471304446e-18,1.2105891088071074e-13,-2.0694602087199314e-23,2.7885508632247408e-30,1.1023313992856985e-11,0.054,0.0,0.0,0.058968974733967984,0.8799939581873176,3.475386931540572e-10,1.1407978624312096e-25,5.953451114691472e-20,0.06599677294767853,3.732549485334003e-22,9.536877343768846e-07
1.081932289096836e-10,0.08314471999999999,2.3323553358056433e-06,1.2094972344209092e-05,8.312264236370226e-07,4.679908559427155e-09,6.460991022751653e-08,8.942179668407355e-12,7.439434109883137e-18,1.217374406857813e-13,2.75562313618089e-23,-7.193303307516095e-30,1.1068352219021588e-11,0.054,0.0,0.0,0.05896895581525667,0.8799939499935624,3.4942798007092717e-10,1.1553965999816262e-25,6.004716110083041e-20,0.06599677179926614,3.250016362166111e-22,9.55072412904432e-07
1.0833979486851292e-10,0.08314471999999999,2.3323545858478544e-06,1.2111346069617538e-05,8.321235718892707e-07,4.691740199068093e-09,6.486162444378249e-08,8.993139112264732e-12,7.493126846675229e-18,1.224187520892773e-13,-5.853066494134602e-23,3.336474505663288e-29,1.1113498694460348e-11,0.054,0.0,0.0,0.05896893689647499,0.8799939417998125,3.5132480804736784e-10,1.1701623135210336e-25,6.056349129560614e-20,0.065996770651102,4.1108297982200507e-22,9.564574282417845e-07
1.0848636082734225e-10,0.08314471999999999,2.332353835914444e-06,1.2127719766320273e-05,8.330198606470907e-07,4.70358220588789e-09,6.511394943701223e-08,9.04432030250828e-12,7.547130020051564e-18,1.23102852060584e-13,-2.0446385203981124e-23,3.6792743006660066e-30,1.1158753435628943e-11,0.054,0.0,0.0,0.05896891797762297,0.8799939336060679,3.532291958176152e-10,1.1850966858259695e-25,6.10835228317295e-20,0.06599676950318632,3.729951092884959e-22,9.578427806061553e-07
1.0863292678617157e-10,0.08314471999999999,2.332353086005458e-06,1.2144093434320593e-05,8.339152892020915e-07,4.715434557786256e-09,6.536688567627497e-08,9.095723901745173e-12,7.601444972202957e-18,1.237897475733434e-13,3.759408059888587e-23,-1.1183501033652556e-29,1.1204116458381305e-11,0.054,0.0,0.0,0.058968899058700674,0.8799939254123287,3.5514116212988893e-10,1.2002014143354997e-25,6.160727689958674e-20,0.06599676835551935,3.1495468360883666e-22,9.592284702138665e-07
1.0876483614911796e-10,0.08314471999999999,2.33235241110829e-06,1.2158829710983036e-05,8.347204388440358e-07,4.726110501261547e-09,6.559505129363097e-08,9.142177849220961e-12,7.65059611237947e-18,1.2441034948989691e-13,-3.9267494852202966e-23,1.8263738270491654e-29,1.1245035772230775e-11,0.054,0.0,0.0,0.05896888203161054,0.8799939180379681,3.5686842697100115e-10,1.2139427393830856e-25,6.208185591177947e-20,0.06599676732283191,3.9181700156340047e-22,9.604758793819329e-07
1.0889674551206436e-10,0.08314471999999999,2.332351736230969e-06,1.2173565964401587e-05,8.355248906351704e-07,4.7367947902119565e-09,6.582371273935028e-08,9.18881297001458e-12,7.700001867377237e-18,1.2503322653684359e-13,-4.6349196824775204e-23,-1.8494986510134148e-29,1.1286042817226703e-11,0.054,0.0,0.0,0.05896886500446356,0.8799939106636118,3.5860185931554976e-10,1.2278246981561046e-25,6.255948298683838e-20,0.0659967662903463,3.9889946995238755e-22,9.617235620480428e-07
1.0902865487501075e-10,0.08314471999999999,2.3323510613735205e-06,1.2188302194578649e-05,8.363286440625329e-07,4.747487408501952e-09,6.605287035274189e-08,9.235629749302117e-12,7.749663223496946e-18,1.2565838380672426e-13,3.6845371072180756e-23,-1.4986927350461127e-29,1.1327137603675724e-11,0.054,0.0,0.0,0.05896884797725971,0.8799939032892597,3.6034147285984436e-10,1.2418485589812401e-25,6.304017376030679e-20,0.06599676525806268,3.1570552420290836e-22,9.629715183680402e-07
1.0916056423795714e-10,0.08314471999999999,2.332350386535968e-06,1.2203038401516616e-05,8.371316986142539e-07,4.7581883399883576e-09,6.62825244722795e-08,9.282628672933582e-12,7.79958116957495e-18,1.2628582639481766e-13,-7.818291992718327e-23,1.2073639927844238e-28,1.1368320141489263e-11,0.054,0.0,0.0,0.05896883094999907,0.8799938959149121,3.620872813092463e-10,1.2560156000756995e-25,6.352394392732039e-20,0.06599676422598122,4.307335943496466e-22,9.642197484971824e-07
1.0929247360090354e-10,0.08314471999999999,2.332349711718332e-06,1.2217774585217883e-05,8.379340537795554e-07,4.768897568520416e-09,6.65126754356012e-08,9.329810227432838e-12,7.84975669681972e-18,1.269155593991269e-13,-4.9107312345246745e-23,8.396302847690072e-30,1.1409590440183449e-11,0.054,0.0,0.0,0.05896881392268165,0.8799938885405685,3.638392983781398e-10,1.2703271096118698e-25,6.401080924275254e-20,0.0659967631941021,4.016575660139928e-22,9.65468252590142e-07
1.0941119202755529e-10,0.08314471999999999,2.332349104399505e-06,1.2231037130683624e-05,8.38655575031663e-07,4.778542954818605e-09,6.672023638241032e-08,9.372430178528916e-12,7.895135724525918e-18,1.274842816245546e-13,2.175012393833629e-25,-1.2930701499898452e-35,1.144680875210764e-11,0.054,0.0,0.0,0.05896879859804746,0.879993881903663,3.654214334519959e-10,1.283332061460526e-25,6.44516474481963e-20,0.06599676226558403,3.5233250399502923e-22,9.665921406402329e-07
1.0951803861154187e-10,0.08314471999999999,2.3323485578263776e-06,1.2242973405513316e-05,8.393044591390202e-07,4.787229527675688e-09,6.69073857594247e-08,9.410915246845815e-12,7.936156525656795e-18,1.2799772446244348e-13,-2.5738535748969703e-24,3.83913741743318e-30,1.1480366023232624e-11,0.054,0.0,0.0,0.05896878480583742,0.8799938759304513,3.6684967257552254e-10,1.2951382565161398e-25,6.485056589220867e-20,0.06599676143005813,3.551239245891426e-22,9.676038298181875e-07
1.0962488519552845e-10,0.08314471999999999,2.3323480112663477e-06,1.2254909665101666e-05,8.399528834743588e-07,4.795921515483158e-09,6.709486171323441e-08,9.449521006538052e-12,7.977348096477077e-18,1.2851267911568725e-13,6.738886991818282e-24,-4.455914157332169e-29,1.1513980889894577e-11,0.054,0.0,0.0,0.05896877101359019,0.8799938699572424,3.682820095883392e-10,1.307041560709422e-25,6.525154327240076e-20,0.06599676059466526,3.458113513848946e-22,9.686156990168922e-07
1.0973173177951503e-10,0.08314471999999999,2.332347464719423e-06,1.2266845909449947e-05,8.406008477683334e-07,4.804618909643411e-09,6.728266442166712e-08,9.488247717457837e-12,8.01871096858589e-18,1.290291482987503e-13,1.4802423208841022e-23,-1.638162717300525e-31,1.1547653356390942e-11,0.054,0.0,0.0,0.05896875722130576,0.8799938639840361,3.697184517960378e-10,1.3190426780431785e-25,6.565458807696485e-20,0.06599675975940557,3.3774774224477767e-22,9.696277483174204e-07
1.0983857836350161e-10,0.08314471999999999,2.3323469181856097e-06,1.2278782138559429e-05,8.412483517520712e-07,4.813321701555657e-09,6.747079406219001e-08,9.527095639746967e-12,8.060245674616504e-18,1.295471347272443e-13,-1.1475106341838981e-23,3.3257198553757897e-29,1.1581383426848867e-11,0.054,0.0,0.0,0.058968743428984206,0.8799938580108329,3.711590065080373e-10,1.3311423169338172e-25,6.605970882009097e-20,0.06599675892427913,3.6402517392432373e-22,9.706399778005924e-07
1.0994542494748819e-10,0.08314471999999999,2.3323463716649122e-06,1.229071835243138e-05,8.418953951571709e-07,4.822029882615922e-09,6.765925081190978e-08,9.566065033836869e-12,8.101952748291688e-18,1.3006664111792369e-13,-4.23360923130802e-24,-3.5341787097447596e-29,1.1615171105225118e-11,0.054,0.0,0.0,0.058968729636625486,0.8799938520376323,3.726036810375741e-10,1.3433411902346802e-25,6.646691404201744e-20,0.065996758089286,3.5678373715388027e-22,9.716523875469767e-07
1.1005227153147477e-10,0.08314471999999999,2.3323458251573357e-06,1.2302654551067075e-05,8.425419777157038e-07,4.830743444217066e-09,6.784803484757235e-08,9.6051561604485e-12,8.143832724455196e-18,1.3058767018868104e-13,1.7160829116350638e-23,-1.071791333462673e-30,1.1649016395306111e-11,0.054,0.0,0.0,0.058968715844229656,0.8799938460644346,3.7405248270169094e-10,1.3556400152594737e-25,6.687621230908177e-20,0.06599675725442632,3.353892381524664e-22,9.7266497763689e-07
1.1015911811546135e-10,0.08314471999999999,2.3323452786628836e-06,1.2314590734467778e-05,8.431880991602134e-07,4.83946237774879e-09,6.803714634556291e-08,9.644369280592141e-12,8.185886138986261e-18,1.3111022465854254e-13,-1.267252858114886e-23,4.2471824823379405e-29,1.1682919300707843e-11,0.054,0.0,0.0,0.058968702051796724,0.8799938400912397,3.755054188212276e-10,1.368039513805762e-25,6.728761221377203e-20,0.06599675641970013,3.6522256671432344e-22,9.736777481503958e-07
1.1026596469944793e-10,0.08314471999999999,2.3323447321815583e-06,1.2326526902634757e-05,8.438337592237162e-07,4.848186674597657e-09,6.822658548190559e-08,9.683704655567444e-12,8.228113528833518e-18,1.3163430724766338e-13,-8.695875174968056e-24,-4.0314142581264624e-29,1.1716879824875896e-11,0.054,0.0,0.0,0.05896868825932671,0.8799938341180478,3.769624967208102e-10,1.3805404121785393e-25,6.77011223747777e-20,0.06599675558510756,3.6124605692683085e-22,9.746906991673057e-07
1.1037281128343451e-10,0.08314471999999999,2.3323441857133633e-06,1.2338463055569291e-05,8.444789576397009e-07,4.8569163261471054e-09,6.841635243226352e-08,9.723162546963402e-12,8.27051543207566e-18,1.321599206773231e-13,2.424621288237558e-23,-7.557843359999796e-30,1.1750897971085396e-11,0.054,0.0,0.0,0.058968674466819616,0.8799938281448585,3.784237237288407e-10,1.3931434412139223e-25,6.811675143704041e-20,0.06599675475064867,3.2830389476683494e-22,9.75703830767178e-07
1.1047965786742109e-10,0.08314471999999999,2.3323436392582973e-06,1.2350399193272636e-05,8.451236941421305e-07,4.865651323777456e-09,6.860644737193863e-08,9.762743216658082e-12,8.313092387821908e-18,1.3268706766992115e-13,-1.2999329005318418e-23,5.117715378447867e-29,1.1784973742440993e-11,0.054,0.0,0.0,0.05896866067427548,0.8799938221716722,3.798891071774873e-10,1.4058493363029462e-25,6.853450807180448e-20,0.06599675391632359,3.6554934306220903e-22,9.767171430293193e-07
1.1058650445140767e-10,0.08314471999999999,2.3323430928163624e-06,1.2362335315746065e-05,8.457679684654406e-07,4.874391658865929e-09,6.879687047587151e-08,9.802446926818708e-12,8.355844936245142e-18,1.332157509489724e-13,-1.6831631927416888e-23,-4.2207746266338e-29,1.1819107141876858e-11,0.054,0.0,0.0,0.05896864688169432,0.8799938161984886,3.8135865440267377e-10,1.4186588374154678e-25,6.895440097666822e-20,0.06599675308213236,3.6938180370986914e-22,9.777306360327843e-07
1.1069335103539425e-10,0.08314471999999999,2.332342546387557e-06,1.2374271422990849e-05,8.464117803445407e-07,4.883137322786662e-09,6.898762191864131e-08,9.842273939901659e-12,8.398773618678703e-18,1.3374597323910202e-13,3.2385114884628227e-23,-1.293659701298743e-29,1.1853298172156626e-11,0.054,0.0,0.0,0.05896863308907615,0.879993810225308,3.8283237274406924e-10,1.4315726891241654e-25,6.937643887563467e-20,0.06599675224807512,3.2016499383955058e-22,9.78744309856374e-07
1.1080019761938083e-10,0.08314471999999999,2.332341999971881e-06,1.2386207515008249e-05,8.470551295148143e-07,4.891888306910712e-09,6.917870187446562e-08,9.882224518652151e-12,8.441878977483356e-18,1.3427773726604174e-13,-1.1250102165004284e-23,5.718472045886242e-29,1.1887546835873409e-11,0.054,0.0,0.0,0.058968619296420985,0.87999380425213,3.8431026954507807e-10,1.4445916406286397e-25,6.980063051916313e-20,0.06599675141415191,3.63800096359139e-22,9.797581645786376e-07
1.1090704420336741e-10,0.08314471999999999,2.332341453569332e-06,1.2398143591799533e-05,8.476980157121184e-07,4.900644602606078e-09,6.93701105172003e-08,9.922298926104263e-12,8.48516155605954e-18,1.3481104575662438e-13,-2.8542382797676956e-23,-4.285082120635664e-29,1.1921853135449749e-11,0.054,0.0,0.0,0.05896860550372885,0.8799937982789551,3.8579235215282925e-10,1.457716445779609e-25,7.022698468421991e-20,0.06599675058036286,3.810925680388326e-22,9.807722002778714e-07
1.11013890787354e-10,0.08314471999999999,2.3323409071799085e-06,1.2410079653365961e-05,8.483404386727848e-07,4.9094062012377186e-09,6.956184802033949e-08,9.962497425581088e-12,8.528621898998927e-18,1.3534590143877998e-13,4.177522589542433e-23,-1.6508309927464618e-29,1.1956217073137619e-11,0.054,0.0,0.0,0.05896859171099975,0.879993792305783,3.87278627918167e-10,1.4709478631032137e-25,7.065551017432947e-20,0.06599674974670804,3.107748999186806e-22,9.817864170321202e-07
