Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10),NH3_X(22),O2_ads(49)
1.1766098863858987e-19,0.05595639656,0.054,0.0,0.0,0.039697065679882966,0.8799999999999868,0.0,0.0,0.0,0.06599999999999945,0.0,2.6575706519897898e-14,5.581087523710559e-16,8.359424115689712e-46
2.3532836114070525e-19,0.05595639656,0.054,0.0,0.0,0.03969706567985583,0.8799999999999735,0.0,0.0,0.0,0.06599999999999889,0.0,5.31528549423305e-14,1.1162477857150181e-15,6.68796143877949e-45
4.706631061449359e-19,0.05595639656,0.054,0.0,0.0,0.03969706567980156,0.8799999999999469,0.0,0.0,0.0,0.06599999999999778,0.0,1.0630715178704875e-13,2.2325258523800343e-15,5.350536605648255e-44
9.413325961533974e-19,0.05595639656,0.054,0.0,0.0,0.03969706567969302,0.8799999999998938,0.0,0.0,0.0,0.06599999999999555,0.0,2.1261574547589753e-13,4.465081985618433e-15,4.280494012949998e-43
1.8826715761703206e-18,0.05595639656,0.054,0.0,0.0,0.03969706567947594,0.8799999999997874,0.0,0.0,0.0,0.06599999999999108,0.0,4.25232932851244e-13,8.930194251728696e-15,3.424417494824595e-42
3.7653495362041665e-18,0.05595639656,0.054,0.0,0.0,0.03969706567904177,0.8799999999995748,0.0,0.0,0.0,0.06599999999998216,0.0,8.504673075925327e-13,1.7860418782483087e-14,2.739537138330836e-41
7.530705456271858e-18,0.05595639656,0.054,0.0,0.0,0.039697065678173445,0.8799999999991496,0.0,0.0,0.0,0.0659999999999643,0.0,1.700936057037493e-12,3.572086783812732e-14,2.1916217335796213e-40
1.5061417296407242e-17,0.05595639656,0.054,0.0,0.0,0.039697065676436785,0.8799999999982991,0.0,0.0,0.0,0.06599999999992857,0.0,3.4018735557769453e-12,7.14417659259576e-14,1.753279421781606e-39
3.012284097667801e-17,0.05595639656,0.054,0.0,0.0,0.039697065672963466,0.8799999999965982,0.0,0.0,0.0,0.06599999999985713,0.0,6.803748552653976e-12,1.4288356200778538e-13,1.4025927134927765e-38
6.024568833721954e-17,0.05595639656,0.054,0.0,0.0,0.039697065666016836,0.8799999999931963,0.0,0.0,0.0,0.06599999999971425,0.0,1.3607498544000544e-11,2.857671537961099e-13,1.1220240234596404e-37
1.204913830583026e-16,0.05595639656,0.054,0.0,0.0,0.03969706565212357,0.8799999999863926,0.0,0.0,0.0,0.06599999999942847,0.0,2.7214998517063708e-11,5.715343358714348e-13,8.975386606245331e-37
2.4098277250046875e-16,0.05595639656,0.054,0.0,0.0,0.03969706562433703,0.8799999999727851,0.0,0.0,0.0,0.06599999999885695,0.0,5.4429998424670144e-11,1.1430686940167883e-12,7.179019359675897e-36
4.81965551384801e-16,0.05595639656,0.054,0.0,0.0,0.03969706556876396,0.8799999999455701,0.0,0.0,0.0,0.06599999999771387,0.0,1.0885999808580344e-10,2.286137386286311e-12,5.741152151338087e-35
9.639311091534655e-16,0.05595639656,0.054,0.0,0.0,0.03969706545761783,0.8799999998911401,0.0,0.0,0.0,0.06599999999542773,0.0,2.1771999679175184e-10,4.57227467474062e-12,4.589623611394032e-34
1.9278622246907947e-15,0.05595639656,0.054,0.0,0.0,0.039697065235325554,0.87999999978228,0.0,0.0,0.0,0.06599999999085546,0.0,4.354399917383755e-10,9.14454886731032e-12,3.666432815338891e-33
