Time (s),Volume (m^3),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),H2OX(12)
3.7533109171585435e-12,0.066515776,0.938,0.0,7.3703057210302885e-09,0.0,1.0115908642848547e-16,4.902339367807079e-10,0.0,0.0,0.0393616352714223,0.00999999631484712,0.04999949579420509,0.0,0.0,0.0019999995097660646,0.0,5.042057948973906e-07
3.786277006584565e-12,0.066515776,0.938,0.0,7.435039890742624e-09,0.0,1.0354682047493756e-16,4.945361053387035e-10,0.0,0.0,0.03936163270528408,0.009999996282480033,0.049999493297103195,0.0,0.0,0.0019999995054638957,0.0,5.067028967811096e-07
3.819243096010586e-12,0.066515776,0.938,0.0,7.499774051826151e-09,0.0,1.0596727909692573e-16,4.988382104094307e-10,0.0,0.0,0.03936163016198857,0.009999996250112953,0.04999949082284396,0.0,0.0,0.001999999501161791,0.0,5.091771560200374e-07
3.852209185436607e-12,0.066515776,0.938,0.0,7.564508204355611e-09,0.0,1.0842055836274459e-16,5.03140251996312e-10,0.0,0.0,0.03936162764132683,0.009999996217745874,0.049999488371218405,0.0,0.0,0.0019999994968597492,0.0,5.116287815708598e-07
3.885175274862628e-12,0.066515776,0.938,0.0,7.629242348405069e-09,0.0,1.1090675253115199e-16,5.074422301027462e-10,0.0,0.0,0.03936162514309179,0.009999996185378803,0.049999485942019486,0.0,0.0,0.0019999994925577707,0.0,5.140579804788e-07
3.918141364288649e-12,0.066515776,0.938,0.0,7.693976484047898e-09,0.0,1.134259540764365e-16,5.117441447321105e-10,0.0,0.0,0.039361622667078315,0.009999996153011734,0.04999948353504207,0.0,0.0,0.0019999994882558565,0.0,5.164649578951015e-07
3.9511074537146705e-12,0.066515776,0.938,0.0,7.758710611356818e-09,0.0,1.1597825371317788e-16,5.160459958877593e-10,0.0,0.0,0.03936162021308314,0.009999996120644668,0.049999481150082875,0.0,0.0,0.001999999483954005,0.0,5.18849917094355e-07
3.984073543140692e-12,0.066515776,0.938,0.0,7.82344473040387e-09,0.0,1.1856374042070368e-16,5.203477835730241e-10,0.0,0.0,0.039361617780904835,0.00999999608827761,0.04999947878694047,0.0,0.0,0.001999999479652218,0.0,5.212130594916642e-07
4.017039632566713e-12,0.066515776,0.938,0.0,7.888178841260447e-09,0.0,1.2118250146724536e-16,5.246495077912157e-10,0.0,0.0,0.039361615370343835,0.009999996055910553,0.04999947644541532,0.0,0.0,0.0019999994753504935,0.0,5.235545846596577e-07
4.050005721992734e-12,0.066515776,0.938,0.0,7.95291294399728e-09,0.0,1.2383462243379846e-16,5.28951168545622e-10,0.0,0.0,0.03936161298120238,0.009999996023543503,0.04999947412530963,0.0,0.0,0.0019999994710488325,0.0,5.258746903453404e-07
4.082971811418755e-12,0.066515776,0.938,0.0,8.017647038684464e-09,0.0,1.2652018723768854e-16,5.3325276583951e-10,0.0,0.0,0.03936161061328454,0.009999995991176455,0.04999947182642749,0.0,0.0,0.0019999994667472356,0.0,5.281735724867973e-07
4.115937900844776e-12,0.066515776,0.938,0.0,8.08238112539144e-09,0.0,1.2923927815584785e-16,5.375542996761245e-10,0.0,0.0,0.039361608266396175,0.00999999595880941,0.049999469548574746,0.0,0.0,0.0019999994624457017,0.0,5.304514252297371e-07
4.1489039902707975e-12,0.066515776,0.938,0.0,8.14711520418703e-09,0.0,1.3199197584780476e-16,5.4185577005869e-10,0.0,0.0,0.039361605940344914,0.009999995926442368,0.049999467291559026,0.0,0.0,0.001999999458144231,0.0,5.327084409438913e-07
4.181870079696819e-12,0.066515776,0.938,0.0,8.21184927513941e-09,0.0,1.3477835937839042e-16,5.461571769904097e-10,0.0,0.0,0.03936160363494014,0.009999995894075334,0.049999465055189735,0.0,0.0,0.0019999994538428246,0.0,5.349448102392585e-07
4.21483616912284e-12,0.066515776,0.938,0.0,8.276583338316147e-09,0.0,1.375985062401649e-16,5.504585204744656e-10,0.0,0.0,0.03936160134999298,0.009999995861708301,0.04999946283927799,0.0,0.0,0.001999999449541481,0.0,5.371607219822029e-07
