Time (s),Volume (m^3),NH3_X(8),O_X(9),NH2_X(10),OH_X(11),NH_X(12),N_X(13),NO_X(14),NHO_X(15),H2O_X(16),He,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
0.0005494090515140001,0.041572359999999996,4.1440880692860256e-07,0.014740819843575942,2.7958137524846623e-21,8.904768780719973e-14,3.613698709554832e-15,1.061671341740246e-10,2.161655062846842e-14,2.43664786597467e-19,7.001312919370614e-17,0.054,0.0,5.075329266608102e-06,0.8726295899985362,1.5924214618082736e-10,2.8105079249110615e-22,4.181722419926219e-21,0.06599958548500053,4.270503913982643e-26
0.0005515039988722569,0.041572359999999996,4.128352267065719e-07,0.014740840688816858,2.785197185803507e-21,8.887842952707207e-14,3.599973849974634e-15,1.062255257938723e-10,2.1712995103216864e-14,2.436027004012556e-19,6.974826881598517e-17,0.054,0.0,5.056057547611245e-06,0.872629579575872,1.5932994944644064e-10,2.824751478757203e-22,4.216399543491668e-21,0.06599958705852225,4.3086853493731105e-26
0.0005535989462305136,0.041572359999999996,4.112735515978696e-07,0.014740861376351564,2.7746609422608482e-21,8.871013258803778e-14,3.58635281675567e-15,1.0628369571658668e-10,2.180949264224394e-14,2.435475166539517e-19,6.948540848248828e-17,0.054,0.0,5.036931629927022e-06,0.8726295692320611,1.5941741986711422e-10,2.839010670634931e-22,4.251229349032323e-21,0.0659995886201391,4.3470578503793157e-26
0.0005556938935887704,0.041572359999999996,4.0972364700720644e-07,0.014740881907963028,2.764204113729245e-21,8.854278776831421e-14,3.572834452355001e-15,1.0634164561564949e-10,2.1906043044212714e-14,2.437221043096587e-19,6.922452549846631e-17,0.054,0.0,5.0179498651876565e-06,0.8726295589662117,1.5950455995646589e-10,2.853285449813892e-22,4.2862119147899035e-21,0.06599959016998566,4.385621616944054e-26
0.0005577888409470271,0.041572359999999996,4.081853803605881e-07,0.014740902285407434,2.753825805720097e-21,8.837638641446924e-14,3.559417710073087e-15,1.0639937714616924e-10,2.200264610924163e-14,2.437453553629404e-19,6.896559784107982e-17,0.054,0.0,4.999110629779584e-06,0.8726295487774461,1.595913721997787e-10,2.8675757659137207e-22,4.3213473187111914e-21,0.0659995917081945,4.4243768483540294e-26
0.0005598837883052838,0.041572359999999996,4.066586210674331e-07,0.014740922510414697,2.7435251371254185e-21,8.821091987399575e-14,3.5461013507170662e-15,1.0645689194477028e-10,2.209930163858914e-14,2.433294516614481e-19,6.870860372253077e-17,0.054,0.0,4.980412324379828e-06,0.8726295386648993,1.596778590545166e-10,2.881881568900406e-22,4.356635638446278e-21,0.0659995932348962,4.4633237432443176e-26
0.000561769240927715,0.041572359999999996,4.052942701268591e-07,0.01474094058399646,2.7343201994400604e-21,8.806279129398347e-14,3.534201346235467e-15,1.065084712944679e-10,2.218633630921524e-14,2.4359285641355804e-19,6.847894376478573e-17,0.054,0.0,4.963703042053806e-06,0.8726295296280696,1.5975542102532805e-10,2.894769991799724e-22,4.388525933167369e-21,0.06599959459919548,4.498539984571344e-26
0.0005631694311337745,0.041572359999999996,4.0428697376142106e-07,0.014740953927670246,2.727524221578447e-21,8.795326839157743e-14,3.525415825437918e-15,1.0654666351673916e-10,2.2250998016501812e-14,2.4372131769135726e-19,6.830938461210851e-17,0.054,0.0,4.9513666264916895e-06,0.8726295229562041,1.598128524969497e-10,2.9043493671934236e-22,4.4122887840698995e-21,0.0659995956064536,4.524793200633825e-26
0.000564569621339834,0.041572359999999996,4.032846719502539e-07,0.014740967205181492,2.720761941647775e-21,8.784415339674456e-14,3.5166738267109633e-15,1.065847607627999e-10,2.2315682935743282e-14,2.4354555915617067e-19,6.814066498755603e-17,0.054,0.0,4.939091379011885e-06,0.8726295163174199,1.5987014137749701e-10,2.91393560405447e-22,4.436120032836368e-21,0.06599959660871728,4.5511322617079076e-26
0.0005659698115458935,0.041572359999999996,4.0228732763792066e-07,0.014740980417021066,2.7140331096303993e-21,8.773544325466324e-14,3.507974875118703e-15,1.0662276350249439e-10,2.2380391009076896e-14,2.43608869912834e-19,6.797277811376494e-17,0.054,0.0,4.9268768458018666e-06,0.8726295097114714,1.5992728837325364e-10,2.9235286877881804e-22,4.4600197023583954e-21,0.06599959760602352,4.577557226447494e-26
0.000567102088943217,0.041572359999999996,4.014844157446972e-07,0.014740991053210879,2.7086160650583595e-21,8.764782804728164e-14,3.5009720155203833e-15,1.0665342599419115e-10,2.24327347135978e-14,2.436257753052678e-19,6.783761940536495e-17,0.054,0.0,4.9170435372587274e-06,0.8726295043933535,1.5997339756630432e-10,2.931291225174285e-22,4.4793964534341986e-21,0.06599959840890471,4.59898889161298e-26
0.0005682343663405406,0.041572359999999996,4.006847024828828e-07,0.014741001647028623,2.7032206014330707e-21,8.756047493764571e-14,3.4939969825396558e-15,1.0668402723587268e-10,2.2485093491469565e-14,2.4362286481168942e-19,6.770299836378801e-17,0.054,0.0,4.907249402217859e-06,0.8726294990964217,1.6001941480316207e-10,2.939058222785982e-22,4.49881797390894e-21,0.06599959920858732,4.620476800971733e-26
0.0005693666437378642,0.041572359999999996,3.9988816877648245e-07,0.014741012198726991,2.6978465900468233e-21,8.747338248845628e-14,3.4870496219115648e-15,1.0671456747120582e-10,2.2537467312575853e-14,2.4362849966545475e-19,6.756891161272466e-17,0.054,0.0,4.897494207058293e-06,0.8726294938205494,1.6006534044987838e-10,2.9468296729997393e-22,4.518284275805219e-21,0.06599960000509043,4.642020985359781e-26
0.0005703856933954554,0.041572359999999996,3.991739913163044e-07,0.014741021659450694,2.6930282159117292e-21,8.739522094281494e-14,3.480820637620002e-15,1.0674200172273015e-10,2.2584616588714716e-14,2.4362564892345785e-19,6.74486875276806e-17,0.054,0.0,4.888747633419704e-06,0.8726294890901669,1.6010659552311495e-10,2.9538277788884084e-22,4.5358422455451e-21,0.06599960071924044,4.6614588919020786e-26
0.0005714047430530466,0.041572359999999996,3.984623602729361e-07,0.014741031086442166,2.688227022270089e-21,8.731726853220078e-14,3.4746138686476447e-15,1.0676938693092039e-10,2.2631778003740266e-14,2.436197295967026e-19,6.732889131668928e-17,0.054,0.0,4.880032245643473e-06,0.8726294843766507,1.6014777696677566e-10,2.9608294797136165e-22,4.553436506686904e-21,0.06599960143084406,4.680942428556549e-26
0.0005724237927106378,0.041572359999999996,3.9775326205162936e-07,0.014741040479881494,2.6834429173961658e-21,8.72395243785779e-14,3.468429143424002e-15,1.0679672327047923e-10,2.2678951535932905e-14,2.4362929536654442e-19,6.720952078724491e-17,0.054,0.0,4.8713478772366485e-06,0.8726294796799104,1.6018888504317018e-10,2.967834769975176e-22,4.571067067945576e-21,0.06599960213991492,4.700471617692184e-26
0.000573442842368229,0.041572359999999996,3.9704668315424656e-07,0.014741049839947487,2.6786758102180505e-21,8.716198744116483e-14,3.462266434614159e-15,1.0682401091507777e-10,2.27261371636557e-14,2.4362965491067554e-19,6.709057351011662e-17,0.054,0.0,4.862694362889418e-06,0.872629474999857,1.602299200132433e-10,2.974843644190824e-22,4.588733938020407e-21,0.06599960284646647,4.7200464816433133e-26
0.0005744618920258201,0.041572359999999996,3.963426101783976e-07,0.014741059166817685,2.673925610308878e-21,8.708465680716229e-14,3.45612561568228e-15,1.0685125003754049e-10,2.277333486534574e-14,2.4361769330373195e-19,6.697204722420287e-17,0.054,0.0,4.854071538464576e-06,0.8726294703364015,1.602708821365286e-10,2.9818560968961306e-22,4.606437125595253e-21,0.06599960355051217,4.739667042709729e-26
0.0005754809416834113,0.041572359999999996,3.956410298165907e-07,0.014741068460668373,2.669192227880729e-21,8.700753165288923e-14,3.4500064833577743e-15,1.0687844080981203e-10,2.2820544619514914e-14,2.4362945277112423e-19,6.685393982713745e-17,0.054,0.0,4.845479240987136e-06,0.8726294656894558,1.6031177167115743e-10,2.988872122644413e-22,4.624176639338605e-21,0.0659996042520653,4.7593333231568017e-26
0.0005764999913410025,0.041572359999999996,3.949419288553917e-07,0.014741077721674576,2.6644755737822614e-21,8.693061102151919e-14,3.443908994644743e-15,1.0690558340283148e-10,2.286776640475014e-14,2.436351279384238e-19,6.673624906267102e-17,0.054,0.0,4.8369173086339854e-06,0.8726294610589324,1.6035258887391426e-10,2.9958917160066477e-22,4.641952487903535e-21,0.06599960495113909,4.7790453452155914e-26
0.0005775190409985937,0.041572359999999996,3.9424529417458546e-07,0.014741086950010111,2.659775559491141e-21,8.685389396906607e-14,3.4378330729000045e-15,1.0693267798665906e-10,2.291500019971184e-14,2.4361284019972566e-19,6.661897265025622e-17,0.054,0.0,4.828385580723638e-06,0.8726294564447442,1.6039333400023321e-10,3.0029148715713807e-22,4.659764679927686e-21,0.06599960564774661,4.798803131082948e-26
0.0005785380906561849,0.041572359999999996,3.9355111274636815e-07,0.014741096145847543,2.6550920971065032e-21,8.677737965756891e-14,3.431778497809314e-15,1.0695972473051509e-10,2.296224598314013e-14,2.4362598221451504e-19,6.650210845585478e-17,0.054,0.0,4.819883897706388e-06,0.8726294518468051,1.6043400730417693e-10,3.009941583944637e-22,4.6776132240333466e-21,0.06599960634190095,4.8186067029216353e-26
0.0005795571403137761,0.041572359999999996,3.9285937163454e-07,0.014741105309358241,2.6504250993470163e-21,8.670106719075862e-14,3.425745201206057e-15,1.0698672380266749e-10,2.3009503733852946e-14,2.4364635758617086e-19,6.638565435021933e-17,0.054,0.0,4.811412101154342e-06,0.8726294472650296,1.6047460903846954e-10,3.0169718477498406e-22,4.695498128827573e-21,0.06599960703361504,4.838456082860434e-26
0.0005805761899713673,0.041572359999999996,3.9217005799368245e-07,0.014741114440712372,2.6457744795448994e-21,8.662495564702529e-14,3.419733153562686e-15,1.0701367537049768e-10,2.3056773430734566e-14,2.436078453426884e-19,6.62696081318445e-17,0.054,0.0,4.802970033751384e-06,0.8726294426993321,1.605151394545187e-10,3.024005657627722e-22,4.713419402902239e-21,0.06599960772290168,4.8583512929942533e-26
0.0005815952396289585,0.041572359999999996,3.9148315906837523e-07,0.014741123540078895,2.641140151637259e-21,8.65490441697003e-14,3.4137421193643025e-15,1.0704057960054431e-10,2.3104055052746534e-14,2.4361373634316637e-19,6.615396762445899e-17,0.054,0.0,4.794557539283625e-06,0.8726294381496288,1.605555988023992e-10,3.03104300823624e-22,4.731377054834081e-21,0.06599960840977366,4.878292355384249e-26
0.0005826142892865496,0.041572359999999996,3.9079866219242216e-07,0.014741132607625603,2.6365220301640547e-21,8.647333188622598e-14,3.407772000995661e-15,1.0706743665843531e-10,2.315134857893363e-14,2.436667880511484e-19,6.603873075797606e-17,0.054,0.0,4.786174462629854e-06,0.8726294336158351,1.605959873308651e-10,3.038083894250487e-22,4.7493710931847386e-21,0.06599960909424364,4.8982792920579225e-26
0.0005836333389441408,0.041572359999999996,3.901165547880426e-07,0.014741141643519109,2.631920030263641e-21,8.639781792599867e-14,3.4018228326469163e-15,1.0709424670896069e-10,2.3198653988399085e-14,2.4360857723358956e-19,6.592389546371924e-17,0.054,0.0,4.777820649751629e-06,0.8726294290978681,1.6063630528738313e-10,3.0451283103626142e-22,4.767401526500793e-21,0.0659996097763242,4.918312125009234e-26
0.000584652388601732,0.041572359999999996,3.894368243651103e-07,0.014741150647924871,2.6273340676631677e-21,8.63225014269587e-14,3.3958943508414807e-15,1.0712100991604727e-10,2.3245971260317972e-14,2.435805653336161e-19,6.58094595406753e-17,0.054,0.0,4.769495947684073e-06,0.8726294245956453,1.606765529181233e-10,3.052176251281743e-22,4.785468363313805e-21,0.06599961045602783,4.9383908761987107e-26
0.0005856714382593232,0.041572359999999996,3.887594585204286e-07,0.014741159621007189,2.6227640586766493e-21,8.624738148758992e-14,3.389986401402126e-15,1.071477264426839e-10,2.3293300373964984e-14,2.436975764722282e-19,6.56954208945677e-17,0.054,0.0,4.761200204526882e-06,0.872629420109084,1.6071673046795166e-10,3.0592277117338802e-22,4.803571612140431e-21,0.0659996111333669,4.95851556755355e-26
0.0005866904879169144,0.041572359999999996,3.880844449369272e-07,0.014741168562929228,2.6182099202021618e-21,8.617245731306891e-14,3.3840991395369983e-15,1.0717439645114042e-10,2.3340641308663428e-14,2.4363482751810073e-19,6.55817776350299e-17,0.054,0.0,4.752933269434446e-06,0.8726294156381029,1.607568381804716e-10,3.066282686461838e-22,4.821711281482471e-21,0.06599961180835379,4.978686220967736e-26
0.0005877095375745056,0.041572359999999996,3.874117713829035e-07,0.01474117747385302,2.613671569710344e-21,8.609772809864294e-14,3.3782322689682394e-15,1.0720102010285691e-10,2.338799404378471e-14,2.4350560614269225e-19,6.546852761039056e-17,0.054,0.0,4.744694992606744e-06,0.872629411182621,1.6079687629803336e-10,3.073341170225154e-22,4.839887379826814e-21,0.06599961248100067,4.9989028583021395e-26
0.0005886266822663377,0.041572359999999996,3.868083558682471e-07,0.014741185467313943,2.609600485242394e-21,8.603063764262501e-14,3.3729692857571765e-15,1.0722494188691686e-10,2.3430621577797304e-14,2.4364275164579007e-19,6.536693697061794e-17,0.054,0.0,4.737304923304447e-06,0.8726294071858726,1.60832851299421e-10,3.079696801519538e-22,4.8562770221360054e-21,0.0659996130843922,5.017137166196289e-26
0.0005895438269581698,0.041572359999999996,3.8620681714031853e-07,0.014741193435913172,2.6055420632953918e-21,8.596370370153767e-14,3.3677228040162996e-15,1.0724882636834757e-10,2.3473258638642396e-14,2.43731357308012e-19,6.526566172798119e-17,0.054,0.0,4.729937838949803e-06,0.872629403201555,1.608687702990355e-10,3.086055267104353e-22,4.8726961849654644e-21,0.06599961368590702,5.0354087546365096e-26
0.0005904609716500019,0.041572359999999996,3.856071464567267e-07,0.014741201379766512,2.601496244884229e-21,8.589692590403881e-14,3.362492688772546e-15,1.0727267366328286e-10,2.35159052114467e-14,2.435999365300741e-19,6.516470049608165e-17,0.054,0.0,4.722593632475903e-06,0.8726293992296104,1.6090463347093562e-10,3.0924165631937164e-22,4.889144874471837e-21,0.06599961428555383,5.0537176394910133e-26
0.0005912864018726507,0.041572359999999996,3.8506903283749867e-07,0.014741208508171922,2.5978657358771596e-21,8.58369587177268e-14,3.3577992920513985e-15,1.0729410452951759e-10,2.3554295247426634e-14,2.4363026760349236e-19,6.507410259787104e-17,0.054,0.0,4.716003319281585e-06,0.8726293956653917,1.6093686273618852e-10,3.098144146635187e-22,4.90397394541692e-21,0.06599961482364598,5.070227537392062e-26
0.0005921118320952995,0.041572359999999996,3.8453241899964997e-07,0.014741215616709802,2.5942453457647494e-21,8.57771168047541e-14,3.3531190696932744e-15,1.0731550545164743e-10,2.3592692965293776e-14,2.43673172995859e-19,6.49837566342652e-17,0.054,0.0,4.70943137386433e-06,0.8726293921111066,1.6096904704710526e-10,3.1038740169827464e-22,4.9188269424235604e-21,0.06599961536023838,5.0867676697622655e-26
0.0005929372623179484,0.041572359999999996,3.8399729868182673e-07,0.014741222705463094,2.590635032302077e-21,8.571739992342487e-14,3.34845197027326e-15,1.0733687651319586e-10,2.3631098354310575e-14,2.4358135215548816e-19,6.489366164473111e-17,0.054,0.0,4.702877719542136e-06,0.872629388566714,1.61001186528878e-10,3.10960617149877e-22,4.933703869959831e-21,0.06599961589533732,5.10333804812506e-26
0.0005936801495183324,0.041572359999999996,3.835169622084474e-07,0.01474122906849342,2.587394330991055e-21,8.566376126894573e-14,3.3442625111866507e-15,1.07356085006432e-10,2.366566975440609e-14,2.43621475160296e-19,6.481278997254259e-17,0.054,0.0,4.696995006504285e-06,0.8726293853851844,1.610300738366323e-10,3.114767061270212e-22,4.9471135690332184e-21,0.06599961637565453,5.1182772584881107e-26
0.0005944230367187163,0.041572359999999996,3.8303782592712544e-07,0.014741235415624861,2.584161727268913e-21,8.561022308481018e-14,3.3400835609699173e-15,1.0737526944005002e-10,2.3700247351665362e-14,2.436874292343565e-19,6.473211995545463e-17,0.054,0.0,4.691126992183562e-06,0.8726293822116042,1.610589250243531e-10,3.119929797020384e-22,4.960542658698133e-21,0.06599961685477158,5.133240985808772e-26
0.0005951659239191003,0.041572359999999996,3.8255988534518044e-07,0.01474124174691693,2.5809371908253365e-21,8.555678515043689e-14,3.335915203542423e-15,1.0739442987419144e-10,2.3734831138314095e-14,2.4357919300480424e-19,6.465165079216359e-17,0.054,0.0,4.685273621558676e-06,0.8726293790459437,1.6108774018223608e-10,3.125094376768012e-22,4.9739911421988824e-21,0.06599961733269298,5.1482292384586767e-26
0.0005959088111194843,0.041572359999999996,3.8208313599232957e-07,0.014741248062428844,2.5777206914950348e-21,8.550344719953436e-14,3.3317570660681868e-15,1.0741356636872833e-10,2.3769421106600645e-14,2.4359855818953433e-19,6.457138188182417e-17,0.054,0.0,4.679434839882643e-06,0.8726293758881735,1.6111651940014022e-10,3.1302607985363526e-22,4.987459022775732e-21,0.06599961780942319,5.163242024800366e-26
0.0005966516983198683,0.041572359999999996,3.816075734205508e-07,0.014741254362219527,2.5745121992678596e-21,8.545020881178619e-14,3.327609232339313e-15,1.0743267898318023e-10,2.380401724879686e-14,2.4371985195540483e-19,6.44913124507689e-17,0.054,0.0,4.673610592681086e-06,0.8726293727382637,1.6114526276760236e-10,3.1354290603531757e-22,5.000946303664729e-21,0.0659996182849666,5.178279353187292e-26
0.0005973202968002139,0.041572359999999996,3.8118057814529946e-07,0.014741260018637955,2.5716313776560267e-21,8.540237918451135e-14,3.323885199050449e-15,1.0744985996785732e-10,2.383515904909166e-14,2.4362745788805524e-19,6.441941977495042e-17,0.054,0.0,4.668381152370559e-06,0.8726293699100417,1.6117110121991732e-10,3.140082067603344e-22,5.013101446403147e-21,0.06599961871194468,5.191833939081032e-26
0.0005979888952805595,0.041572359999999996,3.807545373661849e-07,0.014741265662412217,2.568756995940272e-21,8.53546298028586e-14,3.3201693669875715e-15,1.0746702170099933e-10,2.386630583839457e-14,2.4362627468433984e-19,6.434768758321654e-17,0.054,0.0,4.663163401748078e-06,0.8726293670881416,1.6119691077042215e-10,3.1447365622674866e-22,5.0252723083659775e-21,0.06599961913796826,5.205408416867311e-26
0.000598657493760905,0.041572359999999996,3.803294478862943e-07,0.01474127129358466,2.5658890325525927e-21,8.530696039150263e-14,3.3164618418538637e-15,1.0748416422555817e-10,2.3897457611109514e-14,2.4363109629323896e-19,6.427611523366094e-17,0.054,0.0,4.657957301661441e-06,0.8726293642725425,1.6122269148369557e-10,3.1493925429171675e-22,5.03745889190401e-21,0.06599961956304057,5.219002792617013e-26
0.0005992592323932161,0.041572359999999996,3.7994767808446857e-07,0.014741276350900155,2.563313335424535e-21,8.526412611570417e-14,3.313132167800207e-15,1.0749957610974348e-10,2.392549846275502e-14,2.436242872554154e-19,6.421183634255121e-17,0.054,0.0,4.6532817405730096e-06,0.8726293617438732,1.6124586952300358e-10,3.1535841948412623e-22,5.0484402609757795e-21,0.06599961994479492,5.23125474856331e-26
0.0005998609710255271,0.041572359999999996,3.7956667394654217e-07,0.014741281398072943,2.560742804158833e-21,8.522135630649445e-14,3.3098091345812645e-15,1.0751497250085824e-10,2.3953543342379003e-14,2.436443128790191e-19,6.414768615941835e-17,0.054,0.0,4.648615556550093e-06,0.8726293592202752,1.6126902430305337e-10,3.1577770482217486e-22,5.059434368135388e-21,0.06599962032578365,5.24352283118999e-26
0.0006004627096578382,0.041572359999999996,3.7918643317143754e-07,0.014741286435133488,2.5581774232307588e-21,8.517865078755016e-14,3.3064927843071996e-15,1.0753035342994449e-10,2.3981592245927078e-14,2.4363631519814994e-19,6.408366425591206e-17,0.054,0.0,4.643958721411671e-06,0.8726293567017334,1.6129215587047778e-10,3.1619711020233473e-22,5.070441215091083e-21,0.065999620706009,5.255807044910486e-26
0.0006010644482901493,0.041572359999999996,3.788069534672892e-07,0.014741291462112166,2.5556171771770076e-21,8.51360093799231e-14,3.303183101002768e-15,1.0754571892794504e-10,2.400964516935253e-14,2.4360974815404334e-19,6.401977022641174e-17,0.054,0.0,4.639311207089548e-06,0.8726293541882326,1.613152642717682e-10,3.166166355212679e-22,5.081460803549396e-21,0.06599962108547332,5.268107394134386e-26
0.0006016661869224603,0.041572359999999996,3.7842823255140005e-07,0.014741296479039214,2.5530620505951656e-21,8.509343193910478e-14,3.299879984618473e-15,1.0756106902573088e-10,2.4037702108618487e-14,2.436370359302302e-19,6.395600373310039e-17,0.054,0.0,4.634672985627812e-06,0.8726293516797575,1.6133834955327012e-10,3.170362806758261e-22,5.092493135215141e-21,0.06599962146417884,5.28042388326743e-26
0.0006022679255547714,0.041572359999999996,3.7805026815019233e-07,0.014741301485944743,2.5505120281461207e-21,8.505091831684302e-14,3.29658348486423e-15,1.0757640375408029e-10,2.4065763059695974e-14,2.436412047304036e-19,6.389236438448046e-17,0.054,0.0,4.6300440291822265e-06,0.8726293491762932,1.6136141176119232e-10,3.1745604556304985e-22,5.103538211791403e-21,0.06599962184212789,5.292756516711519e-26
0.0006028696641870824,0.041572359999999996,3.7767305799915894e-07,0.014741306482858754,2.547967094551331e-21,8.500846834327379e-14,3.2932936071580285e-15,1.0759172314366857e-10,2.4093828018561755e-14,2.436004078979867e-19,6.382885178500178e-17,0.054,0.0,4.62542431001964e-06,0.8726293466778245,1.613844509416105e-10,3.178759300801685e-22,5.1145960349795705e-21,0.0659996222193227,5.305105298864724e-26
0.0006034714028193935,0.041572359999999996,3.772965998428226e-07,0.014741311469811127,2.5454272345917656e-21,8.496608184745629e-14,3.2900102214825603e-15,1.0760702722507229e-10,2.412189698120308e-14,2.4363533970167044e-19,6.376546556986542e-17,0.054,0.0,4.620813800517508e-06,0.8726293441843369,1.6140746714045998e-10,3.1829593412459874e-22,5.125666606479322e-21,0.06599962259576553,5.317470234121294e-26
0.0006040731414517045,0.041572359999999996,3.769208914346924e-07,0.014741316446831618,2.5428924331112845e-21,8.492375868086061e-14,3.2867333930530943e-15,1.0762231602879076e-10,2.4149969943615885e-14,2.436573757286331e-19,6.370220534352207e-17,0.054,0.0,4.616212473163314e-06,0.8726293416958152,1.6143046040353508e-10,3.18716057593945e-22,5.136749927988641e-21,0.06599962297145862,5.329851326871657e-26
0.0006046748800840156,0.041572359999999996,3.765459305372133e-07,0.014741321413949869,2.540362675013445e-21,8.488149870375483e-14,3.28346316143841e-15,1.0763758958524723e-10,2.417804690179933e-14,2.435886001964936e-19,6.363907074879755e-17,0.054,0.0,4.611620300553981e-06,0.8726293392122446,1.614534307764965e-10,3.1913630038599866e-22,5.147846001203808e-21,0.0659996233464042,5.342248581502443e-26
0.0006052766187163266,0.041572359999999996,3.761717149217262e-07,0.014741326371195405,2.5378379452594833e-21,8.483930173722668e-14,3.280199330024606e-15,1.0765284792473706e-10,2.420612785176449e-14,2.436246302701303e-19,6.357606142732633e-17,0.054,0.0,4.6070372553954e-06,0.8726293367336105,1.6147637830487e-10,3.195566623987372e-22,5.158954827819408e-21,0.06599962372060454,5.354662002396467e-26
0.0006058783573486377,0.041572359999999996,3.7579824236842645e-07,0.014741331318597624,2.535318228873591e-21,8.479716760991056e-14,3.276941977918732e-15,1.076680910774655e-10,2.4234212789533984e-14,2.43685205978754e-19,6.35131769493785e-17,0.054,0.0,4.602463310501888e-06,0.872629334259898,1.6149930303404265e-10,3.199771435303241e-22,5.1700764095283345e-21,0.06599962409406185,5.367091593932757e-26
0.0006064800959809487,0.041572359999999996,3.7542551066631067e-07,0.01474133625618582,2.5328035109392466e-21,8.475509621114985e-14,3.273691234106715e-15,1.0768331907361116e-10,2.426230171112847e-14,2.43576904313786e-19,6.345041698409527e-17,0.054,0.0,4.597898438795524e-06,0.8726293317910924,1.6152220500926745e-10,3.203977436791082e-22,5.181210748021791e-21,0.06599962446677828,5.379537360486547e-26
0.0006070818346132598,0.041572359999999996,3.750535176131387e-07,0.01474134118398917,2.5302937765947942e-21,8.471308737123244e-14,3.2704467941757144e-15,1.0769853194320721e-10,2.4290394612580897e-14,2.435956345050769e-19,6.338778120676725e-17,0.054,0.0,4.593342613305755e-06,0.8726293293271794,1.615450842756649e-10,3.208184627436228e-22,5.1923578449892924e-21,0.0659996248387561,5.391999306429296e-26
0.0006076835732455708,0.041572359999999996,3.7468226101539775e-07,0.014741346102036723,2.5277890110417805e-21,8.467114087843446e-14,3.267208709850654e-15,1.0771372971614775e-10,2.4318491489942933e-14,2.4373107965269705e-19,6.332526913955619e-17,0.054,0.0,4.588795807168891e-06,0.8726293268681442,1.615679408782182e-10,3.212393006225857e-22,5.203517702118682e-21,0.06599962520999747,5.404477436128683e-26
0.0006082251380146508,0.041572359999999996,3.743487579408754e-07,0.014741350519962242,2.525538958178295e-21,8.463344227940685e-14,3.2643001263458683e-15,1.0772739482889836e-10,2.434378207570486e-14,2.436199577816152e-19,6.326911380036082e-17,0.054,0.0,4.584711371075176e-06,0.8726293246591711,1.6158849247999827e-10,3.21618156216444e-22,5.2135724848672324e-21,0.06599962554348685,5.415721593576914e-26
0.0006087667027837308,0.041572359999999996,3.7401584803864634e-07,0.01474135493003003,2.523292907388114e-21,8.45957940310188e-14,3.2613966692486927e-15,1.0774104775935097e-10,2.4369075875868452e-14,2.43505983936602e-19,6.321305823313462e-17,0.054,0.0,4.580634199549341e-06,0.8726293224541268,1.6160902579300122e-10,3.2199710789453946e-22,5.223637605940806e-21,0.0659996258763831,5.426978866581528e-26
0.0006093082675528108,0.041572359999999996,3.7368352972757985e-07,0.014741359332261039,2.521050848002436e-21,8.455819591054526e-14,3.258498164439333e-15,1.0775468852906199e-10,2.4394372887565298e-14,2.436459081950345e-19,6.315710202325492e-17,0.054,0.0,4.576564273227486e-06,0.8726293202530011,1.6162954084975187e-10,3.2237615558341824e-22,5.2337130665663046e-21,0.06599962620868773,5.438249258318754e-26
0.0006097956758449827,0.041572359999999996,3.733849477557908e-07,0.014741363287585747,2.519036398422891e-21,8.452440039321796e-14,3.2558940786465862e-15,1.0776695484222415e-10,2.4417142941592564e-14,2.436365951882348e-19,6.310682616578179e-17,0.054,0.0,4.5729075182384045e-06,0.8726293182753296,1.616479888185292e-10,3.2271738053201565e-22,5.2427898224593186e-21,0.06599962650725741,5.448403830021804e-26
0.0006102830841371547,0.041572359999999996,3.730868425519324e-07,0.01474136723659473,2.5170251655481707e-21,8.44906454125152e-14,3.2532941569671052e-15,1.0777921133845744e-10,2.4439915592564598e-14,2.4358320259016684e-19,6.30566305145102e-17,0.054,0.0,4.569256602215906e-06,0.8726293163008159,1.6166642204958016e-10,3.2305868313656684e-22,5.251874955275263e-21,0.06599962680535033,5.458569032781024e-26
0.0006107217516001095,0.041572359999999996,3.728189545619046e-07,0.014741370785315365,2.5152177998789404e-21,8.446030048298053e-14,3.250957627471907e-15,1.0779023380451741e-10,2.4460413197104087e-14,2.436736919894055e-19,6.301152280101183e-17,0.054,0.0,4.5659757585616256e-06,0.8726293145264473,1.6168299937622282e-10,3.233659218324497e-22,5.260058737816117e-21,0.06599962707322728,5.467726806726896e-26
0.0006111604190630642,0.041572359999999996,3.725514510003339e-07,0.014741374328943489,2.5134130279104934e-21,8.442998817057795e-14,3.248624544537771e-15,1.0780124834287936e-10,2.4480912901967406e-14,2.4370897798721333e-19,6.296647961675923e-17,0.054,0.0,4.562699622994562e-06,0.872629312754625,1.6169956480148707e-10,3.2367322334767962e-22,5.268249307037143e-21,0.0659996273407198,5.476893195382831e-26
0.000611599086526019,0.041572359999999996,3.722843310403136e-07,0.014741377867490062,2.5116108440635595e-21,8.439970849406511e-14,3.246294946007574e-15,1.0781225496497176e-10,2.4501414705641325e-14,2.4358518315126565e-19,6.292150093548658e-17,0.054,0.0,4.559428185387645e-06,0.8726293109853435,1.6171611834243817e-10,3.239805876435061e-22,5.276446663587779e-21,0.06599962760782875,5.486068200430919e-26
