Time (s),Volume (m^3),NH3_X(8),O_X(9),NH2_X(10),OH_X(11),NH_X(12),N_X(13),NO_X(14),NHO_X(15),N2O_X(16),N2_X(17),H2O_X(18),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),HX(20),NOX2(52),N2X2(77)
3.278345140528907e-07,0.08314471999999999,1.4656197051209809e-06,0.020127447723730582,1.0430246705090903e-09,7.716772985628291e-07,1.164314593065623e-06,6.40865631460315e-05,0.00028444739239045515,7.279832588887668e-09,3.630255082640288e-15,1.6223801699596475e-34,7.158518081629903e-08,0.054,0.0,0.0,0.03806952143787601,0.868311176687726,0.0026310076423855947,0.0005355927489612489,0.00011598091798325857,0.0642436075231899,1.2963246299357353e-07,6.767584088695945e-07,0.0002177827732770441,5.905001112027374e-09
3.2827177306284936e-07,0.08314471999999999,1.4649055756884173e-06,0.0201450188681023,1.0410971387498812e-09,7.71450490621995e-07,1.1621916404189724e-06,6.403052162734746e-05,0.000284582735116692,7.276222387624368e-09,3.6339175728401384e-15,1.6218480311512714e-34,7.156586672679344e-08,0.054,0.0,0.0,0.0380518699945818,0.8683011284940666,0.0026332858275737365,0.0005362568999842326,0.00011609009632445473,0.06424209061216232,1.2982345239224786e-07,6.756593576609934e-07,0.00021778536871114304,5.902320999052879e-09
3.28709032072808e-07,0.08314471999999999,1.4641921543215433e-06,0.020162573716345982,1.0391753554329823e-09,7.712236107589927e-07,1.1600749303225578e-06,6.397458492064917e-05,0.00028471786988806894,7.2726158049032164e-09,3.6375745615034044e-15,1.6213149220211355e-34,7.154652490381951e-08,0.054,0.0,0.0,0.038034235259798405,0.8682910897300883,0.0026355618520491272,0.0005369204779884701,0.00011619923975409134,0.0642405751379033,1.3001436530008277e-07,6.745631718360022e-07,0.0002177878046632702,5.8996400608037275e-09
3.2914629108276666e-07,0.08314471999999999,1.463479439959743e-06,0.020180112291015885,1.0372592964258595e-09,7.70996660006331e-07,1.1579644369178092e-06,6.391875271882265e-05,0.0002848527972214736,7.269012835121299e-09,3.6412260567715735e-15,1.6207808871306248e-34,7.15271555497842e-08,0.054,0.0,0.0,0.03801661720956781,0.8682810603823405,0.00263783571893137,0.0005375834835619546,0.0001163083483652196,0.0642390610983458,1.3020520173212206e-07,6.734698408640748e-07,0.00021779008174851032,5.896958310514692e-09
3.295398241917295e-07,0.08314471999999999,1.4628386006485963e-06,0.020195883112921885,1.0355397177649602e-09,7.707923445673014e-07,1.1560702868652918e-06,6.386859283596324e-05,0.00028497405488747457,7.265773246744571e-09,3.644507712382506e-15,1.6202992858216326e-34,7.150969975847012e-08,0.054,0.0,0.0,0.038000775209888954,0.8682720420091495,0.002639880356956706,0.0005381796996357668,0.00011640651642194584,0.0642376996877087,1.3037688914677778e-07,6.724882752255137e-07,0.00021779199580032436,5.894544051824628e-09
3.299333573006923e-07,0.08314471999999999,1.4621983323840693e-06,0.020211640787854947,1.0338247389467566e-09,7.705879732851988e-07,1.1541811328457167e-06,6.38185171320111e-05,0.000285095145319105,7.262536576256162e-09,3.64778493085514e-15,1.6198168399618414e-34,7.149222197591492e-08,0.054,0.0,0.0,0.03798494668792897,0.8682630312424627,0.0026419232521192088,0.0005387754529455662,0.0001165046564178654,0.06423633943600757,1.3054851463971848e-07,6.715090059219616e-07,0.00021779378211099875,5.892129155536542e-09
3.303268904096551e-07,0.08314471999999999,1.4615586343973965e-06,0.020227385332173727,1.0321143426508818e-09,7.703835468998274e-07,1.1522969562963386e-06,6.37685253855182e-05,0.00028521606888900846,7.259302819620863e-09,3.651057718105721e-15,1.6193338100968299e-34,7.147472234749321e-08,0.054,0.0,0.0,0.0379691316263188,0.8682540280725286,0.0026439644066804944,0.0005393707439199674,0.00011660276841986014,0.0642349803417438,1.3072007822240164e-07,6.705320253819082e-07,0.00021779544112313326,5.8897136311377375e-09
3.3072042351861793e-07,0.08314471999999999,1.4609195059212252e-06,0.020243116762210626,1.0304085116417034e-09,7.701790661483358e-07,1.1504177387443323e-06,6.371861737579925e-05,0.00028533682596818677,7.256071972760301e-09,3.6543260800460855e-15,1.6188498708451772e-34,7.145720101780033e-08,0.054,0.0,0.0,0.03795333000771937,0.8682450324896128,0.0026460038228982236,0.0005399655729875644,0.0001167008524945152,0.0642336224034214,1.3089157990643715e-07,6.695573260651691e-07,0.00021779697327785658,5.887297488043706e-09
3.310746033166844e-07,0.08314471999999999,1.4603447765910867e-06,0.020257263850010494,1.0288771528762577e-09,7.699949875957896e-07,1.1487306676944422e-06,6.367377158021092e-05,0.0002854453652951987,7.253166695110289e-09,3.65726382703387e-15,1.61841361548691e-34,7.144141338532385e-08,0.054,0.0,0.0,0.03793912003044739,0.8682369429438563,0.0026478378130732234,0.0005405005245722986,0.00011678910433862366,0.06423240124602672,1.310458785084427e-07,6.686820409198801e-07,0.00021779824411742962,5.885122437998755e-09
3.314287831147509e-07,0.08314471999999999,1.4597705073865929e-06,0.020271400340319577,1.0273494656542763e-09,7.698108661324461e-07,1.1470475852005153e-06,6.36289932734618e-05,0.0002855537703327512,7.250263768181288e-09,3.660197998604981e-15,1.617976749307116e-34,7.142560839578222e-08,0.054,0.0,0.0,0.03792492091539612,0.8682288595286397,0.0026496703986557445,0.0005410351026720727,0.00011687733366340619,0.06423118102264797,1.3120012699074552e-07,6.678085920337583e-07,0.0002177994128774795,5.8829469011855625e-09
3.317829629128174e-07,0.08314471999999999,1.4591966977512339e-06,0.02028552624498988,1.025825437585269e-09,7.696267022877804e-07,1.14536847798041e-06,6.358428229624701e-05,0.0002856620413484932,7.2473631890342315e-09,3.663128599056893e-15,1.6175392532122e-34,7.140978615314227e-08,0.054,0.0,0.0,0.037910732649987886,0.8682207822369012,0.002651501581283448,0.0005415693075992746,0.0001169655405167926,0.06422996173219987,1.3135432536212068e-07,6.669369739772282e-07,0.00021780047987599656,5.880770884356606e-09
3.321017247310773e-07,0.08314471999999999,1.4586806615517934e-06,0.020298230518253926,1.0244569307020838e-09,7.694609190270723e-07,1.1438606694101837e-06,6.354409985223767e-05,0.00028575937089456404,7.244754672734851e-09,3.6657630897052556e-15,1.6171449685268143e-34,7.13955314689204e-08,0.054,0.0,0.0,0.03789797247718569,0.8682135179040821,0.0026531484474734673,0.0005420497732293763,0.000117044907511257,0.06422886516755674,1.314930610588457e-07,6.661540786152085e-07,0.00021780135343041747,5.878812064352799e-09
3.3242048654933715e-07,0.08314471999999999,1.458164996748882e-06,0.0203109262353529,1.0230913687844144e-09,7.6929510224661e-07,1.1423560604981914e-06,6.350397170107485e-05,0.0002858565922930672,7.242148053637635e-09,3.6683946943518754e-15,1.6167501830676352e-34,7.138126296870955e-08,0.054,0.0,0.0,0.03788522107328095,0.8682062585204359,0.0026547941797847425,0.0005425299370704054,0.000117124256377232,0.06422776935692107,1.316317561794384e-07,6.653726579160336e-07,0.00021780214504475885,5.876852865859735e-09
3.32739248367597e-07,0.08314471999999999,1.4576497029386844e-06,0.020323613404891444,1.0217287429120905e-09,7.69129252327262e-07,1.1408546416808962e-06,6.346389772764748e-05,0.0002859537057373333,7.239543329612092e-09,3.671023416121531e-15,1.6163548880136163e-34,7.136698072738616e-08,0.054,0.0,0.0,0.03787247842914535,0.8681990040808373,0.002656438779405796,0.0005430097993500396,0.00011720358714926395,0.06422667429950525,1.3177041073049559e-07,6.645927079650497e-07,0.00021780285494847797,5.874893293730324e-09
3.330580101858569e-07,0.08314471999999999,1.457134779717969e-06,0.02033629203546306,1.0203690442001118e-09,7.68963369648119e-07,1.1393564034320058e-06,6.34238778171651e-05,0.0002860507114201784,7.2369404985339975e-09,3.673649258136205e-15,1.6159590917092912e-34,7.135268481951687e-08,0.054,0.0,0.0,0.0378597445356634,0.8681917545801678,0.0026580822475234744,0.0005434893602959365,0.00011728289986177587,0.0642255799945227,1.3190902471867625e-07,6.638142248613623e-07,0.00021780348337024875,5.8729333527983124e-09
3.3337677200411677e-07,0.08314471999999999,1.4566202266840895e-06,0.02034896213565006,1.0190122637984726e-09,7.687974545865946e-07,1.137861336262288e-06,6.33839118551567e-05,0.00028614760953389926,7.2343395582856386e-09,3.67627222351526e-15,1.6155628077991375e-34,7.133837531941038e-08,0.054,0.0,0.0,0.03784701938373248,0.8681845100133161,0.0026597245853229464,0.0005439686201357323,0.000117362194549068,0.06422448644118806,1.3204759815070118e-07,6.630372047177355e-07,0.0002178040305379727,5.870973047878323e-09
3.3369553382237664e-07,0.08314471999999999,1.456106043435e-06,0.02036162371402365,1.0176583928919678e-09,7.68631507518819e-07,1.1363694307194064e-06,6.334399972746976e-05,0.0002862444002701397,7.231740506746569e-09,3.678892315375824e-15,1.6151660230080127e-34,7.132405230108656e-08,0.054,0.0,0.0,0.037834302964262635,0.8681772703751784,0.0026613657939877117,0.000544447579097041,0.00011744147124531857,0.06422339363871696,1.321861310333525e-07,6.622616436601186e-07,0.00021780449667891812,5.869012383757308e-09
3.340142956406365e-07,0.08314471999999999,1.4555922295692374e-06,0.020374276779143902,1.0163074227000534e-09,7.684655288191628e-07,1.134880677387732e-06,6.330414132026936e-05,0.00028634108382003144,7.229143341801158e-09,3.68150953683218e-15,1.6147687431370137e-34,7.130971583824873e-08,0.054,0.0,0.0,0.03782159526817671,0.8681700356606574,0.002663005874699599,0.0005449262374074525,0.00011752072998458397,0.0642223015863262,1.3232462337347342e-07,6.61487537828032e-07,0.00021780488201958388,5.8670513652029695e-09
3.343330574588964e-07,0.08314471999999999,1.4550787846859156e-06,0.02038692133955979,1.0149593444766774e-09,7.682995188602086e-07,1.1333950668881637e-06,6.326433652003716e-05,0.0002864376603742326,7.226548061342916e-09,3.684123890995861e-15,1.6143709859540162e-34,7.129536600434351e-08,0.054,0.0,0.0,0.03780889628641042,0.8681628058646632,0.002664644828638775,0.0005454045952945314,0.00011759997080079965,0.06422121028323363,1.3246307517796757e-07,6.60714883374559e-07,0.00021780518678566648,5.86508999696666e-09
3.3465181927715625e-07,0.08314471999999999,1.4545657083847485e-06,0.0203995574038092,1.0136141495100755e-09,7.681334780133759e-07,1.1319125898779661e-06,6.322458521357011e-05,0.0002865341301227275,7.223954663262239e-09,3.686735380976273e-15,1.6139727356396564e-34,7.128100287254331e-08,0.054,0.0,0.0,0.037796206009912,0.8681555809821132,0.0026662826569837394,0.0005458826529858158,0.0001176791937277806,0.06422011972865824,1.3260148645379883e-07,6.599436764657297e-07,0.00021780541120226558,5.863128283770819e-09
3.349705810954161e-07,0.08314471999999999,1.4540530002660327e-06,0.020412184980418937,1.012271829122646e-09,7.679674066483908e-07,1.130433237050587e-06,6.31848872879798e-05,0.0002866304932549796,7.221363145451761e-09,3.689344009879945e-15,1.613573996343509e-34,7.12666265157013e-08,0.054,0.0,0.0,0.03778352442964246,0.8681483610079311,0.002667919360911337,0.000546360410708816,0.00011775839879922171,0.06421902992182003,1.327398572079909e-07,6.591739132809638e-07,0.00021780555549373636,5.861166230317823e-09
3.35289342913676e-07,0.08314471999999999,1.4535406599306297e-06,0.020424804077904788,1.0109323746707836e-09,7.678013051330579e-07,1.1289569991354764e-06,6.314524263069126e-05,0.0002867267499600367,7.218773505815927e-09,3.691949780810486e-15,1.6131747904921358e-34,7.125223700641336e-08,0.054,0.0,0.0,0.037770851536575535,0.8681411459370486,0.0026695549415967513,0.000546837868691012,0.0001178375860486986,0.0642179408619402,1.3287818744762658e-07,6.584055900131677e-07,0.00021780561988358948,5.859203841297157e-09
3.3560810473193586e-07,0.08314471999999999,1.453028686980004e-06,0.020437414704771454,1.0095957775446706e-09,7.676351738341252e-07,1.127483866897927e-06,6.310565112944177e-05,0.0002868229004262488,7.216185742256635e-09,3.6945526968695265e-15,1.612775099717009e-34,7.123783441701344e-08,0.054,0.0,0.0,0.037758187321697556,0.8681339357644036,0.0026711894002135156,0.0005473150271598543,0.00011791675550966817,0.0642168525482409,1.330164771798479e-07,6.576387028679338e-07,0.00021780560459477787,5.85724112136805e-09
3.3592686655019573e-07,0.08314471999999999,1.4525170810162007e-06,0.02045001686951263,1.0082620291681517e-09,7.674690131167649e-07,1.1260138311389045e-06,6.306611267228038e-05,0.0002869189448414169,7.213599852674271e-09,3.697152761155818e-15,1.6123749257933536e-34,7.122341881951454e-08,0.054,0.0,0.0,0.03774553177600738,0.8681267304849416,0.0026728227379335095,0.0005477918863427606,0.00011799590721546884,0.06421576497994548,1.331547264118553e-07,6.568732480640376e-07,0.0002178055098495536,5.855278075167649e-09
3.362456283684556e-07,0.08314471999999999,1.4520058416418248e-06,0.02046261058061102,1.0069311209985958e-09,7.673028233440645e-07,1.124546882694858e-06,6.302662714756655e-05,0.0002870148833930044,7.211015834983512e-09,3.69974997676495e-15,1.6119742957088856e-34,7.120899028567292e-08,0.054,0.0,0.0,0.037732884890516724,0.8681195300936149,0.002674454955926969,0.0005482684464671162,0.00011807504119932128,0.06421467815627835,1.3329293515090737e-07,6.561092218337182e-07,0.0002178053358692617,5.85331470732484e-09
3.365643901867155e-07,0.08314471999999999,1.451494968460076e-06,0.02047519584653832,1.0056030445266562e-09,7.671366048781349e-07,1.1230830124375667e-06,6.298719444396887e-05,0.00028711071626775836,7.208433687098753e-09,3.702344346790719e-15,1.6115731890206814e-34,7.119454888699468e-08,0.054,0.0,0.0,0.03772024665624965,0.8681123345853826,0.002676086055362479,0.0005487447077602707,0.00011815415749432923,0.06421359207646493,1.3343110340432062e-07,6.553466204216353e-07,0.00021780508287472356,5.851351022437311e-09
3.3688315200497535e-07,0.08314471999999999,1.4509844610747424e-06,0.020487772675755245,1.0042777912761613e-09,7.669703580796809e-07,1.1216222112739768e-06,6.294781445046476e-05,0.00028720644365181914,7.205853406927885e-09,3.704935874324092e-15,1.6111716049836955e-34,7.118009469466136e-08,0.054,0.0,0.0,0.037707617064242756,0.8681051439552114,0.0026777160374069887,0.0005492206704495392,0.00011823325613347953,0.06421250673973179,1.3356923117946883e-07,6.545854400853819e-07,0.0002178047510861327,5.849387025076852e-09
3.372019138232352e-07,0.08314471999999999,1.4504743190901582e-06,0.020500341076711573,1.0029553528039977e-09,7.668040833071344e-07,1.1201644701460128e-06,6.290848705633927e-05,0.0002873020657310897,7.203274992394628e-09,3.70752456245254e-15,1.6107695747432332e-34,7.116562777959989e-08,0.054,0.0,0.0,0.03769499610554542,0.8680979581980742,0.002679344903225804,0.0005496963347621984,0.0001183123371496428,0.06421142214530659,1.3370731848378274e-07,6.538256770960373e-07,0.0002178043407226899,5.847422719812854e-09
3.375206756414951e-07,0.08314471999999999,1.4499645421112516e-06,0.020512901057846117,1.0016357206998488e-09,7.666377809179943e-07,1.1187097800304217e-06,6.286921215118327e-05,0.0002873975826907533,7.200698441426999e-09,3.710110414261944e-15,1.6103670762816918e-34,7.115114821250048e-08,0.054,0.0,0.0,0.03768238377121937,0.8680907773089513,0.0026809726539825975,0.0005501717009254878,0.00011839140057557453,0.064210338292418,1.3384536532474975e-07,6.530673277368547e-07,0.00021780385200309167,5.845458111183628e-09
3.3783943745975496e-07,0.08314471999999999,1.4494551297435406e-06,0.02052545262758678,1.0003188865860787e-09,7.664714512685899e-07,1.1172581319386228e-06,6.282998962489374e-05,0.00028749299471528505,7.1981237519406616e-09,3.712693432835503e-15,1.609964106477662e-34,7.113665606372142e-08,0.054,0.0,0.0,0.03766978005233864,0.86808360128283,0.002682599290839405,0.0005506467691666067,0.00011847044644391485,0.06420925518029576,1.339833717099136e-07,6.523103883037124e-07,0.0002178032851455222,5.8434932036951356e-09
3.3815819927801483e-07,0.08314471999999999,1.4489460815930838e-06,0.02053799579435053,9.99004842117666e-10,7.663050947127655e-07,1.1158095169165152e-06,6.279081936767245e-05,0.00028758830198904637,7.195550921866551e-09,3.715273621252478e-15,1.609560699873691e-34,7.112215140336938e-08,0.054,0.0,0.0,0.03765718493999013,0.8680764301147044,0.0026842248149566367,0.0005511215397127132,0.00011854947478718905,0.06420817280817075,1.3412133764687373e-07,6.515548551060345e-07,0.00021780264036706475,5.841528001858027e-09
3.384769610962747e-07,0.08314471999999999,1.4484373972665248e-06,0.020550530566543462,9.976935789819056e-10,7.661387116034191e-07,1.114363926044321e-06,6.275170127002367e-05,0.0002876835046957072,7.192979949147354e-09,3.7178509825907384e-15,1.6091568333436936e-34,7.110763430133192e-08,0.054,0.0,0.0,0.037644598425273006,0.868069263799575,0.0026858492274930714,0.0005515960127909246,0.00011862848563780913,0.06420709117527491,1.342592631432852e-07,6.508007244652111e-07,0.00021780191788428472,5.83956251015408e-09
3.3876384673270857e-07,0.08314471999999999,1.4479798921174289e-06,0.020561804691097915,9.96515813354632e-10,7.659889443927261e-07,1.1130654725628808e-06,6.271653948832035e-05,0.0002877690978779197,7.190667660021485e-09,3.720168193184737e-15,1.6087929597679366e-34,7.109455832933286e-08,0.054,0.0,0.0,0.037633277905655634,0.868062818261145,0.002687310249330703,0.0005520227844139408,0.00011869958047384488,0.06420611833707558,1.343833615197577e-07,6.501232030440842e-07,0.0002178012013913215,5.837793323453388e-09
3.3905073236914243e-07,0.08314471999999999,1.4475226810615957e-06,0.02057307202896284,9.953402878849704e-10,7.658391562136738e-07,1.1117694549910601e-06,6.268141978802924e-05,0.0002878546066421161,7.188356872165853e-09,3.722483118575088e-15,1.6084287349134637e-34,7.108147238642316e-08,0.054,0.0,0.0,0.0376219643364487,0.8680563766459642,0.0026887703725676495,0.0005524493154373973,0.00011877066119046047,0.06420514609647215,1.3450742715128876e-07,6.494468120607452e-07,0.00021780042228981275,5.8360239088005535e-09
3.393376180055763e-07,0.08314471999999999,1.4470657638134367e-06,0.020584332586243703,9.941669965796487e-10,7.656893473199879e-07,1.1104758668970074e-06,6.264634208995511e-05,0.0002879400311213799,7.186047584098032e-09,3.7247957609995326e-15,1.6080641433196118e-34,7.106837652303239e-08,0.054,0.0,0.0,0.03761065771118953,0.8680499389504025,0.002690229598045293,0.0005528756060267699,0.0001188417278110493,0.0642041744529069,1.346314600435727e-07,6.487715488599063e-07,0.00021779958073595213,5.834254269438013e-09
3.3962450364201015e-07,0.08314471999999999,1.4466091400877869e-06,0.02059558636903884,9.929959334661577e-10,7.655395179657293e-07,1.1091847018710194e-06,6.261130631509886e-05,0.0002880253714477072,7.18373979430933e-09,3.72710612269533e-15,1.6076991753568344e-34,7.105527078930246e-08,0.054,0.0,0.0,0.0375993580234228,0.8680435051708348,0.0026916879266039528,0.0005533016563475034,0.00011891278035893161,0.0642032034058228,1.3475546020233936e-07,6.480974107933844e-07,0.0002177986768862396,5.832484408548625e-09
3.39911389278444e-07,0.08314471999999999,1.4461528095998175e-06,0.02060683338343952,9.918270925928803e-10,7.653896684028597e-07,1.107895953525426e-06,6.257631238465882e-05,0.00028811062775326615,7.181433501286462e-09,3.729414205895703e-15,1.6073338747240675e-34,7.104215523518557e-08,0.054,0.0,0.0,0.03758806526670186,0.8680370753036399,0.0026931453590828894,0.000553727466565012,0.00011898381885735368,0.06420223295466351,1.3487942763335376e-07,6.474243952223935e-07,0.0002177977108962232,5.830714329331516e-09
3.401691506320764e-07,0.08314471999999999,1.4457430550916466e-06,0.020616932846962532,9.907788014364062e-10,7.652550143577878e-07,1.1067400932330173e-06,6.254490661898292e-05,0.0002881871573914702,7.1793626156824245e-09,3.731486033849829e-15,1.6070053499445352e-34,7.103036282184645e-08,0.054,0.0,0.0,0.03757792484299292,0.8680313015225699,0.002694454071226295,0.0005541098444025644,0.00011904763365000771,0.06420136153032352,1.3499078213282112e-07,6.468206585582045e-07,0.00021779679010204033,5.829123762851525e-09
3.404269119857088e-07,0.08314471999999999,1.4453335368693161e-06,0.020627026855893706,9.897322951485745e-10,7.651203443835614e-07,1.1055861741092116e-06,6.251353451264601e-05,0.000288263619404121,7.177292936099154e-09,3.733556025867585e-15,1.6066765298762242e-34,7.101856255714797e-08,0.054,0.0,0.0,0.03756779000463644,0.8680255308942957,0.0026957620612766877,0.0005544920286657901,0.0001191114371364419,0.06420049058620378,1.3510211022111818e-07,6.462178240219917e-07,0.00021779581938142215,5.827533024998129e-09
3.406846733393412e-07,0.08314471999999999,1.4449242547270031e-06,0.020637115414636496,9.886875694551257e-10,7.649856586609893e-07,1.104434191566059e-06,6.248219600889457e-05,0.00028834001388638563,7.175224461444054e-09,3.735624183565227e-15,1.6063474362871024e-34,7.100675447696778e-08,0.054,0.0,0.0,0.03755766074697321,0.8680197634162006,0.002697069329840617,0.0005548740194745988,0.00011917522933336741,0.06419962012190218,1.3521341190249838e-07,6.456158897163738e-07,0.00021779479884628935,5.825942118065093e-09
3.409166585576104e-07,0.08314471999999999,1.4445561024774116e-06,0.020646190461229685,9.877488352172562e-10,7.648644281948642e-07,1.1033990592731024e-06,6.245402003892432e-05,0.00028840871126053526,7.173363863582587e-09,3.7374839584850055e-15,1.6060510063770118e-34,7.099612055219917e-08,0.054,0.0,0.0,0.0375485491827225,0.8680145753771574,0.002698245255177986,0.0005552176458980883,0.00011923263267184414,0.06419883711394332,1.353135608413602e-07,6.450749169743978e-07,0.00021779383786542294,5.824510159159785e-09
3.4114864377587954e-07,0.08314471999999999,1.4441881411364108e-06,0.02065526109993698,9.868115367121916e-10,7.647431852500221e-07,1.1023654885808859e-06,6.242587119998519e-05,0.0002884773540810173,7.171504240068097e-09,3.739342250092292e-15,1.605754329632592e-34,7.098548035198163e-08,0.054,0.0,0.0,0.03753944213167435,0.8680093898857382,0.0026994205970432765,0.0005555611158079922,0.00011929002689143314,0.06419805449401936,1.3541368839721518e-07,6.445346705100891e-07,0.00021779283670645316,5.8230780668130245e-09
3.413806289941487e-07,0.08314471999999999,1.4438203705544701e-06,0.020664327333958947,9.858756708515645e-10,7.646219299570862e-07,1.1013334761740465e-06,6.239774945096605e-05,0.00028854594241652077,7.169645590094599e-09,3.7411990595624925e-15,1.6054574493851594e-34,7.097483390218099e-08,0.054,0.0,0.0,0.037530339590442816,0.8680042069400411,0.0027005953558772414,0.0005559044292916788,0.00011934741200421946,0.06419727226183815,1.3551379457321046e-07,6.439951489509467e-07,0.0002177917954506211,5.821645842663911e-09
3.4161261421241787e-07,0.08314471999999999,1.443452790582174e-06,0.020673389166493125,9.849412345556834e-10,7.645006624456741e-07,1.100303018746368e-06,6.236965475083861e-05,0.00028861447633630506,7.167787912878777e-09,3.743054388070422e-15,1.6051603519769982e-34,7.096418122870804e-08,0.054,0.0,0.0,0.037521241555646095,0.8679990265381664,0.002701769532120181,0.0005562475864364999,0.00011940478802225736,0.06419649041710779,1.3561387937250775e-07,6.43456350928438e-07,0.00021779071417827195,5.820213488391681e-09
3.4184459943068703e-07,0.08314471999999999,1.443085401070309e-06,0.02068244660073407,9.840082247533429e-10,7.643793828463855e-07,1.0992741130007492e-06,6.23415870586556e-05,0.0002886829559087944,7.165931207660991e-09,3.7449082367928646e-15,1.6048630013134454e-34,7.095352235744514e-08,0.054,0.0,0.0,0.03751214802390514,0.8679938486782158,0.0027029431262119525,0.0005565905873297932,0.00011946215495757157,0.06419570895953666,1.3571394279828326e-07,6.429182750760786e-07,0.00021778959297026187,5.818781005630956e-09
3.420533861271293e-07,0.08314471999999999,1.4427549132301043e-06,0.020690594533648073,9.83169733051849e-10,7.642702209790175e-07,1.0983494218001702e-06,6.231634919370678e-05,0.0002887445411134012,7.164261003363037e-09,3.746575436396143e-15,1.6045952065252594e-34,7.094392409540818e-08,0.054,0.0,0.0,0.037503967692660733,0.8679891907760389,0.0027039988635184785,0.0005568991546108722,0.00011951377744353943,0.06419500597850308,1.3580398160975663e-07,6.424346231382597e-07,0.00021778854980487853,5.81749166262275e-09
3.4226217282357155e-07,0.08314471999999999,1.44242457943353e-06,0.020698738908854278,9.823323921027222e-10,7.641610495190847e-07,1.0974259824080574e-06,6.229113314235833e-05,0.0002888060824020517,7.162591585161742e-09,3.748241439178172e-15,1.6043272360611336e-34,7.093432085266164e-08,0.054,0.0,0.0,0.03749579100369903,0.8679845349299038,0.002705054129958503,0.0005572075954625905,0.00011956539259093902,0.06419430331062034,1.3589400311359725e-07,6.419515540641755e-07,0.0002177874744152819,5.816202218057679e-09
3.424709595200138e-07,0.08314471999999999,1.4420943995721274e-06,0.020706879728675284,9.814961996848568e-10,7.640518685606757e-07,1.0965037924396889e-06,6.226593887492996e-05,0.00028886757982448476,7.1609229524988504e-09,3.749906245994705e-15,1.60405907241829e-34,7.092471264790586e-08,0.054,0.0,0.0,0.037487617954563915,0.8679798811384313,0.002706108925851753,0.0005575159099485841,0.00011961700040847324,0.06419360095567657,1.3598400731215023e-07,6.414690668649184e-07,0.000217786366859888,5.814912673124795e-09
3.4267974621645607e-07,0.08314471999999999,1.4417643735375508e-06,0.020715016995431705,9.80661153582735e-10,7.639426781976917e-07,1.095582849516268e-06,6.22407663617948e-05,0.00028892903343010303,7.159255104808034e-09,3.7515698577003714e-15,1.6037907255628828e-34,7.091509949975253e-08,0.054,0.0,0.0,0.037479448542801254,0.8679752294002425,0.0027071632515176637,0.0005578240981324779,0.00011966860090482555,0.06419289891345994,1.360739942077699e-07,6.4098716055375e-07,0.00021778522719723874,5.813623028993292e-09
3.428885329128983e-07,0.08314471999999999,1.44143450122153e-06,0.0207231507114422,9.798272515864731e-10,7.638334785228608e-07,1.0946631512649207e-06,6.22156155733796e-05,0.00028899044326864676,7.157588041503312e-09,3.753232275147195e-15,1.60352221827795e-34,7.090548142672868e-08,0.054,0.0,0.0,0.03747128276595963,0.8679705797139606,0.002708217107275377,0.0005581321600778862,0.00011972019408865938,0.0641921971837589,1.3616396380282002e-07,6.405058341469595e-07,0.00021778405548532768,5.81233328685206e-09
3.430973196093406e-07,0.08314471999999999,1.4411047825159149e-06,0.02073128087902346,9.789944914916394e-10,7.637242696295677e-07,1.0937446953186233e-06,6.219048648016418e-05,0.00028905180938961893,7.155921762028449e-09,3.7548934991898556e-15,1.603253524308898e-34,7.08958584473951e-08,0.054,0.0,0.0,0.03746312062158964,0.8679659320782099,0.0027092704934437457,0.0005584400958484128,0.00011977177996861873,0.06419149576636206,1.3625391609967337e-07,6.400250866621276e-07,0.00021778285178217663,5.811043447882691e-09
3.4330610630578284e-07,0.08314471999999999,1.4407752173126706e-06,0.020739407500489995,9.781628710992922e-10,7.636150516110097e-07,1.0928274793167823e-06,6.216537905268654e-05,0.00028911313184221734,7.1542562658268715e-09,3.756553530681665e-15,1.6029846476847967e-34,7.088623058024932e-08,0.054,0.0,0.0,0.03745496210724419,0.8679612864916156,0.0027103234103412954,0.0005587479055076481,0.00011982335855332585,0.06419079466105823,1.3634385110071307e-07,6.395449171191751e-07,0.00021778161614588172,5.809753513249803e-09
3.435148930022251e-07,0.08314471999999999,1.440445805503854e-06,0.020747530578154358,9.77332388215669e-10,7.635058245596245e-07,1.0919115009040148e-06,6.214029326153117e-05,0.0002891744106757742,7.15259155232885e-09,3.758212370474377e-15,1.6027155969064124e-34,7.087659784372258e-08,0.054,0.0,0.0,0.03744680722047862,0.8679566429528042,0.0027113758582862613,0.0005590555891191725,0.00011987492985138091,0.06419009386763648,1.3643376880833148e-07,6.390653245404228e-07,0.00021778034863420413,5.8084634841264226e-09
3.4372367969866736e-07,0.08314471999999999,1.4401165469816035e-06,0.020755650114327624,9.765030406537616e-10,7.633965885672646e-07,1.0909967577302745e-06,6.211522907733184e-05,0.0002892356459396108,7.150927620955074e-09,3.759870019419195e-15,1.602446371924829e-34,7.086696025616077e-08,0.054,0.0,0.0,0.03743865595885002,0.8679520014604039,0.0027124278375966625,0.0005593631467465571,0.00011992649387137293,0.06418939338588592,1.365236692249274e-07,6.385863079505361e-07,0.00021777904930474838,5.8071733616840735e-09
