Time (s),Volume (m^3),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),H2OX(12),HX(9),NH2_X(20),NH_X(21)
2.526666155051835e-07,0.066515776,0.938,2.738939002275874e-13,0.00048346509096379697,2.437392487210341e-10,3.5818603170512964e-09,2.8986423250717165e-07,0.0,0.0,0.03887632447952038,0.009757980470282831,0.04999980276148473,1.1945541330973788e-09,3.1443648855380455e-16,0.0019985905342830477,0.0,7.67624851301684e-07,1.7948395272860083e-07,9.179976053041354e-07,1.9897075740939827e-07
2.5367430998418503e-07,0.066515776,0.938,2.7768638361658043e-13,0.0004853453280364535,2.4524526185823833e-10,3.5865078834672846e-09,2.898512306072303e-07,0.0,0.0,0.03887444075146871,0.009757038781700113,0.049999805934057534,1.2135100471546975e-09,3.188855260718748e-16,0.001998586500034617,0.0,7.675877199129775e-07,1.7901107896862858e-07,9.203288709658003e-07,2.0064732043958512e-07
2.546820044631866e-07,0.066515776,0.938,2.815169595892672e-13,0.0004872251983950963,2.467561668604245e-10,3.5911561555876194e-09,2.8983823062018253e-07,0.0,0.0,0.03887255738630461,0.009756097275230404,0.0499998091091103,1.232700589726876e-09,3.233802677765924e-16,0.001998582465304832,0.0,7.675505958034644e-07,1.7854201157738662e-07,9.226527881276438e-07,2.023312372251223e-07
2.5568969894218815e-07,0.066515776,0.938,2.853858811706926e-13,0.0004891047021140178,2.482719671629287e-10,3.5958051198957723e-09,2.898252325225343e-07,0.0,0.0,0.03887067438397398,0.009755155950816533,0.049999812286683126,1.2521279721527396e-09,3.2792102570612e-16,0.001998578430063798,0.0,7.675134789725652e-07,1.7807670488346706e-07,9.249693865920559e-07,2.0402250345378173e-07
2.566973934211897e-07,0.066515776,0.938,2.8929340224888787e-13,0.0004909838392677165,2.497926660737237e-10,3.6004547615281298e-09,2.8981223629131336e-07,0.0,0.0,0.03886879174442175,0.009754214808401345,0.0499998154668158,1.2717944203943615e-09,3.3250811302605786e-16,0.0019985743942814303,0.0,7.674763694196624e-07,1.776151138649565e-07,9.272786964228956e-07,2.0572111471358885e-07
2.5770508790019127e-07,0.066515776,0.938,2.9323977757324866e-13,0.0004928626099308992,2.5131826677419213e-10,3.6051050643363307e-09,2.897992419040608e-07,0.0,0.0,0.03886690946759182,0.00975327384792771,0.04999981864954791,1.2917021750754708e-09,3.3714184402786157e-16,0.001998570357927469,0.0,7.674392671440998e-07,1.7715719413981766e-07,9.295807479313427e-07,2.074270664933173e-07
2.587127823791928e-07,0.066515776,0.938,2.9722526275288586e-13,0.000494741014178482,2.528487723198818e-10,3.6097560109471367e-09,2.897862493388236e-07,0.0,0.0,0.03886502755342713,0.009752333069338516,0.04999982183491878,1.311853491519482e-09,3.4182253412722686e-16,0.0019985663209714853,0.0,7.674021721451845e-07,1.7670290195638586e-07,9.318755716621685e-07,2.091403541829753e-07
2.597204768581944e-07,0.066515776,0.938,3.0125011425495174e-13,0.0004966190520855912,2.543841856412473e-10,3.6144075828203936e-09,2.8977325857414577e-07,0.0,0.0,0.03886314600186966,0.00975139247257668,0.04999982502296745,1.3322506397871273e-09,3.465504998624399e-16,0.0019985622833829006,0.0,7.673650844221876e-07,1.762521941839807e-07,9.34163198380411e-07,2.10860973074284e-07
2.6072817133719594e-07,0.066515776,0.938,3.0531458940293785e-13,0.000498496723727565,2.5592450954437575e-10,3.6190597603046695e-09,2.897602695890604e-07,0.0,0.0,0.038861264812860466,0.009750452057585138,0.04999982821373277,1.352895904713696e-09,3.5132605889269616e-16,0.0019985582451309985,0.0,7.673280039743457e-07,1.7580502830363402e-07,9.3644365905845e-07,2.1258891836114837e-07
2.617358658161975e-07,0.066515776,0.938,3.0941894637494933e-13,0.0005003740291799549,2.574697467116998e-10,3.6237125226910635e-09,2.897472823630823e-07,0.0,0.0,0.038859383986339695,0.00974951182430685,0.04999983140725326,1.3737915859458703e-09,3.5614952999638526e-16,0.001998554206184931,0.0,7.672909308008596e-07,1.753613623989337e-07,9.387169848634627e-07,2.1432418514012015e-07
