Time (s),Volume (m^3),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),H2OX(12),HX(9),NH2_X(20),NH_X(21)
3.00621240966799e-11,0.066515776,0.938,8.056504616055968e-33,5.9053856405756325e-08,7.80149309878473e-22,2.3166487317661297e-12,3.903513193861711e-09,0.0,0.0,0.03936127305131411,0.009999970484476175,0.049999222971668984,7.155579463963643e-37,8.984852312886802e-39,0.0019999789586788216,0.0,7.770032056832448e-07,1.718574288667262e-08,1.7137807137669627e-08,8.436944375460688e-16
3.0228490988511544e-11,0.066515776,0.938,8.305470594345892e-33,5.938067612249824e-08,7.955717517795217e-22,2.3170834693673064e-12,3.924970136232439e-09,0.0,0.0,0.039361272505229764,0.009999970321135641,0.04999922296346248,7.4805507153120855e-37,9.31247909750442e-39,0.0019999788424908283,0.0,7.770112730852038e-07,1.728075168450012e-08,1.7232538176556558e-08,8.558943617381869e-16
3.0394857880343184e-11,0.066515776,0.938,8.560746445353762e-33,5.970749582285682e-08,8.112168146207753e-22,2.317520610646889e-12,3.946425485026339e-09,0.0,0.0,0.039361271959516775,0.009999970157795114,0.04999922295562209,7.818462853203348e-37,9.650201206081224e-39,0.0019999787263062603,0.0,7.770189744059404e-07,1.7375758649501904e-08,1.7327267383958373e-08,8.682080226991757e-16
3.0561224772174825e-11,0.066515776,0.938,8.822457808975526e-33,6.003431550683033e-08,8.270865722890027e-22,2.317960163325001e-12,3.96787924036546e-09,0.0,0.0,0.039361271414158565,0.009999969994454594,0.04999922294813117,8.169760343899816e-37,9.998273755957522e-39,0.001999978610125126,0.0,7.770263262355607e-07,1.74707637716737e-08,1.742199474987765e-08,8.806359302233874e-16
3.0727591664006466e-11,0.066515776,0.938,9.090732163013517e-33,6.036113517441713e-08,8.431831079936519e-22,2.3184021346610575e-12,3.9893314023718394e-09,0.0,0.0,0.03936127086913932,0.009999969831114085,0.0499992229409739,8.534900541847865e-37,1.0356956929251002e-38,0.001999978493947437,0.0,7.770333444123397e-07,1.756576704101237e-08,1.7516720264317658e-08,8.931785941086845e-16
3.089395855583811e-11,0.066515776,0.938,9.365698840687706e-33,6.068795482561588e-08,8.595085142673264e-22,2.3188465314809205e-12,4.0107819711674934e-09,0.0,0.0,0.039361270324443934,0.00999996966777358,0.04999922293413517,8.914353996222878e-37,1.0726516046714834e-38,0.001999978377773203,0.0,7.770400440567918e-07,1.7660768447515942e-08,1.7611443917282373e-08,9.058365241559521e-16
3.106032544766975e-11,0.066515776,0.938,9.647489048228378e-33,6.101477446042528e-08,8.7606489296625e-22,2.3192933602024326e-12,4.032230946874424e-09,0.0,0.0,0.03936126978005801,0.009999969504433083,0.049999222927600534,9.308604763212734e-37,1.1107221642296977e-38,0.001999978261602433,0.0,7.770464396041981e-07,1.7755767981183563e-08,1.7706165698776472e-08,9.186102301686264e-16
3.122669233950139e-11,0.066515776,0.938,9.936235882550301e-33,6.134159407884433e-08,8.928543552707252e-22,2.3197426268594534e-12,4.053678329614614e-09,0.0,0.0,0.039361269235967764,0.009999969341092593,0.04999922292135622,9.71815072411897e-37,1.1499349538403824e-38,0.001999978145435137,0.0,7.770525448356604e-07,1.7850765632015493e-08,1.780088559880538e-08,9.315002219522347e-16
3.139305923133303e-11,0.066515776,0.938,1.0232074349008323e-32,6.166841368087203e-08,9.09879021685584e-22,2.3201943371244767e-12,4.075124119510031e-09,0.0,0.0,0.03936126869216007,0.009999969177752109,0.049999222915389066,1.014350390935565e-36,1.1903180921871533e-38,0.0019999780292713253,0.0,7.770583729077483e-07,1.7945761390013075e-08,1.7895603607375245e-08,9.445070093139468e-16
3.155942612316467e-11,0.066515776,0.938,1.0535141379234415e-32,6.199523326650758e-08,9.271410220406282e-22,2.3206484963299056e-12,4.096568316682623e-09,0.0,0.0,0.03936126814862239,0.009999969014411633,0.04999922290968651,1.0585190828426698e-36,1.23190024206482e-38,0.001999977913111008,0.0,7.770639363807997e-07,1.8040755245178736e-08,1.7990319714492938e-08,9.576311020621427e-16
3.172579301499631e-11,0.066515776,0.938,1.0845575849056189e-32,6.232205283575027e-08,9.446424954910627e-22,2.3211051094880767e-12,4.118010921254332e-09,0.0,0.0,0.03936126760534274,0.009999968851071163,0.04999922290423655,1.1043752805962953e-36,1.274710618119017e-38,0.0019999777969541945,0.0,7.770692472459426e-07,1.8135747187515972e-08,1.8085033910166088e-08,9.70873010005987e-16
3.189215990682795e-11,0.066515776,0.938,1.1163518596496852e-32,6.26488723885995e-08,9.623855905179235e-22,2.3215641813101033e-12,4.139451933347068e-09,0.0,0.0,0.039361267062309704,0.009999968687730704,0.04999922289902776,1.1519746323901257e-36,1.3187789946575727e-38,0.0019999776808008953,0.0,7.770743169508896e-07,1.823073720702932e-08,1.817974618440308e-08,9.842332429550156e-16
3.205852679865959e-11,0.066515776,0.938,1.148911243985666e-32,6.297569192505479e-08,9.803724649284938e-22,2.3220257162235987e-12,4.160891353082742e-09,0.0,0.0,0.03936126651951236,0.00999996852439025,0.04999922289404919,1.2013743369888311e-36,1.3641357135339339e-38,0.001999977564651119,0.0,7.770791564245648e-07,1.8325725293724368e-08,1.8274456527213038e-08,9.977123107187333e-16
3.222489369049123e-11,0.066515776,0.938,1.1822502195875784e-32,6.330251144511575e-08,9.986052858567178e-22,2.322489718389363e-12,4.182329180583243e-09,0.0,0.0,0.03936126597694032,0.009999968361049803,0.04999922288929042,1.252633179199298e-36,1.4108116921029804e-38,0.0019999774485048765,0.0,7.770837761006152e-07,1.8420711437607744e-08,1.8369164928605866e-08,1.0113107231062216e-15
3.2391260582322874e-11,0.066515776,0.938,1.2163834697978672e-32,6.362933094878203e-08,1.0170862297636028e-21,2.322956191717078e-12,4.203765415970443e-09,0.0,0.0,0.03936126543458361,0.009999968197709362,0.0499992228847415,1.305811565981137e-36,1.4588384312495466e-38,0.0019999773323621777,0.0,7.77088185939854e-07,1.851569562868709e-08,1.846387137859224e-08,1.0250289899257542e-15
3.2557627474154515e-11,0.066515776,0.938,1.251325881459987e-32,6.39561504360534e-08,1.0358174824376182e-21,2.323425139880073e-12,4.225200059366203e-09,0.0,0.0,0.039361264892432773,0.00999996803436893,0.04999922288039289,1.3609715632049758e-36,1.508248023489971e-38,0.0019999772162230317,0.0,7.770923954516897e-07,1.861067785697106e-08,1.85585758671836e-08,1.0388676209844206e-15
3.2723994365986155e-11,0.066515776,0.938,1.2870925467591312e-32,6.428296990692967e-08,1.0548012389950853e-21,2.3238965663292326e-12,4.246633110892372e-09,0.0,0.0,0.03936126435047872,0.009999967871028503,0.04999922287623554,1.4181769330671242e-36,1.5590731611470107e-38,0.001999977100087449,0.0,7.770964137145822e-07,1.8705658112469325e-08,1.8653278384392188e-08,1.0528271260877612e-15
3.2890361257817796e-11,0.066515776,0.938,1.3236987650711052e-32,6.460978936141074e-08,1.074039703880561e-21,2.3243704743060665e-12,4.268064570670778e-09,0.0,0.0,0.03936126380871284,0.009999967707688084,0.049999222872260767,1.477493172169262e-36,1.611347144598433e-38,0.00199997698395544,0.0,7.771002493955737e-07,1.8800636385192554e-08,1.8747978920231016e-08,1.0669080150394073e-15
3.305672814964944e-11,0.066515776,0.938,1.3611600448193533e-32,6.493660879949655e-08,1.0935350908672153e-21,2.3248468668550206e-12,4.2894944388232415e-09,0.0,0.0,0.03936126326712685,0.009999967544347671,0.0499992228684603,1.5389875502718898e-36,1.665103890599613e-38,0.0019999768678270126,0.0,7.77103910768932e-07,1.88956126651524e-08,1.884267746471391e-08,1.0811107976407308e-15
3.322309504148108e-11,0.066515776,0.938,1.3994921053401253e-32,6.526342822118709e-08,1.1132896230572025e-21,2.3253257468350536e-12,4.310922715471568e-09,0.0,0.0,0.03936126272571287,0.00999996738100727,0.04999922286482624,1.602729149730343e-36,1.7203779406804584e-38,0.001999976751702179,0.0,7.771074057339514e-07,1.899058694236151e-08,1.8937374007855496e-08,1.0954359836904976e-15
3.338946193331272e-11,0.066515776,0.938,1.4387108787557965e-32,6.559024762648242e-08,1.133305532882026e-21,2.325807116930539e-12,4.332349400737549e-09,0.0,0.0,0.03936126218446338,0.009999967217666873,0.04999922286135105,1.6687889056222607e-36,1.7772044696169906e-38,0.001999976635580947,0.0,7.771107418319448e-07,1.908555920683353e-08,1.9032068539671193e-08,1.1098840829845324e-15
3.355582882514436e-11,0.066515776,0.938,1.4788325118563288e-32,6.59170670153826e-08,1.1535850621028959e-21,2.326290979661512e-12,4.353774494742959e-09,0.0,0.0,0.039361261643371226,0.009999967054326483,0.04999922285802753,1.737239646575462e-36,1.835619293977907e-38,0.001999976519463328,0.0,7.771139262624672e-07,1.9180529448583057e-08,1.912676105017725e-08,1.124455605315387e-15
3.3722195716976e-11,0.066515776,0.938,1.5198733679888898e-32,6.624388638788773e-08,1.174130461811085e-21,2.3267773373933224e-12,4.3751979976095685e-09,0.0,0.0,0.039361261102429525,0.0099999668909861,0.0499992228548488,1.8081561363052723e-36,1.895658880746434e-38,0.0019999764033493315,0.0,7.771169658988041e-07,1.9275497657625695e-08,1.9221451529390734e-08,1.1391510604720137e-15
3.388856260880764e-11,0.066515776,0.938,1.5618500289556066e-32,6.657070574399806e-08,1.1949439924282707e-21,2.3272661923457156e-12,4.396619909459126e-09,0.0,0.0,0.03936126056163174,0.009999966727645724,0.0499992228518083,1.8816151158704032e-36,1.95736035601782e-38,0.001999976287238966,0.0,7.771198673027564e-07,1.937046382397798e-08,1.9316139967329536e-08,1.1539709582394484e-15
3.405492950063928e-11,0.066515776,0.938,1.6047792969194808e-32,6.689752508371371e-08,1.2160279237068791e-21,2.3277575466013713e-12,4.4180402304133746e-09,0.0,0.0,0.039361260020971636,0.009999966564305355,0.049999222848899766,1.9576953466565856e-36,2.0207615137727688e-38,0.0019999761711322435,0.0,7.77122636738757e-07,1.9465427937657465e-08,1.941082635401237e-08,1.1689158083984939e-15
3.422129639247092e-11,0.066515776,0.938,1.648678196318443e-32,6.722434440703489e-08,1.2373845347304192e-21,2.3282514021139476e-12,4.439458960594039e-09,0.0,0.0,0.03936125948044326,0.009999966400964993,0.049999222846117235,2.0364776540972164e-36,2.085900824727151e-38,0.0019999760550291727,0.0,7.771252801873464e-07,1.9560389988682624e-08,1.9505510679458803e-08,1.1839861207254142e-15
3.438766328430256e-11,0.066515776,0.938,1.6935639757875563e-32,6.755116371396186e-08,1.2590161139138136e-21,2.3287477607156463e-12,4.460876100122834e-09,0.0,0.0,0.039361258940040895,0.009999966237624638,0.04999922284345496,2.118044972140365e-36,2.1528174452583118e-38,0.001999975938929764,0.0,7.771278033580384e-07,1.9655349967072926e-08,1.9600192933689237e-08,1.1991824049916298e-15
3.4554030176134204e-11,0.066515776,0.938,1.7394541100893754e-32,6.787798300449492e-08,1.2809249590037211e-21,2.329246624124328e-12,4.482291649121463e-09,0.0,0.0,0.039361258399759125,0.009999966074284293,0.04999922284090752,2.2024823884715576e-36,2.2215512264083055e-38,0.001999975822834026,0.0,7.771302117016032e-07,1.975030786284879e-08,1.9694873106724905e-08,1.2145051709634176e-15
3.4720397067965845e-11,0.066515776,0.938,1.7863663020524443e-32,6.82048022786343e-08,1.3031133770788563e-21,2.3297479939502166e-12,4.503705607711619e-09,0.0,0.0,0.039361257859592776,0.009999965910943953,0.04999922283846969,2.2898771905018516e-36,2.2921427229643706e-38,0.0019999757067419707,0.0,7.771325104217917e-07,1.9845263666031606e-08,1.9789551188587928e-08,1.2299549284016172e-15
3.4886763959797486e-11,0.066515776,0.938,1.8343184845179524e-32,6.853162153638031e-08,1.3255836845503018e-21,2.3302518717022013e-12,4.525117976014978e-09,0.0,0.0,0.03936125731953689,0.009999965747603621,0.049999222836136545,2.380318912130762e-36,2.364633202616983e-38,0.0019999755906536056,0.0,7.771347044865311e-07,1.9940217366643705e-08,1.9884227169301264e-08,1.2455321870613404e-15
3.5053130851629126e-11,0.066515776,0.938,1.8833288222945317e-32,6.885844077773332e-08,1.3483382071618185e-21,2.3307582587937703e-12,4.546528754153209e-09,0.0,0.0,0.03936125677958673,0.009999965584263295,0.04999922283390329,2.4738993812937148e-36,2.4390646551957957e-38,0.0019999754745689425,0.0,7.771367986386118e-07,2.0035168954708392e-08,1.997890103888873e-08,1.2612374566916868e-15
3.521949774346077e-11,0.066515776,0.938,1.9334157141212083e-32,6.91852600026936e-08,1.3713792799901447e-21,2.331267156548592e-12,4.5679379422479636e-09,0.0,0.0,0.0393612562397378,0.009999965420922977,0.04999922283176542,2.570712768303751e-36,2.5154798019838056e-38,0.0019999753584879895,0.0,7.771387974058903e-07,2.0130118420249944e-08,2.007357278737502e-08,1.2770712470354564e-15
3.538586463529241e-11,0.066515776,0.938,1.9845977946385003e-32,6.951207921126152e-08,1.394709247445298e-21,2.331778566205768e-12,4.5893455404208886e-09,0.0,0.0,0.03936125569998582,0.009999965257582665,0.04999922282971862,2.6708556349973017e-36,2.593922105110055e-38,0.001999975242410758,0.0,7.77140705111028e-07,2.022506575329357e-08,2.0168242404785723e-08,1.2930340678288756e-15
3.555223152712405e-11,0.066515776,0.938,2.036893936367668e-32,6.983889840343741e-08,1.4183304632708638e-21,2.332292488924782e-12,4.610751548793615e-09,0.0,0.0,0.03936125516032665,0.00999996509424236,0.04999922282775877,2.7744269846939394e-36,2.6744357770212107e-38,0.0019999751263372573,0.0,7.771425258807931e-07,2.0320010943865452e-08,2.0262909881147264e-08,1.3091264288013198e-15
3.571859841895569e-11,0.066515776,0.938,2.0903232516981078e-32,7.016571757922166e-08,1.4422452905442853e-21,2.3328089257901455e-12,4.6321559674877634e-09,0.0,0.0,0.03936125462075639,0.009999964930902062,0.04999922282588189,2.8815283129800672e-36,2.757065790032323e-38,0.001999975010267497,0.0,7.771442636549355e-07,2.041495398199274e-08,2.035757520648699e-08,1.3253488396750401e-15
3.588496531078733e-11,0.066515776,0.938,2.144905094882904e-32,7.04925367386146e-08,1.4664561016771456e-21,2.333327877815781e-12,4.653558796624945e-09,0.0,0.0,0.03936125408127129,0.009999964767561775,0.04999922282408425,2.992263659326612e-36,2.8418578859571053e-38,0.0019999748942014874,0.0,7.771459221946641e-07,2.0509894857703527e-08,2.0452238370833125e-08,1.341701810164895e-15
3.605133220261897e-11,0.066515776,0.938,2.200659064042523e-32,7.081935588161665e-08,1.4909652784154438e-21,2.33384934594914e-12,4.674960036326755e-09,0.0,0.0,0.03936125354186778,0.009999964604221492,0.04999922282236226,3.1067396595508585e-36,2.928858585818059e-38,0.0019999747781392382,0.0,7.771475050907365e-07,2.0604833561026877e-08,2.0546899364214787e-08,1.3581858499780855e-15
3.621769909445061e-11,0.066515776,0.938,2.2576050031766583e-32,7.114617500822814e-08,1.5157752118398699e-21,2.3343733310750808e-12,4.696359686714784e-09,0.0,0.0,0.03936125300254244,0.009999964440881217,0.04999922282071247,3.225065599132645e-36,3.0181151996367455e-38,0.0019999746620807586,0.0,7.771490157711836e-07,2.069977008199282e-08,2.0641558176661984e-08,1.374801468813888e-15
3.638406598628225e-11,0.066515776,0.938,2.3157630041842333e-32,7.147299411844948e-08,1.5408883023660712e-21,2.334899834019517e-12,4.717757747910607e-09,0.0,0.0,0.03936125246329203,0.009999964277540949,0.04999922281913163,3.347353467395206e-36,3.1096758363045676e-38,0.0019999745460260584,0.0,7.771504575086852e-07,2.079470441063234e-08,2.0736214798205654e-08,1.3915491763633966e-15
3.6550432878113893e-11,0.066515776,0.938,2.3751534088915402e-32,7.179981321228106e-08,1.5663069597449152e-21,2.335428855552853e-12,4.7391542200357875e-09,0.0,0.0,0.03936125192411345,0.009999964114200687,0.04999922281761661,3.473718012561076e-36,3.20358941353434e-38,0.0019999744299751495,0.0,7.771518334276094e-07,2.0889636536977397e-08,2.083086921887761e-08,1.4084294823092645e-15
3.6716799769945534e-11,0.066515776,0.938,2.435796811088543e-32,7.212663228972325e-08,1.5920336030627496e-21,2.3359603963932137e-12,4.760549103211879e-09,0.0,0.0,0.039361251385003744,0.009999963950860433,0.04999922281616443,3.6042767976934774e-36,3.299905667893013e-38,0.0019999743139280392,0.0,7.771531465107336e-07,2.0984566451060916e-08,2.092552142871063e-08,1.4254428963254449e-15
3.6883166661777175e-11,0.066515776,0.938,2.4977140585733203e-32,7.245345135077646e-08,1.6180706607416534e-21,2.3364944572094853e-12,4.78194239756043e-09,0.0,0.0,0.03936125084596006,0.009999963787520185,0.04999922281477223,3.739150257533766e-36,3.398675164915843e-38,0.001999974197884739,0.0,7.771543996056617e-07,2.1079494142916774e-08,2.1020171417738356e-08,1.4425899280769406e-15
3.7049533553608816e-11,0.066515776,0.938,2.5609262552046647e-32,7.278027039544106e-08,1.6444205705396881e-21,2.3370310386241796e-12,4.80333410320297e-09,0.0,0.0,0.0393612503069797,0.009999963624179944,0.0499992228134373,3.87846175624557e-36,3.499949309302358e-38,0.001999974081845258,0.0,7.771555954309497e-07,2.1174419602579857e-08,2.1114819175995387e-08,1.4598710872195497e-15
3.7215900445440457e-11,0.066515776,0.938,2.625454762962829e-32,7.310708942371743e-08,1.6710857795511424e-21,2.3375701412161277e-12,4.824724220261021e-09,0.0,0.0,0.03936124976806013,0.009999963460839714,0.04999922281215705,4.022337646076298e-36,3.603780355194423e-38,0.0019999739658096063,0.0,7.771567365819537e-07,2.126934282008597e-08,2.120946469351724e-08,1.477286883399618e-15
3.73822673372721e-11,0.066515776,0.938,2.691321204018422e-32,7.343390843560597e-08,1.698068744206769e-21,2.338111765523009e-12,4.846112748856094e-09,0.0,0.0,0.039361249229198834,0.00999996329749949,0.049999222810928994,4.170907326946856e-36,3.710221416536733e-38,0.0019999738497777928,0.0,7.771578255364131e-07,2.1364263785471942e-08,2.1304107960340384e-08,1.4948378262537895e-15
3.754863422910374e-11,0.066515776,0.938,2.758547462809464e-32,7.376072743110708e-08,1.725371930274022e-21,2.3386559120437466e-12,4.8674996891096936e-09,0.0,0.0,0.0393612486903935,0.009999963134159271,0.04999922280975076,4.32430330698042e-36,3.8193264775200746e-38,0.0019999737337498286,0.0,7.771588646597815e-07,2.1459182488775547e-08,2.139874896650219e-08,1.5125244254087617e-15
3.771500112093538e-11,0.066515776,0.938,2.8271556881265766e-32,7.408754641022112e-08,1.752997812857289e-21,2.339202581240743e-12,4.888885041143306e-09,0.0,0.0,0.03936124815164188,0.00999996297081906,0.04999922280862011,4.482661263981239e-36,3.931150403107659e-38,0.0019999736177257234,0.0,7.77159856210314e-07,2.155409892003555e-08,2.1493387702041014e-08,1.5303471904810405e-15
3.788136801276702e-11,0.066515776,0.938,2.897168295206337e-32,7.441436537294848e-08,1.7809488763981156e-21,2.3397517735419995e-12,4.910268805078414e-09,0.0,0.0,0.03936124761294185,0.009999962807478856,0.04999922280753488,4.646120107874518e-36,4.0457489496448543e-38,0.001999973501705487,0.0,7.77160802343926e-07,2.164901306929171e-08,2.1588024156996126e-08,1.5483066310766968e-15
3.804773490459866e-11,0.066515776,0.938,2.968607967832778e-32,7.474118431928953e-08,1.8092276146754245e-21,2.3403034893431022e-12,4.931650981036486e-09,0.0,0.0,0.039361247074291374,0.009999962644138658,0.049999222806493,4.814822044118512e-36,4.163178775552657e-38,0.001999973385689128,0.0,7.771617051188315e-07,2.1743924926584745e-08,2.1682658321407767e-08,1.5664032567911278e-15
3.82141017964303e-11,0.066515776,0.938,3.04149766044704e-32,7.506800324924468e-08,1.8378365308057403e-21,2.340857729009092e-12,4.953031569138984e-09,0.0,0.0,0.03936124653568848,0.009999962480798468,0.04999922280549251,4.988912638100037e-36,4.283497452105202e-38,0.001999973269676658,0.0,7.771625664999696e-07,2.1838834481956395e-08,2.1777290185317127e-08,1.584637577208814e-15
3.838046868826194e-11,0.066515776,0.938,3.115860600265166e-32,7.539482216281429e-08,1.8667781372433927e-21,2.3414144928762293e-12,4.974410569507357e-09,0.0,0.0,0.03936124599713133,0.009999962317458285,0.04999922280453154,5.168540880524725e-36,4.4067634742916614e-38,0.0019999731536680864,0.0,7.771633883632323e-07,2.1933741725449348e-08,2.187191973876637e-08,1.6030101019030845e-15
3.854683558009358e-11,0.066515776,0.938,3.1917202894040626e-32,7.57216410599987e-08,1.8960549557807337e-21,2.3419737812536495e-12,4.995787982263041e-09,0.0,0.0,0.03936124545861815,0.009999962154118108,0.04999922280360831,5.35385925381338e-36,4.533036271762829e-38,0.001999973037663422,0.0,7.771641724994999e-07,2.2028646647107322e-08,2.1966546971798616e-08,1.6215213404358763e-15
3.8713202471925224e-11,0.066515776,0.938,3.2691005070156e-32,7.604845994079831e-08,1.925669517548337e-21,2.342535594424924e-12,5.017163807527466e-09,0.0,0.0,0.039361244920147254,0.009999961990777942,0.04999922280272108,5.545023799515928e-36,4.6623762198627405e-38,0.0019999729216626755,0.0,7.771649206184935e-07,2.2123549236975012e-08,2.2061171874457948e-08,1.6401718023575022e-15
3.8879569363756864e-11,0.066515776,0.938,3.3480253114288626e-32,7.637527880521351e-08,1.9556243630152003e-21,2.3430999326495296e-12,5.038538045422052e-09,0.0,0.0,0.039361244381717016,0.009999961827437781,0.04999922280186824,5.742194186754519e-36,4.794844650745632e-38,0.001999972805665856,0.0,7.771656343524527e-07,2.2218449485098123e-08,2.215579443678944e-08,1.6589619972064142e-15
3.9045936255588505e-11,0.066515776,0.938,3.4285190423005613e-32,7.670209765324461e-08,1.985922041988937e-21,2.3436667961642274e-12,5.059910696068206e-09,0.0,0.0,0.03936124384332592,0.009999961664097628,0.049999222801048224,5.9455337817074276e-36,4.930503864578574e-38,0.0019999726896729746,0.0,7.771663152596473e-07,2.2313347381523357e-08,2.225041464883915e-08,1.6778924345089693e-15
3.9212303147420146e-11,0.066515776,0.938,3.510606322773581e-32,7.702891648489197e-08,2.016565113615974e-21,2.344236185184366e-12,5.081281759587329e-09,0.0,0.0,0.039361243304972475,0.00999996150075748,0.049999222800259556,6.155209718145472e-36,5.069417140830102e-38,0.0019999725736840404,0.0,7.771669648277287e-07,2.2408242916298414e-08,2.2345032500654096e-08,1.6969636237791997e-15
3.9378670039251787e-11,0.066515776,0.938,3.5943120616436967e-32,7.735573530015601e-08,2.04755614638173e-21,2.344808099905105e-12,5.102651236100809e-09,0.0,0.0,0.039361242766655306,0.00999996133741734,0.0499992227995008,6.37139296903279e-36,5.211648749645159e-38,0.0019999724576990627,0.0,7.771675844769322e-07,2.2503136079472013e-08,2.2439647982282306e-08,1.7161760745185794e-15
3.9711403822915075e-11,0.066515776,0.938,3.766679991100576e-32,7.800937288153536e-08,2.1105924159671517e-21,2.345959507134761e-12,5.145385428596338e-09,0.0,0.0,0.039361241690124456,0.009999961010737081,0.04999922279806768,6.823984941852278e-36,5.506329068003556e-38,0.001999972225741019,0.0,7.771687393804007e-07,2.2692915251214778e-08,2.2628871795175587e-08,1.7550267983465164e-15
4.001086422821203e-11,0.066515776,0.938,3.927602066027768e-32,7.859764664874915e-08,2.168541043950914e-21,2.3470044131212697e-12,5.18384077550058e-09,0.0,0.0,0.039361240721357924,0.009999960716724874,0.04999922279686722,7.2553691333033e-36,5.78355550074458e-38,0.0019999720169924106,0.0,7.771696894434048e-07,2.2863708295095785e-08,2.2799165020923068e-08,1.790480675069704e-15
4.0310324633508984e-11,0.066515776,0.938,4.094168614532706e-32,7.918592036288615e-08,2.227657437972696e-21,2.3480575046049643e-12,5.2222909823939186e-09,0.0,0.0,0.039361239752689896,0.009999960422712688,0.0499992227957444,7.710679270896127e-36,6.072579361082476e-38,0.0019999718082567754,0.0,7.77170561883978e-07,2.3034493500272192e-08,2.296945041253804e-08,1.8264001621216436e-15
4.060978503880594e-11,0.066515776,0.938,4.2665355220245834e-32,7.977419402394833e-08,2.2879569151457368e-21,2.349118782131076e-12,5.260736049983933e-09,0.0,0.0,0.039361238784114204,0.009999960128700528,0.04999922279469295,8.191061125090937e-36,6.373812824892966e-38,0.0019999715995341724,0.0,7.771713629191426e-07,2.320527080874504e-08,2.313972791201691e-08,1.8627882304307066e-15
4.0909245444102893e-11,0.066515776,0.938,4.4448618482831654e-32,8.036246763193757e-08,2.3494548906337626e-21,2.3501882461085517e-12,5.2991759789781e-09,0.0,0.0,0.03936123781562532,0.009999959834688389,0.0499992227937072,8.697706865187985e-36,6.687679405700201e-38,0.001999971390824657,0.0,7.771720982678338e-07,2.3376040162526263e-08,2.330999746136685e-08,1.89964785077528e-15
4.120870584939985e-11,0.066515776,0.938,4.6293098697809865e-32,8.095074118685569e-08,2.4121668776538162e-21,2.3512658968235457e-12,5.337610770083795e-09,0.0,0.0,0.03936123684721805,0.009999959540676272,0.049999222792781885,9.231856603012668e-36,7.014614184514736e-38,0.001999971182128287,0.0,7.771727731908782e-07,2.3546801503638695e-08,2.3480259002605813e-08,1.936981993779527e-15
4.15081662546968e-11,0.066515776,0.938,4.820045122286944e-32,8.153901468870453e-08,2.476108487478927e-21,2.3523517344514965e-12,5.37604042400829e-09,0.0,0.0,0.039361235878887686,0.009999959246664181,0.04999922279191214,9.794799977723815e-36,7.355064042767641e-38,0.0019999709734451207,0.0,7.771733925277293e-07,2.3717554774116216e-08,2.365051247776267e-08,1.9747936299091698e-15
4.180762665999376e-11,0.066515776,0.938,5.017236443744964e-32,8.212728813748583e-08,2.5412954294406547e-21,2.353445759067972e-12,5.41446494145876e-09,0.0,0.0,0.0393612349106299,0.009999958952652111,0.04999922279109354,1.0387877781691547e-35,7.709487898291032e-38,0.0019999707647752134,0.0,7.771739607302818e-07,2.3888299916003758e-08,2.382075782887728e-08,2.0130857294672847e-15
4.210708706529071e-11,0.066515776,0.938,5.221056017433892e-32,8.271556153320134e-08,2.607743510931479e-21,2.3545479706583506e-12,5.452884323142273e-09,0.0,0.0,0.03936123394244069,0.009999958658640064,0.04999922279032196,1.1012483629026382e-35,8.078356944430461e-38,0.001999970556118624,0.0,7.771744818938964e-07,2.4059036871357423e-08,2.3990994998000563e-08,2.0518612625901226e-15
4.240654747058767e-11,0.066515776,0.938,5.431679415404584e-32,8.330383487585278e-08,2.675468637407064e-21,2.3556583691265014e-12,5.491298569765801e-09,0.0,0.0,0.039361232974316415,0.009999958364628043,0.049999222789593664,1.1670065667055364e-35,8.462154892266741e-38,0.0019999703474754093,0.0,7.771749597859349e-07,2.4229765582244522e-08,2.4161223927194586e-08,2.091123199242936e-15
4.270600787588462e-11,0.066515776,0.938,5.649285642194119e-32,8.389210816544179e-08,2.7444868123883696e-21,2.3567769543025737e-12,5.529707682036209e-09,0.0,0.0,0.03936123200625374,0.009999958070616042,0.049999222788905166,1.2362128331560856e-35,8.86137821596663e-38,0.0019999701388456258,0.0,7.77175397872018e-07,2.4400485990743673e-08,2.4331444558532636e-08,2.1308745092158248e-15
4.3005468281181576e-11,0.066515776,0.938,5.874057178816353e-32,8.448038140197005e-08,2.814814137463636e-21,2.3579037259500004e-12,5.568111660660268e-09,0.0,0.0,0.03936123103824955,0.009999957776604064,0.04999922278825329,1.3090234146517132e-35,9.276536401274172e-38,0.0019999699302293314,0.0,7.771757993402018e-07,2.4571198038944857e-08,2.4501656834099316e-08,2.1711181621195943e-15
4.330492868647853e-11,0.066515776,0.938,6.106180027029707e-32,8.506865458543914e-08,2.8864668122902237e-21,2.3590386837717743e-12,5.606510506344645e-09,0.0,0.0,0.039361230070301075,0.009999957482592112,0.04999922278763511,1.3856005569272972e-35,9.70815219717145e-38,0.001999969721626583,0.0,7.771761671232175e-07,2.4741901668949513e-08,2.4671860695990614e-08,2.2118571273816217e-15
