Time (s),Volume (m^3),NH3_X(8),O_X(9),NH2_X(10),OH_X(11),NH_X(12),N_X(13),NO_X(14),NHO_X(15),N2O_X(16),N2_X(17),H2O_X(18),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),HX(20),NOX2(52)
1.0081459214859787e-11,0.08314471999999999,1.9514951317773286e-06,1.1277341078576687e-06,8.564632893897043e-08,2.8570952343434018e-11,5.901761912676177e-11,5.61654195606589e-16,4.1870819878515837e-23,2.900132674621146e-18,-2.5786005559764057e-23,1.7136237289428495e-25,2.8401142785748604e-15,0.054,0.0,0.0,0.05898198805280461,0.8799994361186523,1.5224193413011206e-14,4.4893605013357234e-35,2.843665335191434e-26,0.0659979627995212,-2.051195690485182e-23,8.57357587870284e-08,1.0451134173374396e-22
1.0097297883992661e-11,0.08314471999999999,1.952578649380221e-06,1.1295057099030066e-06,8.578071821596165e-08,2.8680402097244313e-11,5.929005277567302e-11,5.651482279151448e-16,4.228119770230676e-23,2.9217555742428043e-18,7.335462386657411e-25,-2.240901680025122e-24,2.8580905950113156e-15,0.054,0.0,0.0,0.05898198492808933,0.8799994352327964,1.5332592874650355e-14,4.5523426202218405e-35,2.8760195377816444e-26,0.06599796158134187,-4.488895448649028e-23,8.58705832393374e-08,1.0546608648221122e-22
1.0113136553125535e-11,0.08314471999999999,1.9536590881263035e-06,1.1312773115330396e-06,8.591510646517478e-08,2.8790077209412004e-11,5.95633227245339e-11,5.686586257162895e-16,4.2694944199370677e-23,2.9435047904145365e-18,3.041406715166734e-23,2.0174313067717823e-24,2.8761480682762434e-15,0.054,0.0,0.0,0.05898198180645286,0.8799994343469407,1.544158146487707e-14,4.616110192116517e-35,2.908690466307643e-26,0.0659979603662416,-7.90180147538823e-23,8.600540810981867e-08,1.0642806159493855e-22
1.0128975222258409e-11,0.08314471999999999,1.954736456763579e-06,1.1330489127478803e-06,8.604949368449195e-08,2.8899977706934758e-11,5.983743025102575e-11,5.721854407394592e-16,4.311209688749142e-23,2.9653808547722254e-18,-3.0277253311500205e-23,1.707550849034176e-25,2.894286909216409e-15,0.054,0.0,0.0,0.058981978687886474,0.8799994334610851,1.5551161374633288e-14,4.680671794794769e-35,2.941680718157259e-26,0.06599795915421164,-1.6382903465912877e-23,8.6140233398878e-08,1.0739731060984079e-22
1.0144813891391283e-11,0.08314471999999999,1.955810764015201e-06,1.1348205135473594e-06,8.618387987179634e-08,2.901010361662348e-11,6.011237663280838e-11,5.757287247996964e-16,4.3532652538182475e-23,2.9873843002975232e-18,-7.459583375974666e-24,-2.0448493600346354e-24,2.912507328769265e-15,0.054,0.0,0.0,0.058981975572381426,0.8799994325752296,1.5661334799120186e-14,4.746036086486022e-35,2.97499290796656e-26,0.06599795794524327,-3.681967613059982e-23,8.627505910692245e-08,1.0837387726073222e-22
1.0160652560524157e-11,0.08314471999999999,1.9568820185795332e-06,1.1365921139320125e-06,8.631826502497213e-08,2.912045496510343e-11,6.038816314751977e-11,5.792885297976037e-16,4.3956640567841934e-23,3.00951566131883e-18,4.382267941689784e-23,1.8290924578854797e-24,2.930809537962574e-15,0.054,0.0,0.0,0.05898197245992904,0.8799994316893742,1.5772103937798256e-14,4.8122118065054964e-35,3.0086296676670177e-26,0.06599795673932775,-9.202370323792026e-23,8.640988523436016e-08,1.0935780547759158e-22
1.017649122965703e-11,0.08314471999999999,1.9579502291302266e-06,1.1383637139019183e-06,8.645264914190459e-08,2.923103177881529e-11,6.066479107277622e-11,5.828649077207856e-16,4.438410773788129e-23,3.031775473512264e-18,-3.336047550613934e-23,3.553947888115517e-26,2.949193747914022e-15,0.054,0.0,0.0,0.05898196935052062,0.879999430803519,1.5883470994387382e-14,4.87920777588969e-35,3.0425936463083857e-26,0.06599795553645645,-1.3081423231020035e-23,8.654471178160053e-08,1.103491393850184e-22
1.0192329898789904e-11,0.08314471999999999,1.9590154043162865e-06,1.140135313456939e-06,8.658703222047994e-08,2.934183408401619e-11,6.094226168617226e-11,5.86457910642404e-16,4.4815044859738096e-23,3.0541642739026203e-18,-2.073322546152342e-23,-1.6043426525507441e-24,2.9676601698308427e-15,0.054,0.0,0.0,0.058981966244147546,0.8799994299176636,1.5995438176866924e-14,4.947032898035854e-35,3.076887510499152e-26,0.0659979543366207,-2.40165079864281e-23,8.667953874905405e-08,1.1134792330567234e-22
1.0208168567922778e-11,0.08314471999999999,1.960077552762146e-06,1.141906912597591e-06,8.672141425858552e-08,2.945286190678085e-11,6.122057626528059e-11,5.900675907209462e-16,4.524947714088261e-23,3.0766826008643436e-18,6.039122840798615e-23,1.5129763124813876e-24,2.986209015009441e-15,0.054,0.0,0.0,0.058981963140801175,0.8799994290318084,1.6108007697475767e-14,5.01569615934533e-35,3.111513944483459e-26,0.0659979531398119,-1.0834975406903957e-22,8.681436613713243e-08,1.1235420176077607e-22
1.0224007237055652e-11,0.08314471999999999,1.9611366830677363e-06,1.1436785113239516e-06,8.685579525410969e-08,2.956411527300265e-11,6.149973608765209e-11,5.936940002021361e-16,4.56874587344547e-23,3.0993309941225838e-18,1.1538087911045118e-24,6.000274666680487e-27,3.0048404948349814e-15,0.054,0.0,0.0,0.05898196004047289,0.8799994281459533,1.622118177271244e-14,5.085206629933065e-35,3.1464756498608115e-26,0.06599795194602144,-4.772106451538996e-23,8.694919394624854e-08,1.1336801946771617e-22
1.0239845906188526e-11,0.08314471999999999,1.962192803808549e-06,1.1454501096359452e-06,8.699017520494178e-08,2.967559420839456e-11,6.177974243081573e-11,5.973371914179583e-16,4.612898421108627e-23,3.1221099947539662e-18,-4.900151508266491e-24,6.848460131151462e-25,3.023554820781093e-15,0.054,0.0,0.0,0.05898195694315416,0.8799994272600984,1.633496262333513e-14,5.155573464154577e-35,3.1817753460768515e-26,0.06599795075524072,-4.2300739066160714e-23,8.708402217681637e-08,1.1438942134390832e-22
1.02556845753214e-11,0.08314471999999999,1.9632459235357068e-06,1.1472217075339565e-06,8.71245541089722e-08,2.978729873849016e-11,6.206059657227852e-11,6.009972167854372e-16,4.657408270852616e-23,3.1450201451875944e-18,4.593248086701493e-24,-6.585820349722221e-25,3.0423522044094787e-15,0.054,0.0,0.0,0.058981953848836394,0.8799994263742436,1.6449352474361767e-14,5.22680590128976e-35,3.217415770400708e-26,0.06599794956746124,-5.047283577973004e-23,8.7218850829251e-08,1.1541845250648522e-22
1.0271523244454274e-11,0.08314471999999999,1.9642960507760374e-06,1.14899330501802e-06,8.725893196409231e-08,2.989922888864478e-11,6.23422997895256e-11,6.046741288085443e-16,4.7022781384074525e-23,3.1680619892060757e-18,-1.546478420470923e-24,5.079578369544077e-25,3.061232857369522e-15,0.054,0.0,0.0,0.05898195075751109,0.8799994254883888,1.6564353555070127e-14,5.298913266247165e-35,3.253399677831614e-26,0.06599794838267445,-4.5516072110870707e-23,8.735367990396884e-08,1.1645515827140792e-22
1.0287361913587147e-11,0.08314471999999999,1.9653431940321392e-06,1.1507649020883979e-06,8.739330876819463e-08,3.001138468403657e-11,6.262485336002005e-11,6.083679800772658e-16,4.7475101095030764e-23,3.191236071946491e-18,-4.163945326008232e-25,-4.882582139956827e-25,3.0801969913979207e-15,0.054,0.0,0.0,0.05898194766916973,0.8799994246025342,1.6679968098997844e-14,5.37190497023838e-35,3.289729841448693e-26,0.06599794720087185,-4.563248552480855e-23,8.748850940138729e-08,1.1749958415616137e-22
1.0303200582720021e-11,0.08314471999999999,1.9663873617824583e-06,1.1525364987451142e-06,8.752768451917256e-08,3.012376614966749e-11,6.290825856120298e-11,6.120788232676787e-16,4.793106585949375e-23,3.2145429399013317e-18,5.929058823831446e-25,5.178914076075805e-25,3.0992448183183223e-15,0.054,0.0,0.0,0.05898194458380384,0.8799994237166795,1.6796198343942526e-14,5.445790511435554e-35,3.3264090522598837e-26,0.06599794602204492,-4.765141246756848e-23,8.762333932192493e-08,1.1855177587840954e-22
1.0319039251852895e-11,0.08314471999999999,1.967428562481347e-06,1.1543080949884348e-06,8.766205921492054e-08,3.023637331036429e-11,6.319251667049336e-11,6.158067111422159e-16,4.839070018671578e-23,3.2379831409194338e-18,-2.1823614094294837e-25,-5.146296417566339e-25,3.1183765500409764e-15,0.054,0.0,0.0,0.058981941501404976,0.879999422830825,1.6913046531961767e-14,5.520579475633724e-35,3.363440119517899e-26,0.06599794484618526,-4.5805592514698085e-23,8.775816966600152e-08,1.196117793584164e-22
1.0334877920985769e-11,0.08314471999999999,1.9684668045591385e-06,1.156079690818404e-06,8.779643285333406e-08,3.034920619077955e-11,6.347762896528807e-11,6.195516965495306e-16,4.8854026890220687e-23,3.261557224206924e-18,-2.8164002096712197e-26,5.18005188250387e-25,3.137592398562371e-15,0.054,0.0,0.0,0.05898193842196468,0.8799994219449706,1.703051490937325e-14,5.596281536924618e-35,3.400825870595253e-26,0.06599794367328443,-4.703141445415434e-23,8.789300043403787e-08,1.2067964071790742e-22
1.0350716590118643e-11,0.08314471999999999,1.9695020964222115e-06,1.157851286235281e-06,8.793080543230958e-08,3.046226481539269e-11,6.37635967229619e-11,6.233138324245352e-16,4.932107063744122e-23,3.285265740328169e-18,8.725067899738887e-26,-5.441410132280455e-25,3.1568925759648797e-15,0.054,0.0,0.0,0.058981935345474586,0.8799994210591163,1.714860572675476e-14,5.672906458378845e-35,3.438569151280367e-26,0.06599794250333403,-4.6082323429689283e-23,8.8027831626456e-08,1.2175540628232562e-22
1.0366555259251517e-11,0.08314471999999999,1.9705344464530583e-06,1.1596228812391049e-06,8.80651769497446e-08,3.05755492085109e-11,6.405042122086739e-11,6.270931717884379e-16,4.979185488055917e-23,3.309109241206721e-18,-5.713160534404112e-26,5.785866657753146e-25,3.1762772944164028e-15,0.054,0.0,0.0,0.058981932271926295,0.8799994201732622,1.726732123894429e-14,5.750464092732465e-35,3.476672825653176e-26,0.06599794133632564,-4.706412667428304e-23,8.816266324367895e-08,1.2283912257969336e-22
1.038239392838439e-11,0.08314471999999999,1.971563863010356e-06,1.16139447583014e-06,8.819954740353765e-08,3.068905939427029e-11,6.433810373633491e-11,6.308897677487517e-16,5.0266404349891815e-23,3.3330882801262636e-18,2.543451137082832e-26,-6.221125793595387e-25,3.1957467661700157e-15,0.054,0.0,0.0,0.05898192920131142,0.8799994192874081,1.7386663705040064e-14,5.828964383076596e-35,3.5151397764051195e-26,0.06599794017225094,-4.594210738994204e-23,8.829749528613105e-08,1.2393083634305838e-22
1.0398232597517264e-11,0.08314471999999999,1.972590354429031e-06,1.1631660700084156e-06,8.833391679158816e-08,3.080279539663673e-11,6.462664554667257e-11,6.347036734993156e-16,5.074474267875989e-23,3.3572034117315503e-18,-1.5984758321002986e-26,6.810759510720957e-25,3.21530120356362e-15,0.054,0.0,0.0,0.058981926133621666,0.8799994184015539,1.750663538840059e-14,5.908417363550584e-35,3.553972904683529e-26,0.0659979390111016,-4.720770215467387e-23,8.843232775423758e-08,1.2503059450910148e-22
1.0414071266650138e-11,0.08314471999999999,1.9736139290203276e-06,1.1649376637742086e-06,8.84682851117966e-08,3.09167572394069e-11,6.491604792916619e-11,6.385349423203226e-16,5.122689498098578e-23,3.381455192029341e-18,2.0006503647047247e-26,-7.577836367086677e-25,3.2349408190195917e-15,0.054,0.0,0.0,0.05898192306884871,0.8799994175157,1.7627238556644733e-14,5.988833160039446e-35,3.593175130449215e-26,0.06599793785286925,-4.58006610587067e-23,8.856716064842498e-08,1.2613844422088202e-22
1.0429909935783012e-11,0.08314471999999999,1.9746345950718753e-06,1.16670925712753e-06,8.860265236206447e-08,3.1030944946209263e-11,6.520631216107925e-11,6.423836275783304e-16,5.1712884962711136e-23,3.405844178389344e-18,-2.677301653404187e-26,8.551257478397567e-25,3.2546658250444378e-15,0.054,0.0,0.0,0.05898192000698426,0.8799994166298462,1.774847548165176e-14,6.07022199087584e-35,3.632749392273271e-26,0.0659979366975457,-4.737139133577303e-23,8.870199396912085e-08,1.2725443282605917e-22
1.0445748604915886e-11,0.08314471999999999,1.9756523608477567e-06,1.1684808500686807e-06,8.873701854029424e-08,3.114535854050503e-11,6.54974395196529e-11,6.462497827262893e-16,5.220273815730362e-23,3.430370929545142e-18,3.225255168290822e-26,-9.789559216308371e-25,3.2744764342284512e-15,0.054,0.0,0.0,0.05898191694802006,0.8799994157439924,1.787034843956136e-14,6.152594167546527e-35,3.67269864775859e-26,0.06599793554512261,-4.559122913645145e-23,8.883682771675389e-08,1.2837860788014992e-22
1.046158727404876e-11,0.08314471999999999,1.9766672345885714e-06,1.1702524425976373e-06,8.887138364438937e-08,3.125999804558909e-11,6.578943128210584e-11,6.501334613035552e-16,5.269647829197069e-23,3.455036005595134e-18,-3.6982704018735573e-26,1.1367579784857228e-24,3.29437285924537e-15,0.054,0.0,0.0,0.05898191389194785,0.8799994148581388,1.7992859710773736e-14,6.235960095403145e-35,3.7130258732562806e-26,0.06599793439559178,-4.764353308883501e-23,8.897166189175382e-08,1.2951101714409825e-22
1.0477425943181634e-11,0.08314471999999999,1.977679224511508e-06,1.1720240347147435e-06,8.900574767225431e-08,3.137486348459106e-11,6.608228872563435e-11,6.540347169359167e-16,5.319413141956107e-23,3.4798399680034576e-18,4.248318128049568e-26,-1.3380957227852183e-24,3.3143553128520325e-15,0.054,0.0,0.0,0.05898191083875944,0.8799994139722853,1.811601157994962e-14,6.320330274377364e-35,3.753734064391153e-26,0.06599793324894494,-4.5241428310714304e-23,8.910649649455153e-08,1.3065170858836906e-22
1.0493264612314507e-11,0.08314471999999999,1.9786883388104035e-06,1.1737956264199216e-06,8.914011062179445e-08,3.1489954880476155e-11,6.637601312741228e-11,6.579536033356071e-16,5.36957211488133e-23,3.504783379600924e-18,-4.9791006006439803e-26,1.5961162481580699e-24,3.3344240078880445e-15,0.054,0.0,0.0,0.058981907788446614,0.8799994130864317,1.8239806336010326e-14,6.40571529970039e-35,3.794826235646641e-26,0.06599793210517399,-4.8091202898311144e-23,8.924133152557901e-08,1.3180073038945365e-22
1.0509103281447381e-11,0.08314471999999999,1.9796945856558174e-06,1.1755672177135806e-06,8.927447249091624e-08,3.1605272256046184e-11,6.667060576459093e-11,6.618901743013342e-16,5.42012742363255e-23,3.5298668045859395e-18,5.944789394368319e-26,-1.92874943939436e-24,3.354579157275443e-15,0.054,0.0,0.0,0.05898190474100122,0.8799994122005783,1.8364246272137804e-14,6.492125862626887e-35,3.8363054210598e-26,0.06599793096427067,-4.466629465342866e-23,8.937616698526929e-08,1.3295813093532756e-22
1.0524941950580255e-11,0.08314471999999999,1.9806979731950917e-06,1.1773388085955579e-06,8.940883327752704e-08,3.172081563394045e-11,6.696606791429903e-11,6.658444837182894e-16,5.471081394032712e-23,3.555090808525436e-18,-7.201679224897825e-26,2.360363544347439e-24,3.3748209740183558e-15,0.054,0.0,0.0,0.05898190169641509,0.879999411314725,1.8489333685774663e-14,6.579572751163348e-35,3.8781746735899404e-26,0.06599792982622686,-4.88350788165198e-23,8.951100287405653e-08,1.3412395882020806e-22
1.0540780619713129e-11,0.08314471999999999,1.9816985095524205e-06,1.1791103990663724e-06,8.954319297953524e-08,3.1836585036636743e-11,6.726240085364284e-11,6.698165855581806e-16,5.522436802696981e-23,3.580455958355784e-18,8.831568541327951e-26,-2.9244206994294747e-24,3.3951496712026772e-15,0.054,0.0,0.0,0.05898189865468012,0.8799994104288719,1.861507087862422e-14,6.668066850800934e-35,3.92043706609453e-26,0.06599792869103446,-4.369709428127797e-23,8.964583919237597e-08,1.3529826285227494e-22
1.0556619288846003e-11,0.08314471999999999,1.982696202828913e-06,1.1808819891257162e-06,8.967755159485013e-08,3.195258048645222e-11,6.755960585970585e-11,6.7380653387923645e-16,5.574195900295727e-23,3.605962822383725e-18,-1.0961288086480701e-25,3.66722117571043e-24,3.4155654619957325e-15,0.054,0.0,0.0,0.05898189561578819,0.8799994095430188,1.8741460156650547e-14,6.757619145252771e-35,3.9630956903338264e-26,0.06599792755868537,-5.010746452852702e-23,8.97806759406639e-08,1.3648109204548893e-22
1.0572457957978877e-11,0.08314471999999999,1.9836910611026628e-06,1.1826535787742953e-06,8.981190912138204e-08,3.2068802005544364e-11,6.785768420954897e-11,6.778143828262462e-16,5.62636161841467e-23,3.631611970287278e-18,1.3766486283773336e-25,-4.6532234649321074e-24,3.436068559645954e-15,0.054,0.0,0.0,0.05898189257973125,0.8799994086571659,1.886850383007849e-14,6.848240717195762e-35,4.006153658425128e-26,0.06599792642917147,-4.201354228319572e-23,8.991551311935773e-08,1.3767249563116718e-22
1.058829662711175e-11,0.08314471999999999,1.984683092428809e-06,1.1844251680115564e-06,8.994626555704223e-08,3.2185249615911865e-11,6.815663718021044e-11,6.818401866305549e-16,5.678936060097192e-23,3.657403973116672e-18,-1.7495457414646555e-25,5.972806914983471e-24,3.456659177482552e-15,0.054,0.0,0.0,0.05898188954650121,0.8799994077713128,1.8996204213393725e-14,6.939942749016921e-35,4.0496141012172097e-26,0.06599792530248476,-5.235312748986454e-23,9.005035072889587e-08,1.3887252304471559e-22
1.0604135296244624e-11,0.08314471999999999,1.9856723048396047e-06,1.1861967568385273e-06,9.008062089974296e-08,3.230192333939561e-11,6.845646604870572e-11,6.858839996101147e-16,5.73192241081249e-23,3.683339403295232e-18,2.2491629033847713e-25,-7.753626605060913e-24,3.47733752891519e-15,0.054,0.0,0.0,0.05898188651609006,0.87999940688546,1.912456362534278e-14,7.032736523564238e-35,4.093480170584853e-26,0.06599792417861719,-3.899316625238231e-23,9.01851887697179e-08,1.400812239439788e-22
1.0619973965377498e-11,0.08314471999999999,1.9866587063444806e-06,1.1879683452542248e-06,9.021497514739738e-08,3.24188231976795e-11,6.875717209202755e-11,6.899458761694662e-16,5.785322490791837e-23,3.7094188346203345e-18,-2.9243890764021625e-25,1.0177292223345068e-23,3.4981038274336658e-15,0.054,0.0,0.0,0.05898188348848978,0.8799994059996072,1.925358438893307e-14,7.126633424902115e-35,4.137755036676952e-26,0.06599792305756072,-5.644983923467161e-23,9.032002724226438e-08,1.4129864818688418e-22
1.0635812634510372e-11,0.08314471999999999,1.98764230493011e-06,1.189739933260252e-06,9.034932829791972e-08,3.2535949212291444e-11,6.905875658714586e-11,6.940258707998069e-16,5.839139926562479e-23,3.735642842264268e-18,3.844464126410271e-25,-1.3504054550618273e-23,3.5189582866075903e-15,0.054,0.0,0.0,0.0589818804636924,0.8799994051137546,1.938326883143292e-14,7.221644939071374e-35,4.1824418917369974e-26,0.06599792193930741,-3.338910466538416e-23,9.045486614697695e-08,1.42524845862097e-22
1.0651651303643246e-11,0.08314471999999999,1.9886231085604735e-06,1.1915115208548466e-06,9.048368034922504e-08,3.265330140460418e-11,6.936122081100768e-11,6.981240380789492e-16,5.893375995210117e-23,3.762012002775194e-18,-5.10914001017213e-25,1.810959103909573e-23,3.539901120086065e-15,0.054,0.0,0.0,0.058981877441689944,0.8799994042279021,1.9513619284371642e-14,7.317782654853894e-35,4.227543945269554e-26,0.06599792082384925,-6.418166027132961e-23,9.058970548429835e-08,1.4375986724987098e-22
1.066748997277612e-11,0.08314471999999999,1.9896011251769225e-06,1.1932831080406724e-06,9.061803129922943e-08,3.2770879795836216e-11,6.966456604053722e-11,7.022404326714216e-16,5.948035130256744e-23,3.788526894077996e-18,6.862204218441626e-25,-2.4540171793371238e-23,3.5609325415973735e-15,0.054,0.0,0.0,0.058981874422474476,0.8799994033420497,1.964463808353947e-14,7.41505826454184e-35,4.273064430728371e-26,0.06599791971117833,-2.2629943961509372e-23,9.072454525467233e-08,1.4500376287582976e-22
1.0683328641908994e-11,0.08314471999999999,1.990576362698247e-06,1.1950546948145058e-06,9.075238114584991e-08,3.288868440705271e-11,6.996879355263581e-11,7.063751093283818e-16,6.003117548088277e-23,3.8151880954752576e-18,-9.313399476024485e-25,3.3595937832143605e-23,3.5820527649486595e-15,0.054,0.0,0.0,0.05898187140603806,0.8799994024561972,1.97763275689877e-14,7.513483564711576e-35,4.319006596701808e-26,0.06599791860128673,-7.92820983253139e-23,9.085938545854375e-08,1.4625658343970456e-22
1.0699167311041868e-11,0.08314471999999999,1.9915488290207353e-06,1.196826281181038e-06,9.088672988700447e-08,3.300671525916634e-11,7.027390462418174e-11,7.105281228877792e-16,6.058629228008739e-23,3.841996187648063e-18,1.2769936430064567e-24,-4.6457450914166203e-23,3.603262004025619e-15,0.054,0.0,0.0,0.05898186839237282,0.879999401570345,1.9908690085028644e-14,7.613070457002218e-35,4.365373719179112e-26,0.06599791749416656,-1.2550164054560239e-24,9.099422609635842e-08,1.4751837991410332e-22
1.0713422113261454e-11,0.08314471999999999,1.992421685842383e-06,1.198420708560504e-06,9.10076428071502e-08,3.3113136479185965e-11,7.054926108722042e-11,7.142815585431136e-16,6.108955738844381e-23,3.8662495433711435e-18,-9.227189869830647e-25,-2.9663353018346115e-24,3.6224266044861484e-15,0.054,0.0,0.0,0.05898186568243696,0.879999400773078,2.0028393731969875e-14,7.703701751733908e-35,4.4074701875613565e-26,0.06599791650012145,-4.2388675433203237e-23,9.111558304178256e-08,1.4866171342186833e-22
1.0726251435259082e-11,0.08314471999999999,1.9932053479724915e-06,1.19985569291751e-06,9.111646366699634e-08,3.320907228713796e-11,7.079769546665271e-11,7.176724210354759e-16,6.154549488693318e-23,3.888180047326428e-18,3.387148317317386e-25,2.2595781818494454e-25,3.6397366698839744e-15,0.054,0.0,0.0,0.05898186324540368,0.8799994000555379,2.0136596165555295e-14,7.786089989101847e-35,4.445655585932441e-26,0.06599791560739003,-4.6797703036878377e-23,9.122480459377106e-08,1.4969699620163579e-22
1.073908075725671e-11,0.08314471999999999,1.993987205884685e-06,1.2012906770049172e-06,9.12252837978475e-08,3.3305156568425484e-11,7.104671181969148e-11,7.210754121603869e-16,6.200428394314207e-23,3.910207963360452e-18,4.876929391279647e-25,4.10584137934338e-24,3.6571055190534056e-15,0.054,0.0,0.0,0.058981860810174584,0.8799993993379976,2.024524435689022e-14,7.869261860759464e-35,4.4841256813894584e-26,0.06599791471646296,-5.089216271628656e-23,9.133402643126594e-08,1.5073825934836624e-22
1.0751910079254337e-11,0.08314471999999999,1.9947672637329002e-06,1.2027256608240672e-06,9.133410319859899e-08,3.340138933387643e-11,7.12963108248784e-11,7.244905612258383e-16,6.246594031917938e-23,3.9323336026947e-18,-1.595282106912413e-25,-1.2481294715617487e-24,3.674533265809982e-15,0.054,0.0,0.0,0.05898185837674554,0.8799993986204576,2.0354339559936084e-14,7.953223894855723e-35,4.5228822531022056e-26,0.06599791382733611,-4.4911762421242623e-23,9.144324855450616e-08,1.5178553035672997e-22
1.0764739401251965e-11,0.08314471999999999,1.995545525661252e-06,1.2041606443746533e-06,9.144292186814655e-08,3.349777059425306e-11,7.154649316074503e-11,7.279178975781521e-16,6.293047585968144e-23,3.954557277161456e-18,-1.1430012915377384e-25,7.938524397571773e-25,3.6920200240033496e-15,0.054,0.0,0.0,0.058981855945112405,0.8799993979029175,2.046388303053681e-14,8.037982667491952e-35,4.561927087833874e-26,0.06599791294000533,-4.7021778838026897e-23,9.155247096373107e-08,1.5283883680521388e-22
1.0777568723249592e-11,0.08314471999999999,1.9963219958041965e-06,1.2055956276570111e-06,9.155173980538633e-08,3.3594300360253175e-11,7.17972595058128e-11,7.313574506015085e-16,6.339790670990379e-23,3.9768792991961245e-18,1.2598871657126884e-25,-8.608913605250236e-25,3.709565907516702e-15,0.054,0.0,0.0,0.05898185351527102,0.8799993971853776,2.0573876026394207e-14,8.123544802398925e-35,4.6012619820788957e-26,0.06599791205446648,-4.560190463939996e-23,9.166169365918051e-08,1.5389820637301004e-22
1.079039804524722e-11,0.08314471999999999,1.997096678288111e-06,1.207030610671078e-06,9.166055700921478e-08,3.369097864252081e-11,7.204861053859472e-11,7.348092497117846e-16,6.38682466152352e-23,3.999299981739455e-18,-5.781726181750714e-26,-5.72303007485972e-26,3.7271710302612376e-15,0.054,0.0,0.0,0.058981851087217284,0.8799993964678378,2.068431980676564e-14,8.20991696342817e-35,4.6408887395888463e-26,0.06599791117071543,-4.6204219693485565e-23,9.177091664109472e-08,1.5496366681642793e-22
1.0803227367244848e-11,0.08314471999999999,1.997869577227882e-06,1.2084655934169147e-06,9.176937347852889e-08,3.378780545162367e-11,7.23005469375917e-11,7.382733243700845e-16,6.434151043538811e-23,4.021819638453232e-18,-1.7519278749490478e-25,9.179518966953368e-25,3.74483550618799e-15,0.054,0.0,0.0,0.058981848660947064,0.8799993957502978,2.0795215633127463e-14,8.297105871950813e-35,4.6808091751853334e-26,0.06599791028874809,-4.703375314644394e-23,9.188013990971437e-08,1.5603524600746387e-22
1.0816056689242475e-11,0.08314471999999999,1.9986406967290536e-06,1.2099005758943494e-06,9.187818921222602e-08,3.388478079806746e-11,7.255306938129479e-11,7.417497040743639e-16,6.481771310484939e-23,4.044438583587106e-18,1.728348084283255e-25,-2.8897016676068298e-25,3.762559449280335e-15,0.054,0.0,0.0,0.058981846236456296,0.8799993950327581,2.090656476876398e-14,8.385118296524703e-35,4.72102511240288e-26,0.06599790940856035,-4.6165549741486403e-23,9.198936346528069e-08,1.5711297190985307e-22
1.0828886011240103e-11,0.08314471999999999,1.9994100408873478e-06,1.2113355581035377e-06,9.198700420920395e-08,3.3981904692293035e-11,7.280617854818462e-11,7.452384183614543e-16,6.529686896526864e-23,4.067157132010817e-18,1.3688429589760093e-25,-1.964125656731566e-25,3.780342973555617e-15,0.054,0.0,0.0,0.058981843813740824,0.8799993943152183,2.1018368478866112e-14,8.473961055775163e-35,4.761538384603513e-26,0.06599790853014807,-4.6222201827334087e-23,9.20985873080353e-08,1.581968725890834e-22
1.084171533323773e-11,0.08314471999999999,2.0001776137896447e-06,1.2127705400446225e-06,9.209581846836081e-08,3.4079177144682933e-11,7.30598751167324e-11,7.487394968033019e-16,6.577899290837082e-23,4.08997559915461e-18,-2.6934267005667574e-25,3.2651510918098876e-25,3.798186193061743e-15,0.054,0.0,0.0,0.05898184139279661,0.8799993935976788,2.1130628030346537e-14,8.563641013906261e-35,4.8023508337457593e-26,0.0659979076535072,-4.633956380983226e-23,9.22078114382202e-08,1.5928697620026608e-22
1.0854544655235358e-11,0.08314471999999999,2.0009434195134483e-06,1.2142055217176764e-06,9.220463198859518e-08,3.4176598165558105e-11,7.33141597653993e-11,7.522529690091243e-16,6.626409981071582e-23,4.112894301043769e-18,-1.3110356167582349e-26,-1.1785516512586313e-25,3.8160892218789675e-15,0.054,0.0,0.0,0.05898183897361954,0.8799993928801391,2.124334469194538e-14,8.654165083718389e-35,4.8434643108769636e-26,0.06599790677863368,-4.615341523046984e-23,9.23170358560779e-08,1.603833109932535e-22
1.0880203299230614e-11,0.08314471999999999,2.00246974568937e-06,1.2170754842600963e-06,9.242225680789249e-08,3.437188595374509e-11,7.382449601688583e-11,7.593172133341286e-16,6.72433219863029e-23,4.159033676107714e-18,6.292256679400517e-25,-1.4591501055093178e-24,3.852075163927187e-15,0.054,0.0,0.0,0.058981834140550644,0.87999939144506,2.147015442950465e-14,8.837773452313176e-35,4.926601799055007e-26,0.06599790503417231,-4.5448818008866106e-23,9.253548555578366e-08,1.625947875990135e-22
1.0905861943225869e-11,0.08314471999999999,2.0039890518490912e-06,1.2199454457315425e-06,9.26398786582921e-08,3.456776813820304e-11,7.43371927301342e-11,7.664313889536285e-16,6.823465528953e-23,4.2055777972817256e-18,3.1577408368319944e-24,-5.8627195892658364e-24,3.8883017129838815e-15,0.054,0.0,0.0,0.05898182931450169,0.8799993900099812,2.169880787789966e-14,9.024842443343344e-35,5.0109658416978085e-26,0.06599790329673162,-4.353761442654464e-23,9.275393640910097e-08,1.6483153031659029e-22
