Time (s),Volume (m^3),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),H2OX(12),HX(9)
6.803694797718797e-10,0.066515776,0.938,0.0,1.3364735105268378e-06,0.0,2.396231159398544e-12,7.671880653368449e-08,0.0,0.0,0.03935995584634537,0.009999332047988268,0.04999922227278874,0.0,0.0,0.0019999232811934676,0.0,7.771553279246261e-07,1.1413703524947538e-09
6.933924000968432e-10,0.066515776,0.938,0.0,1.362053186678852e-06,0.0,2.399690796438518e-12,7.797220412978473e-08,0.0,0.0,0.039359928991777426,0.009999319263654795,0.0499992222623072,0.0,0.0,0.001999922027795872,0.0,7.771547967919815e-07,1.1633922259944964e-09
7.051130283893103e-10,0.066515776,0.938,0.0,1.3850748395272394e-06,0.0,2.4028441049886405e-12,7.909405792980396e-08,0.0,0.0,0.03935990482892161,0.009999307757783559,0.049999222252871574,0.0,0.0,0.001999920905942072,0.0,7.771543188980213e-07,1.1832161291709755e-09
7.168336566817774e-10,0.066515776,0.938,0.0,1.4080964396254597e-06,0.0,2.4060349743000703e-12,8.021006597596424e-08,0.0,0.0,0.039359880671960154,0.009999296251939687,0.04999922224343381,0.0,0.0,0.001999919789934025,0.0,7.771538411203007e-07,1.2030440273950626e-09
7.285542849742446e-10,0.066515776,0.938,0.0,1.4311179869805198e-06,0.0,2.4092634155831337e-12,8.1320258724698e-08,0.0,0.0,0.03935985652086258,0.009999284746123178,0.0499992222339939,0.0,0.0,0.001999918679741277,0.0,7.771533634574857e-07,1.2228759206373681e-09
7.402749132667117e-10,0.066515776,0.938,0.0,1.4541394815993924e-06,0.0,2.412529440056116e-12,8.242466647376545e-08,0.0,0.0,0.039359832375598626,0.009999273240334023,0.049999222224551866,0.0,0.0,0.0019999175753335273,0.0,7.771528859102115e-07,1.24271180886836e-09
7.519955415591789e-10,0.066515776,0.938,0.0,1.4771609234890074e-06,0.0,2.4158330589276876e-12,8.352331936302455e-08,0.0,0.0,0.0393598082361381,0.009999261734572223,0.04999922221510772,0.0,0.0,0.0019999164766806377,0.0,7.771524084782452e-07,1.2625516920583788e-09
7.63716169851646e-10,0.066515776,0.938,0.0,1.500182312656252e-06,0.0,2.4191742834031648e-12,8.461624737527859e-08,0.0,0.0,0.039359784102451,0.009999250228837773,0.04999922220566142,0.0,0.0,0.0019999153837526257,0.0,7.771519311602613e-07,1.2823955701776312e-09
7.754367981441132e-10,0.066515776,0.938,0.0,1.523203649107983e-06,0.0,2.4225531246933763e-12,8.570348033713397e-08,0.0,0.0,0.03935975997450754,0.009999238723130669,0.049999222196213,0.0,0.0,0.0019999142965196636,0.0,7.771514539555177e-07,1.3022434431961852e-09
7.871574264365803e-10,0.066515776,0.938,0.0,1.5462249328510256e-06,0.0,2.425969594009803e-12,8.678504791981906e-08,0.0,0.0,0.03935973585227802,0.009999227217450913,0.04999922218676245,0.0,0.0,0.0019999132149520816,0.0,7.771509768638649e-07,1.3220953110839757e-09
7.988780547290474e-10,0.066515776,0.938,0.0,1.5692461638921688e-06,0.0,2.4294237025604335e-12,8.786097963997589e-08,0.0,0.0,0.03935971173573292,0.009999215711798496,0.04999922217730977,0.0,0.0,0.0019999121390203607,0.0,7.77150499884773e-07,1.3419511738108065e-09
8.105986830215146e-10,0.066515776,0.938,0.0,1.5922673422381665e-06,0.0,2.4329154615531677e-12,8.893130486045573e-08,0.0,0.0,0.03935968762484286,0.009999204206173413,0.049999222167854955,0.0,0.0,0.0019999110686951403,0.0,7.771500230174014e-07,1.3618110313463455e-09
8.223193113139817e-10,0.066515776,0.938,0.0,1.6152884678957376e-06,0.0,2.436444882197588e-12,8.99960527911252e-08,0.0,0.0,0.03935966351957866,0.009999192700575666,0.04999922215839803,0.0,0.0,0.0019999100039472103,0.0,7.771495462611617e-07,1.3816748836601262e-09
8.340399396064489e-10,0.066515776,0.938,0.0,1.6383095408715668e-06,0.0,2.4400119757027527e-12,9.105525248967025e-08,0.0,0.0,0.03935963941991121,0.009999181195005246,0.04999922214893896,0.0,0.0,0.0019999089447475115,0.0,7.77149069615631e-07,1.4015427307215466e-09
8.45760567898916e-10,0.066515776,0.938,0.0,1.6613305611723059e-06,0.0,2.4436167532765514e-12,9.210893286238951e-08,0.0,0.0,0.03935961532581163,0.009999169689462154,0.04999922213947778,0.0,0.0,0.001999907891067139,0.0,7.771485930802316e-07,1.4214145724998726e-09
8.574811961913831e-10,0.066515776,0.938,0.0,1.6843515288045725e-06,0.0,2.447259226127058e-12,9.315712266497978e-08,0.0,0.0,0.03935959123725114,0.009999158183946387,0.04999922213001447,0.0,0.0,0.0019999068428773366,0.0,7.771481166543071e-07,1.4412904089642339e-09
8.692018244838503e-10,0.066515776,0.938,0.0,1.7073724437749503e-06,0.0,2.4509394054626754e-12,9.41998505033189e-08,0.0,0.0,0.03935956715420114,0.00999914667845794,0.04999922212054903,0.0,0.0,0.0019999058001494976,0.0,7.771476403373021e-07,1.4611702400836276e-09
8.926430810687846e-10,0.066515776,0.938,0.0,1.753414115756208e-06,0.0,2.4584129284204394e-12,9.626903396634036e-08,0.0,0.0,0.03935951900451888,0.009999123667562991,0.04999922210161178,0.0,0.0,0.001999903730966034,0.0,7.771466880278305e-07,1.5009418861628228e-09
9.137402119952254e-10,0.066515776,0.938,0.0,1.7948514405010458e-06,0.0,2.4652681676971703e-12,9.811290309957705e-08,0.0,0.0,0.03935947568836672,0.009999102957850942,0.04999922208456099,0.0,0.0,0.0019999018870969013,0.0,7.771458313164449e-07,1.536750029040524e-09
9.348373429216662e-10,0.066515776,0.938,0.0,1.836288594722235e-06,0.0,2.4722457502852582e-12,9.993951358186024e-08,0.0,0.0,0.03935943238963032,0.009999082248227356,0.04999922206750333,0.0,0.0,0.001999900060486419,0.0,7.771449749493943e-07,1.5725711141122108e-09
9.55934473848107e-10,0.066515776,0.938,0.0,1.8777255784569775e-06,0.0,2.479345741543347e-12,1.0174902692745303e-07,0.0,0.0,0.039359389108148124,0.009999061538692221,0.0499992220504388,0.0,0.0,0.001999898250973074,0.0,7.771441189233083e-07,1.608405141192207e-09
9.770316047745477e-10,0.066515776,0.938,0.0,1.919162391742138e-06,0.0,2.486568206828974e-12,1.0354160313909255e-07,0.0,0.0,0.03935934584376013,0.009999040829245515,0.04999922203336739,0.0,0.0,0.0019998964583968614,0.0,7.771432632352232e-07,1.6442521100934204e-09
9.981287357009884e-10,0.066515776,0.938,0.0,1.9605990346142425e-06,0.0,2.4939132114975973e-12,1.0531740072213503e-07,0.0,0.0,0.039359302596307766,0.009999020119887219,0.04999922201628912,0.0,0.0,0.0019998946825992786,0.0,7.771424078820644e-07,1.6801120206273468e-09
9.999999999999999e-10,0.066515776,0.938,0.0,1.9642743560210874e-06,0.0,2.4945706142757644e-12,1.054741048339161e-07,0.0,0.0,0.03935929876117613,0.009999018283021681,0.049999222014773984,0.0,0.0,0.001999894525895167,0.0,7.771423320303782e-07,1.6832933324872e-09
1.0192258666274291e-09,0.066515776,0.938,0.0,2.002035507109485e-06,0.0,2.5013808209020508e-12,1.0707657669856984e-07,0.0,0.0,0.039359259365634,0.00999899941061732,0.04999922199920398,0.0,0.0,0.0019998929234233023,0.0,7.771415528605366e-07,1.7159848726040672e-09
1.0403229975538699e-09,0.066515776,0.938,0.0,2.0434718092637298e-06,0.0,2.508971100393753e-12,1.0881928662090383e-07,0.0,0.0,0.039359216151583234,0.009998978701435794,0.04999922198211198,0.0,0.0,0.0019998911807133798,0.0,7.771406981676058e-07,1.751870665832247e-09
1.0614201284803106e-09,0.066515776,0.938,0.0,2.084907941112511e-06,0.0,2.5166841153225423e-12,1.1054568458591397e-07,0.0,0.0,0.03935917295400134,0.009998957992342626,0.049999221965013114,0.0,0.0,0.001999889454315414,0.0,7.771398438003624e-07,1.7877694001191344e-09
1.0825172594067513e-09,0.066515776,0.938,0.0,2.1263439026910435e-06,0.0,2.5245199310356075e-12,1.1225592324827025e-07,0.0,0.0,0.03935912977273564,0.009998937283337795,0.04999922194790741,0.0,0.0,0.001999887744076752,0.0,7.771389897556839e-07,1.8236810752705635e-09
1.103614390333192e-09,0.066515776,0.938,0.0,2.167779694034217e-06,0.0,2.532478612878236e-12,1.1395015383403112e-07,0.0,0.0,0.039359086607634854,0.009998916574421288,0.04999922193079484,0.0,0.0,0.001999886049846166,0.0,7.771381360305125e-07,1.8596056910909484e-09
1.1247115212596328e-09,0.066515776,0.938,0.0,2.2092153151766057e-06,0.0,2.5405602261943696e-12,1.1562852615401295e-07,0.0,0.0,0.03935904345854916,0.009998895865593086,0.04999922191367544,0.0,0.0,0.0019998843714738464,0.0,7.771372826220025e-07,1.8955432473832845e-09
1.1458086521860735e-09,0.066515776,0.938,0.0,2.250650766152469e-06,0.0,2.5487648363255337e-12,1.172911886170347e-07,0.0,0.0,0.03935900032533011,0.00999887515685317,0.04999922189654918,0.0,0.0,0.001999882708811383,0.0,7.77136429527218e-07,1.9314937439491493e-09
1.1669057831125143e-09,0.066515776,0.938,0.0,2.2920860469957525e-06,0.0,2.557092508610888e-12,1.1893828824303881e-07,0.0,0.0,0.03935895720783067,0.009998854448201524,0.04999922187941607,0.0,0.0,0.0019998810617117575,0.0,7.771355767431529e-07,1.967457180588699e-09
1.188002914038955e-09,0.066515776,0.938,0.0,2.3335211577400944e-06,0.0,2.5655433083882006e-12,1.205699706760888e-07,0.0,0.0,0.03935891410590513,0.009998833739638136,0.049999221862276136,0.0,0.0,0.0019998794300293246,0.0,7.771347242669729e-07,2.003433557100671e-09
1.2091000449653957e-09,0.066515776,0.938,0.0,2.3749560984188247e-06,0.0,2.574117300993211e-12,1.2218638019724531e-07,0.0,0.0,0.039358871019409214,0.009998813031162982,0.049999221845129366,0.0,0.0,0.001999877813619803,0.0,7.771338720958849e-07,2.039422873282377e-09
1.2301971758918364e-09,0.066515776,0.938,0.0,2.4163908690649717e-06,0.0,2.5828145517590236e-12,1.237876597373215e-07,0.0,0.0,0.03935882794819994,0.009998792322776048,0.049999221827975754,0.0,0.0,0.0019998762123402633,0.0,7.771330202269924e-07,2.0754251289297074e-09
1.2512943068182772e-09,0.066515776,0.938,0.0,2.457825469711264e-06,0.0,2.591635126017041e-12,1.2537395088951972e-07,0.0,0.0,0.03935878489213569,0.009998771614477318,0.04999922181081532,0.0,0.0,0.001999874626049111,0.0,7.771321686574779e-07,2.111440323837129e-09
1.272391437744718e-09,0.066515776,0.938,0.0,2.4992599003901287e-06,0.0,2.600579089096984e-12,1.2694539392194875e-07,0.0,0.0,0.039358741851076184,0.009998750906266776,0.04999922179364805,0.0,0.0,0.001999873054606078,0.0,7.771313173846322e-07,2.1474684577976817e-09
1.2934885686711586e-09,0.066515776,0.938,0.0,2.540694161133701e-06,0.0,2.609646506325953e-12,1.285021277900255e-07,0.0,0.0,0.03935869882488241,0.009998730198144406,0.04999922177647396,0.0,0.0,0.00199987149787221,0.0,7.771304664056897e-07,2.183509530602984e-09
1.3145856995975994e-09,0.066515776,0.938,0.0,2.5821282519738244e-06,0.0,2.6188374430289082e-12,1.3004429014875917e-07,0.0,0.0,0.03935865581341669,0.009998709490110192,0.04999922175929305,0.0,0.0,0.0019998699557098516,0.0,7.771296157178813e-07,2.2195635420432223e-09
1.33568283052404e-09,0.066515776,0.938,0.0,2.6235621729420503e-06,0.0,2.628151964529278e-12,1.3157201736492124e-07,0.0,0.0,0.03935861281654264,0.009998688782164117,0.04999922174210531,0.0,0.0,0.0019998684279826356,0.0,7.77128765318546e-07,2.2556304919071562e-09
1.3567799614504808e-09,0.066515776,0.938,0.0,2.664995924069647e-06,0.0,2.6375901361481106e-12,1.330854445291014e-07,0.0,0.0,0.03935856983412514,0.009998668074306166,0.04999922172491077,0.0,0.0,0.0019998669145554716,0.0,7.771279152050327e-07,2.291710379982119e-09
1.3778770923769215e-09,0.066515776,0.938,0.0,2.706429505387593e-06,0.0,2.64715202320395e-12,1.3458470546765065e-07,0.0,0.0,0.03935852686603032,0.009998647366536323,0.0499992217077094,0.0,0.0,0.001999865415294533,0.0,7.771270653746534e-07,2.327803206054009e-09
1.3989742233033623e-09,0.066515776,0.938,0.0,2.7478629169265915e-06,0.0,2.6568376910136828e-12,1.3606993275451246e-07,0.0,0.0,0.039358483912125604,0.009998626658854573,0.04999922169050122,0.0,0.0,0.0019998639300672456,0.0,7.771262158247891e-07,2.363908969907298e-09
1.420071354229803e-09,0.066515776,0.938,0.0,2.789296158717063e-06,0.0,2.6666472048921535e-12,1.3754125772294366e-07,0.0,0.0,0.039358440972279606,0.0099986059512609,0.04999922167328624,0.0,0.0,0.0019998624587422775,0.0,7.771253665528731e-07,2.400027671325022e-09
1.4411684851562437e-09,0.066515776,0.938,0.0,2.830729230789154e-06,0.0,2.676580630151534e-12,1.389988104771249e-07,0.0,0.0,0.0393583980463622,0.00999858524375529,0.04999922165606445,0.0,0.0,0.0019998610011895232,0.0,7.771245175563151e-07,2.4361593100887826e-09
1.4622656160826845e-09,0.066515776,0.938,0.0,2.872162133172735e-06,0.0,2.686638032102027e-12,1.4044271990366347e-07,0.0,0.0,0.039358355134244474,0.00999856453633773,0.04999922163883586,0.0,0.0,0.0019998595572800963,0.0,7.771236688325471e-07,2.4723038859787495e-09
1.4833627470091252e-09,0.066515776,0.938,0.0,2.9135948658974067e-06,0.0,2.696819476052025e-12,1.4187311368298734e-07,0.0,0.0,0.03935831223579874,0.0099985438290082,0.04999922162160047,0.0,0.0,0.0019998581268863176,0.0,7.771228203790671e-07,2.508461398773654e-09
1.504459877935566e-09,0.066515776,0.938,0.0,2.9550274289925033e-06,0.0,2.707125027307333e-12,1.4329011830063363e-07,0.0,0.0,0.039358269350898444,0.009998523121766686,0.049999221604358275,0.0,0.0,0.0019998567098817002,0.0,7.771219721933773e-07,2.5446318482507912e-09
1.5255570088620067e-09,0.066515776,0.938,0.0,2.9964598224870886e-06,0.0,2.717554751171423e-12,1.4469385905843048e-07,0.0,0.0,0.0393582264794183,0.00999850241461318,0.04999922158710928,0.0,0.0,0.0019998553061409416,0.0,7.771211242729772e-07,2.5808152341860172e-09
1.5466541397884474e-09,0.066515776,0.938,0.0,3.0378920464099664e-06,0.0,2.7281087129459887e-12,1.4608446008557505e-07,0.0,0.0,0.039358183621234125,0.009998481707547661,0.04999922156985351,0.0,0.0,0.001999853915539915,0.0,7.771202766154191e-07,2.6170115563537475e-09
1.5677512707148881e-09,0.066515776,0.938,0.0,3.079324100789678e-06,0.0,2.73878697793037e-12,1.474620443496075e-07,0.0,0.0,0.03935814077622295,0.009998461000570117,0.049999221552590935,0.0,0.0,0.001999852537955651,0.0,7.771194292182855e-07,2.653220814526957e-09
1.5888484016413288e-09,0.066515776,0.938,0.0,3.1207559856545063e-06,0.0,2.749589611421317e-12,1.4882673366728207e-07,0.0,0.0,0.0393580979442629,0.009998440293680534,0.04999922153532157,0.0,0.0,0.001999851173266333,0.0,7.771185820791528e-07,2.6894430084771776e-09
1.6099455325677696e-09,0.066515776,0.938,0.0,3.162187701032477e-06,0.0,2.760516678713639e-12,1.50178648715337e-07,0.0,0.0,0.039358055125233306,0.009998419586878894,0.04999922151804543,0.0,0.0,0.0019998498213512853,0.0,7.771177351956289e-07,2.725678137974498e-09
1.6310426634942103e-09,0.066515776,0.938,0.0,3.2036192469513644e-06,0.0,2.771568245100024e-12,1.5151790904116298e-07,0.0,0.0,0.03935801231901457,0.00999839888016519,0.0499992215007625,0.0,0.0,0.0019998484820909585,0.0,7.771168885653627e-07,2.7619262027875617e-09
1.652139794420651e-09,0.066515776,0.938,0.0,3.245050623438688e-06,0.0,2.7827443758705083e-12,1.528446330733723e-07,0.0,0.0,0.039357969525488264,0.009998378173539399,0.04999922148347279,0.0,0.0,0.0019998471553669263,0.0,7.771160421860103e-07,2.7981872026835647e-09
1.6732369253470918e-09,0.066515776,0.938,0.0,3.2864818305217204e-06,0.0,2.794045136312904e-12,1.5415893813226886e-07,0.0,0.0,0.03935792674453702,0.009998357467001518,0.0499992214661763,0.0,0.0,0.001999845841061868,0.0,7.771151960552396e-07,2.8344611374282556e-09
1.6943340562735325e-09,0.066515776,0.938,0.0,3.3279128682274864e-06,0.0,2.805470591713029e-12,1.5546094044022021e-07,0.0,0.0,0.039357883976044596,0.009998336760551525,0.049999221448873046,0.0,0.0,0.00199984453905956,0.0,7.771143501707589e-07,2.8707480067859346e-09
1.7154311871999732e-09,0.066515776,0.938,0.0,3.3693437365827687e-06,0.0,2.8170208073541447e-12,1.567507551319324e-07,0.0,0.0,0.03935784121989584,0.00999831605418941,0.049999221431563004,0.0,0.0,0.0019998432492448676,0.0,7.771135045302963e-07,2.9070478105194477e-09
1.736528318126414e-09,0.066515776,0.938,0.0,3.4107744356141033e-06,0.0,2.828695848517029e-12,1.5802849626462904e-07,0.0,0.0,0.03935779847597666,0.00999829534791516,0.0499992214142462,0.0,0.0,0.001999841971503735,0.0,7.771126591315874e-07,2.9433605483901926e-09
1.7576254490528547e-09,0.066515776,0.938,0.0,3.45220496534779e-06,0.0,2.8404957804804244e-12,1.592942768281346e-07,0.0,0.0,0.03935775574417406,0.009998274641728758,0.04999922139692262,0.0,0.0,0.0019998407057231727,0.0,7.771118139723967e-07,2.979686220158111e-09
1.7787225799792954e-09,0.066515776,0.938,0.0,3.493635325809889e-06,0.0,2.852420668520688e-12,1.605482087548641e-07,0.0,0.0,0.03935771302437606,0.009998253935630199,0.04999922137959227,0.0,0.0,0.001999839451791245,0.0,7.771109690505171e-07,3.0160248255816887e-09
1.7998197109057361e-09,0.066515776,0.938,0.0,3.5350655170262263e-06,0.0,2.864470577911544e-12,1.61790402929718e-07,0.0,0.0,0.039357670316471756,0.009998233229619461,0.04999922136225517,0.0,0.0,0.00199983820959707,0.0,7.771101243637527e-07,3.0523763644179564e-09
1.8209168418321769e-09,0.066515776,0.938,0.0,3.576495539022393e-06,0.0,2.876645573924508e-12,1.6302096919988612e-07,0.0,0.0,0.03935762762035129,0.00999821252369654,0.04999922134491129,0.0,0.0,0.0019998369790308,0.0,7.77109279909926e-07,3.0887408364224855e-09
1.8420139727586176e-09,0.066515776,0.938,0.0,3.61792539182375e-06,0.0,2.8889457218288546e-12,1.6424001638455873e-07,0.0,0.0,0.03935758493590583,0.009998191817861414,0.04999922132756066,0.0,0.0,0.001999835759983616,0.0,7.771084356868893e-07,3.125118241349388e-09
1.8631111036850583e-09,0.066515776,0.938,0.0,3.659355075455429e-06,0.0,2.9013710868912056e-12,1.6544765228454684e-07,0.0,0.0,0.039357542263027526,0.009998171112114077,0.04999922131020328,0.0,0.0,0.0019998345523477156,0.0,7.771075916925116e-07,3.1615085789513137e-09
1.884208234611499e-09,0.066515776,0.938,0.0,3.700784589942336e-06,0.0,2.9139217343757642e-12,1.6664398369181282e-07,0.0,0.0,0.039357499601609586,0.009998150406454515,0.04999922129283914,0.0,0.0,0.001999833356016308,0.0,7.771067479246761e-07,3.1979118489794497e-09
1.9053053655379398e-09,0.066515776,0.938,0.0,3.74221393530915e-06,0.0,2.9265977295445238e-12,1.678291163989116e-07,0.0,0.0,0.03935745695154617,0.009998129700882711,0.049999221275468235,0.0,0.0,0.0019998321708836015,0.0,7.771059043812906e-07,3.2343280511835194e-09
1.9264024964643805e-09,0.066515776,0.938,0.0,3.783643111580328e-06,0.0,2.939399137656914e-12,1.6900315520834387e-07,0.0,0.0,0.039357414312732465,0.009998108995398658,0.049999221258090594,0.0,0.0,0.001999830996844791,0.0,7.771050610602859e-07,3.2707571853117778e-09
1.9474996273908212e-09,0.066515776,0.938,0.0,3.825072118780109e-06,0.0,2.952326023969769e-12,1.7016620394182092e-07,0.0,0.0,0.03935737168506465,0.009998088290002342,0.049999221240706195,0.0,0.0,0.001999829833796058,0.0,7.771042179596068e-07,3.307199251111013e-09
1.968596758317262e-09,0.066515776,0.938,0.0,3.866500956932509e-06,0.0,2.9653784537376374e-12,1.7131836544944373e-07,0.0,0.0,0.03935732906843982,0.009998067584693751,0.04999922122331506,0.0,0.0,0.0019998286816345513,0.0,7.771033750772161e-07,3.343654248326544e-09
1.9896938892437027e-09,0.066515776,0.938,0.0,3.907929626061332e-06,0.0,2.978556492212608e-12,1.7245974161879556e-07,0.0,0.0,0.03935728646275609,0.009998046879472876,0.04999922120591717,0.0,0.0,0.0019998275402583815,0.0,7.771025324111015e-07,3.3801221767022177e-09
2.0107910201701434e-09,0.066515776,0.938,0.0,3.949358126190165e-06,0.0,2.9918602046440903e-12,1.7359043338394973e-07,0.0,0.0,0.03935724386791248,0.0099980261743397,0.049999221188512535,0.0,0.0,0.001999826409566616,0.0,7.771016899592667e-07,3.41660303598041e-09
2.031888151096584e-09,0.066515776,0.938,0.0,3.990786457342383e-06,0.0,3.0052896562790673e-12,1.7471054073439287e-07,0.0,0.0,0.039357201283809,0.009998005469294214,0.04999922117110117,0.0,0.0,0.0019998252894592662,0.0,7.771008477197318e-07,3.453096825902018e-09
2.052985282023025e-09,0.066515776,0.938,0.0,4.032214619541149e-06,0.0,3.0188449123621186e-12,1.758201627238649e-07,0.0,0.0,0.03935715871034657,0.009997984764336408,0.04999922115368306,0.0,0.0,0.001999824179837276,0.0,7.771000056905377e-07,3.489603546206466e-09
2.0740824129494656e-09,0.066515776,0.938,0.0,4.073642612809422e-06,0.0,3.0325260381351466e-12,1.7691939747911615e-07,0.0,0.0,0.03935711614742703,0.009997964059466267,0.049999221136258216,0.0,0.0,0.0019998230806025216,0.0,7.770991638697458e-07,3.5261231966317007e-09
2.0951795438759064e-09,0.066515776,0.938,0.0,4.11507043716995e-06,0.0,3.046333098837477e-12,1.7800834220858243e-07,0.0,0.0,0.03935707359495316,0.00999794335468378,0.04999922111882663,0.0,0.0,0.001999821991657791,0.0,7.770983222554309e-07,3.562655776914184e-09
2.116276674802347e-09,0.066515776,0.938,0.0,4.156498092645278e-06,0.0,3.0602661597060174e-12,1.790870932109792e-07,0.0,0.0,0.03935703105282865,0.009997922649988935,0.049999221101388325,0.0,0.0,0.001999820912906789,0.0,7.770974808456885e-07,3.5992012867889013e-09
2.137373805728788e-09,0.066515776,0.938,0.0,4.197925579257748e-06,0.0,3.074325285975049e-12,1.80155745883815e-07,0.0,0.0,0.03935698852095808,0.009997901945381723,0.04999922108394328,0.0,0.0,0.0019998198442541157,0.0,7.770966396386331e-07,3.6357597259893516e-09
2.1584709366552285e-09,0.066515776,0.938,0.0,4.239352897029502e-06,0.0,3.08851054287616e-12,1.8121439473182564e-07,0.0,0.0,0.03935694599924692,0.009997881240862136,0.0499992210664915,0.0,0.0,0.001999818785605268,0.0,7.770957986323948e-07,3.67233109424755e-09
2.1795680675816693e-09,0.066515776,0.938,0.0,4.280780045982482e-06,0.0,3.1028219956384453e-12,1.822631333753286e-07,0.0,0.0,0.03935690348760152,0.009997860536430155,0.04999922104903301,0.0,0.0,0.0019998177368666255,0.0,7.770949578251206e-07,3.708915391294023e-09
2.20066519850811e-09,0.066515776,0.938,0.0,4.322207026138433e-06,0.0,3.1172597094884186e-12,1.8330205455850038e-07,0.0,0.0,0.03935686098592912,0.009997839832085775,0.049999221031567787,0.0,0.0,0.001999816697945441,0.0,7.770941172149767e-07,3.745512616857809e-09
2.2217623294345507e-09,0.066515776,0.938,0.0,4.363633837518904e-06,0.0,3.13182374964985e-12,1.8433125015757565e-07,0.0,0.0,0.039356818494137844,0.00999781912782898,0.04999922101409584,0.0,0.0,0.0019998156687498422,0.0,7.770932768001466e-07,3.7821227706664564e-09
2.2428594603609915e-09,0.066515776,0.938,0.0,4.4050604801452545e-06,0.0,3.1465141813439047e-12,1.8535081118896967e-07,0.0,0.0,0.039356776012136635,0.009997798423659764,0.04999922099661717,0.0,0.0,0.001999814649188811,0.0,7.770924365788291e-07,3.818745852446017e-09
2.263956591287432e-09,0.066515776,0.938,0.0,4.446486954038646e-06,0.0,3.1613310697891758e-12,1.8636082781732508e-07,0.0,0.0,0.03935673353983531,0.009997777719578115,0.04999922097913179,0.0,0.0,0.0019998136391721827,0.0,7.770915965492406e-07,3.855381861921053e-09
2.285053722213873e-09,0.066515776,0.938,0.0,4.487913259220057e-06,0.0,3.1762744802015127e-12,1.8736138936348308e-07,0.0,0.0,0.03935669107714454,0.009997757015584023,0.049999220961639695,0.0,0.0,0.001999812638610636,0.0,7.770907567096146e-07,3.892030798814626e-09
2.3061508531403137e-09,0.066515776,0.938,0.0,4.529339395710272e-06,0.0,3.1913444777940515e-12,1.8835258431238008e-07,0.0,0.0,0.03935664862397583,0.009997736311677477,0.04999922094414088,0.0,0.0,0.001999811647415688,0.0,7.770899170582015e-07,3.9286926628483024e-09
2.3272479840667544e-09,0.066515776,0.938,0.0,4.570765363529891e-06,0.0,3.2065411277773187e-12,1.8933450032087057e-07,0.0,0.0,0.03935660618024147,0.009997715607858467,0.04999922092663535,0.0,0.0,0.001999810665499679,0.0,7.770890775932666e-07,3.965367453742145e-09
2.348345114993195e-09,0.066515776,0.938,0.0,4.612191162699332e-06,0.0,3.2218644953591132e-12,1.9030722422547657e-07,0.0,0.0,0.03935656374585463,0.00999769490412698,0.04999922090912311,0.0,0.0,0.001999809692775774,0.0,7.770882383130918e-07,4.0020551712147155e-09
2.369442245919636e-09,0.066515776,0.938,0.0,4.653616793238827e-06,0.0,3.23731464574445e-12,1.9127084205006478e-07,0.0,0.0,0.03935652132072927,0.009997674200483008,0.049999220891604156,0.0,0.0,0.0019998087291579502,0.0,7.77087399215977e-07,4.038755814983074e-09
2.3905393768460766e-09,0.066515776,0.938,0.0,4.695042255168428e-06,0.0,3.252891644135661e-12,1.922254390134517e-07,0.0,0.0,0.03935647890478014,0.009997653496926542,0.049999220874078494,0.0,0.0,0.0019998077745609867,0.0,7.770865603002356e-07,4.075469384762767e-09
2.4116365077725173e-09,0.066515776,0.938,0.0,4.736467548508005e-06,0.0,3.268595555732355e-12,1.9317109953693764e-07,0.0,0.0,0.03935643649792282,0.00999763279345757,0.04999922085654614,0.0,0.0,0.001999806828900463,0.0,7.770857215641976e-07,4.11219588026784e-09
2.432733638698958e-09,0.066515776,0.938,0.0,4.777892673277258e-06,0.0,3.284426445731322e-12,1.9410790725177037e-07,0.0,0.0,0.03935639410007365,0.009997612090076081,0.04999922083900707,0.0,0.0,0.0019998058920927485,0.0,7.770848830062098e-07,4.148935301210826e-09
2.4538307696253988e-09,0.066515776,0.938,0.0,4.819317629495701e-06,0.0,3.3003843793265797e-12,1.9503594500653858e-07,0.0,0.0,0.039356351711149755,0.009997591386782072,0.0499992208214613,0.0,0.0,0.001999804964054994,0.0,7.770840446246328e-07,4.185687647302741e-09
2.4749279005518395e-09,0.066515776,0.938,0.0,4.860742417182679e-06,0.0,3.316469421709407e-12,1.959552948744966e-07,0.0,0.0,0.039356309331069046,0.009997570683575525,0.049999220803908825,0.0,0.0,0.001999804044705126,0.0,7.770832064178421e-07,4.222452918253091e-09
2.4960250314782802e-09,0.066515776,0.938,0.0,4.902167036357363e-06,0.0,3.3326816380682485e-12,1.9686603816082002e-07,0.0,0.0,0.03935626695975021,0.009997549980456433,0.04999922078634965,0.0,0.0,0.0019998031339618395,0.0,7.770823683842307e-07,4.259231113769866e-09
2.517122162404721e-09,0.066515776,0.938,0.0,4.943591487038753e-06,0.0,3.3490210935887085e-12,1.9776825540979406e-07,0.0,0.0,0.03935622459711268,0.009997529277424786,0.04999922076878379,0.0,0.0,0.0019998022317445903,0.0,7.770815305222061e-07,4.296022233559538e-09
2.5382192933311617e-09,0.066515776,0.938,0.0,4.98501576924568e-06,0.0,3.365487853453596e-12,1.986620264119341e-07,0.0,0.0,0.03935618224307665,0.009997508574480578,0.04999922075121123,0.0,0.0,0.0019998013379735886,0.0,7.770806928301887e-07,4.332826277327048e-09
