Time (s),Volume (m^3),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
4.0124835459883136e-20,0.043484688560000005,0.054,0.0,5.821479833710437e-15,0.0,0.0,1.014431898166222e-14,0.0,0.0,0.025733003822042633,0.8799999999999971,0.0,0.0,0.0,0.06599999999998987,0.0
8.024967145123885e-20,0.043484688560000005,0.054,0.0,1.1642959744519492e-14,0.0,0.0,2.0288638097549388e-14,0.0,0.0,0.025733003822026666,0.8799999999999942,0.0,0.0,0.0,0.06599999999997973,0.0
1.6049934343395027e-19,0.043484688560000005,0.054,0.0,2.3285919566108627e-14,0.0,0.0,4.0577276328899544e-14,0.0,0.0,0.025733003821994734,0.8799999999999885,0.0,0.0,0.0,0.06599999999995944,0.0
3.209986873993731e-19,0.043484688560000005,0.054,0.0,4.657183920917101e-14,0.0,0.0,8.115455278990316e-14,0.0,0.0,0.02573300382193087,0.8799999999999768,0.0,0.0,0.0,0.06599999999991886,0.0
6.419973753302188e-19,0.043484688560000005,0.054,0.0,9.314367849483221e-14,0.0,0.0,1.6230910570512358e-13,0.0,0.0,0.025733003821803144,0.8799999999999535,0.0,0.0,0.0,0.0659999999998377,0.0
1.28399475119191e-18,0.043484688560000005,0.054,0.0,1.8628735706430047e-13,0.0,0.0,3.2461821150841715e-13,0.0,0.0,0.025733003821547692,0.879999999999907,0.0,0.0,0.0,0.06599999999967539,0.0
2.5679895029152927e-18,0.043484688560000005,0.054,0.0,3.7257471419582006e-13,0.0,0.0,6.49236423006415e-13,0.0,0.0,0.025733003821036785,0.8799999999998138,0.0,0.0,0.0,0.06599999999935077,0.0
3.851984254638676e-18,0.043484688560000005,0.054,0.0,5.588620713199227e-13,0.0,0.0,9.73854634395824e-13,0.0,0.0,0.025733003820525877,0.8799999999997207,0.0,0.0,0.0,0.06599999999902616,0.0
5.135979006362059e-18,0.043484688560000005,0.054,0.0,7.451494284366085e-13,0.0,0.0,1.2984728456766434e-12,0.0,0.0,0.02573300382001497,0.8799999999996275,0.0,0.0,0.0,0.06599999999870154,0.0
7.703968509808825e-18,0.043484688560000005,0.054,0.0,1.117724142652573e-12,0.0,0.0,1.9477092679834307e-12,0.0,0.0,0.02573300381899316,0.8799999999994412,0.0,0.0,0.0,0.06599999999805231,0.0
1.0271958013255591e-17,0.043484688560000005,0.054,0.0,1.4902988568412633e-12,0.0,0.0,2.5969456898908974e-12,0.0,0.0,0.025733003817971348,0.8799999999992549,0.0,0.0,0.0,0.06599999999740308,0.0
1.540793702014912e-17,0.043484688560000005,0.054,0.0,2.2354482851290846e-12,0.0,0.0,3.895418532394601e-12,0.0,0.0,0.025733003815927726,0.8799999999988823,0.0,0.0,0.0,0.0659999999961046,0.0
2.0543916027042653e-17,0.043484688560000005,0.054,0.0,2.9805977132988476e-12,0.0,0.0,5.1938913731698364e-12,0.0,0.0,0.025733003813884103,0.8799999999985098,0.0,0.0,0.0,0.06599999999480613,0.0
3.081587404082971e-17,0.043484688560000005,0.054,0.0,4.470896569282569e-12,0.0,0.0,7.790837049511018e-12,0.0,0.0,0.02573300380979686,0.8799999999977646,0.0,0.0,0.0,0.06599999999220918,0.0
