Time (s),Volume (m^3),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
2.507619121830681e-07,0.043484688560000005,0.054,0.0,0.01454358690963364,0.0,0.0,0.0004390161981553536,0.0,0.0,0.010750400714269626,0.8727282065451841,0.0,0.0,0.0,0.06556098380184468,0.0
2.517866086379228e-07,0.043484688560000005,0.054,0.0,0.014569260071516958,0.0,0.0,0.00043800622218920015,0.0,0.0,0.010725737528352456,0.8727153699642424,0.0,0.0,0.0,0.06556199377781084,0.0
2.5281130509277745e-07,0.043484688560000005,0.054,0.0,0.014594815331925073,0.0,0.0,0.00043700089714410943,0.0,0.0,0.010701187592989433,0.8727025923340386,0.0,0.0,0.0,0.06556299910285593,0.0
2.538360015476321e-07,0.043484688560000005,0.054,0.0,0.014620253502814016,0.0,0.0,0.0004360001909005844,0.0,0.0,0.010676750128344011,0.872689873248594,0.0,0.0,0.0,0.06556399980909944,0.0
2.5588539445734143e-07,0.043484688560000005,0.054,0.0,0.01467078178669236,0.0,0.0,0.00043401250781467844,0.0,0.0,0.010628209527551578,0.8726646091066549,0.0,0.0,0.0,0.06556598749218537,0.0
2.577298480760798e-07,0.043484688560000005,0.054,0.0,0.014715864790303486,0.0,0.0,0.0004322390731167849,0.0,0.0,0.010584899958638342,0.8726420676048493,0.0,0.0,0.0,0.06556776092688323,0.0
2.595743016948182e-07,0.043484688560000005,0.054,0.0,0.014760580715987175,0.0,0.0,0.00043048011711986156,0.0,0.0,0.010541942988951575,0.8726197096420075,0.0,0.0,0.0,0.06556951988288016,0.0
2.6141875531355657e-07,0.043484688560000005,0.054,0.0,0.014804934037704736,0.0,0.0,0.00042873546287093144,0.0,0.0,0.010499334321482945,0.8725975329811486,0.0,0.0,0.0,0.06557126453712911,0.0
2.6326320893229495e-07,0.043484688560000005,0.054,0.0,0.01484892915689908,0.0,0.0,0.0004270049362933103,0.0,0.0,0.01045706972886622,0.8725755354215514,0.0,0.0,0.0,0.06557299506370674,0.0
2.651076625510333e-07,0.043484688560000005,0.054,0.0,0.01489257040396053,0.0,0.0,0.0004252883661283009,0.0,0.0,0.01041514505196978,0.8725537147980207,0.0,0.0,0.0,0.06557471163387173,0.0
2.669521161697717e-07,0.043484688560000005,0.054,0.0,0.014935862039656666,0.0,0.0,0.0004235855838783223,0.0,0.0,0.010373556198523627,0.8725320689801727,0.0,0.0,0.0,0.06557641441612173,0.0
2.687965697885101e-07,0.043484688560000005,0.054,0.0,0.014978808256528052,0.0,0.0,0.0004218964237513999,0.0,0.0,0.010332299141779161,0.8725105958717372,0.0,0.0,0.0,0.06557810357624864,0.0
2.7064102340724846e-07,0.043484688560000005,0.054,0.0,0.015021413180249915,0.0,0.0,0.00042022072260701634,0.0,0.0,0.010291369919201682,0.8724892934098759,0.0,0.0,0.0,0.06557977927739303,0.0
2.7248547702598684e-07,0.043484688560000005,0.054,0.0,0.015063680870961231,0.0,0.0,0.00041855831990325734,0.0,0.0,0.010250764631194124,0.8724681595645205,0.0,0.0,0.0,0.06558144168009679,0.0
2.743299306447252e-07,0.043484688560000005,0.054,0.0,0.0151056153245623,0.0,0.0,0.0004169090576452193,0.0,0.0,0.010210479439851096,0.87244719233772,0.0,0.0,0.0,0.06558309094235482,0.0
2.761743842634636e-07,0.043484688560000005,0.054,0.0,0.01514722047398166,0.0,0.0,0.0004152727803346351,0.0,0.0,0.010170510567742317,0.8724263897630101,0.0,0.0,0.0,0.06558472721966543,0.0
2.78018837882202e-07,0.043484688560000005,0.054,0.0,0.01518850019041316,0.0,0.0,0.0004136493349206929,0.0,0.0,0.010130854296724758,0.8724057499047944,0.0,0.0,0.0,0.06558635066507937,0.0
2.7986329150094036e-07,0.043484688560000005,0.054,0.0,0.015229458284523902,0.0,0.0,0.0004120385707520152,0.0,0.0,0.010091506966782694,0.872385270857739,0.0,0.0,0.0,0.06558796142924804,0.0
2.8170774511967874e-07,0.043484688560000005,0.054,0.0,0.015270098507633825,0.0,0.0,0.00041044033952976756,0.0,0.0,0.010052464974895018,0.872364950746184,0.0,0.0,0.0,0.0655895596604703,0.0
2.835521987384171e-07,0.043484688560000005,0.054,0.0,0.015310424552867869,0.0,0.0,0.0004088544952618628,0.0,0.0,0.01001372477392888,0.872344787723567,0.0,0.0,0.0,0.06559114550473817,0.0
2.853966523571555e-07,0.043484688560000005,0.054,0.0,0.015350440056281313,0.0,0.0,0.0004072808942182315,0.0,0.0,0.009975282871559072,0.8723247799718603,0.0,0.0,0.0,0.06559271910578182,0.0
2.872411059758939e-07,0.043484688560000005,0.054,0.0,0.01539014859795912,0.0,0.0,0.0004057193948871304,0.0,0.0,0.009937135829212362,0.8723049257010215,0.0,0.0,0.0,0.06559428060511292,0.0
2.8908555959463226e-07,0.043484688560000005,0.054,0.0,0.015429553703089975,0.0,0.0,0.0004041698579324595,0.0,0.0,0.009899280261036175,0.8722852231484559,0.0,0.0,0.0,0.06559583014206759,0.0
2.9093001321337064e-07,0.043484688560000005,0.054,0.0,0.0154686588430156,0.0,0.0,0.0004026321461520631,0.0,0.0,0.009861712832890949,0.8722656705784931,0.0,0.0,0.0,0.06559736785384797,0.0
2.92774466832109e-07,0.043484688560000005,0.054,0.0,0.015507467436256089,0.0,0.0,0.0004011061244369874,0.0,0.0,0.009824430261365535,0.872246266281873,0.0,0.0,0.0,0.06559889387556306,0.0
2.946189204508474e-07,0.043484688560000005,0.054,0.0,0.015545982849511905,0.0,0.0,0.0003995916597316675,0.0,0.0,0.009787429312815041,0.8722270085752448,0.0,0.0,0.0,0.06560040834026838,0.0
2.964633740695858e-07,0.043484688560000005,0.054,0.0,0.015584208398643105,0.0,0.0,0.0003980886209950218,0.0,0.0,0.009750706802420486,0.8722078958006793,0.0,0.0,0.0,0.06560191137900505,0.0
2.9830782768832415e-07,0.043484688560000005,0.054,0.0,0.01562214734962644,0.0,0.0,0.0003965968791624284,0.0,0.0,0.009714259593269742,0.8721889263251879,0.0,0.0,0.0,0.0656034031208376,0.0
3.0015228130706253e-07,0.043484688560000005,0.054,0.0,0.015659802919490904,0.0,0.0,0.0003951163071085588,0.0,0.0,0.009678084595459147,0.8721700985402555,0.0,0.0,0.0,0.06560488369289147,0.0
3.019967349258009e-07,0.043484688560000005,0.054,0.0,0.015697178277232257,0.0,0.0,0.0003936467796110503,0.0,0.0,0.009642178765215299,0.8721514108613848,0.0,0.0,0.0,0.06560635322038899,0.0
3.038411885445393e-07,0.043484688560000005,0.054,0.0,0.01573427654470715,0.0,0.0,0.00039218817331499015,0.0,0.0,0.009606539104036468,0.8721328617276473,0.0,0.0,0.0,0.06560781182668504,0.0
3.0568564216327767e-07,0.043484688560000005,0.054,0.0,0.015771100797507265,0.0,0.0,0.00039074036669819545,0.0,0.0,0.009571162657853157,0.8721144496012474,0.0,0.0,0.0,0.06560925963330186,0.0
3.0753009578201605e-07,0.043484688560000005,0.054,0.0,0.01580765406581412,0.0,0.0,0.0003893032400372636,0.0,0.0,0.009536046516207222,0.8720961729670937,0.0,0.0,0.0,0.06561069675996277,0.0
3.0937454940075443e-07,0.043484688560000005,0.054,0.0,0.015843939335234983,0.0,0.0,0.0003878766753743755,0.0,0.0,0.00950118781144925,0.8720780303323834,0.0,0.0,0.0,0.06561212332462567,0.0
3.112190030194928e-07,0.043484688560000005,0.054,0.0,0.015879959547620295,0.0,0.0,0.0003864605564848338,0.0,0.0,0.009466583717953477,0.8720600202261908,0.0,0.0,0.0,0.06561353944351521,0.0
3.130634566382312e-07,0.043484688560000005,0.054,0.0,0.015915717601863222,0.0,0.0,0.00038505476884531263,0.0,0.0,0.009432231451350068,0.8720421411990693,0.0,0.0,0.0,0.06561494523115473,0.0
3.1490791025696957e-07,0.043484688560000005,0.054,0.0,0.015951216354681726,0.0,0.0,0.0003836591996028053,0.0,0.0,0.009398128267774076,0.87202439182266,0.0,0.0,0.0,0.06561634080039723,0.0
3.1675236387570795e-07,0.043484688560000005,0.054,0.0,0.015986458621383537,0.0,0.0,0.0003822737375442501,0.0,0.0,0.009364271463130824,0.872006770689309,0.0,0.0,0.0,0.06561772626245578,0.0
3.185968174944463e-07,0.043484688560000005,0.054,0.0,0.01602144717661458,0.0,0.0,0.0003808982730668159,0.0,0.0,0.009330658372377213,0.8719892764116937,0.0,0.0,0.0,0.06561910172693322,0.0
3.204412711131847e-07,0.043484688560000005,0.054,0.0,0.016056184755091216,0.0,0.0,0.0003795326981488337,0.0,0.0,0.00929728636881856,0.8719719076224551,0.0,0.0,0.0,0.06562046730185121,0.0
3.222857247319231e-07,0.043484688560000005,0.054,0.0,0.016090674052316643,0.0,0.0,0.0003781769063213547,0.0,0.0,0.009264152863420609,0.8719546629738425,0.0,0.0,0.0,0.06562182309367869,0.0
3.2413017835066146e-07,0.043484688560000005,0.054,0.0,0.01612491772528199,0.0,0.0,0.00037683079264032163,0.0,0.0,0.009231255304136297,0.8719375411373597,0.0,0.0,0.0,0.0656231692073597,0.0
3.2597463196939984e-07,0.043484688560000005,0.054,0.0,0.016158918393152345,0.0,0.0,0.00037549425365933706,0.0,0.0,0.009198591175246924,0.8719205408034246,0.0,0.0,0.0,0.06562450574634068,0.0
3.278190855881382e-07,0.043484688560000005,0.054,0.0,0.016192678637938208,0.0,0.0,0.00037416718740301255,0.0,0.0,0.009166157996717389,0.8719036606810316,0.0,0.0,0.0,0.06562583281259703,0.0
3.296635392068766e-07,0.043484688560000005,0.054,0.0,0.01622620100515265,0.0,0.0,0.00037284949334088715,0.0,0.0,0.009133953323565073,0.8718868994974243,0.0,0.0,0.0,0.06562715050665915,0.0
3.31507992825615e-07,0.043484688560000005,0.054,0.0,0.016259488004454568,0.0,0.0,0.0003715410723618975,0.0,0.0,0.009101974745242146,0.8718702559977733,0.0,0.0,0.0,0.06562845892763813,0.0
3.3335244644435336e-07,0.043484688560000005,0.054,0.0,0.016292542110278384,0.0,0.0,0.0003702418267493892,0.0,0.0,0.009070219885030836,0.8718537289448616,0.0,0.0,0.0,0.06562975817325067,0.0
3.3519690006309174e-07,0.043484688560000005,0.054,0.0,0.016325365762450493,0.0,0.0,0.00036895166015665445,0.0,0.0,0.009038686399451466,0.8718373171187755,0.0,0.0,0.0,0.0656310483398434,0.0
3.370413536818301e-07,0.043484688560000005,0.054,0.0,0.016357961366792805,0.0,0.0,0.0003676704775829821,0.0,0.0,0.009007371977682824,0.8718210193166045,0.0,0.0,0.0,0.06563232952241708,0.0
3.388858073005685e-07,0.043484688560000005,0.054,0.0,0.016390331295713694,0.0,0.0,0.00036639818535021113,0.0,0.0,0.008976274340994704,0.871804834352144,0.0,0.0,0.0,0.06563360181464986,0.0
3.407302609193069e-07,0.043484688560000005,0.054,0.0,0.01642247788878666,0.0,0.0,0.0003651346910797704,0.0,0.0,0.008945391242192183,0.8717887610556075,0.0,0.0,0.0,0.06563486530892029,0.0
3.4257471453804526e-07,0.043484688560000005,0.054,0.0,0.016454403453316963,0.0,0.0,0.0003638799036701974,0.0,0.0,0.008914720465071453,0.8717727982733423,0.0,0.0,0.0,0.06563612009632988,0.0
3.4441916815678364e-07,0.043484688560000005,0.054,0.0,0.01648611026489661,0.0,0.0,0.00036263373327512184,0.0,0.0,0.008884259823886884,0.8717569448675525,0.0,0.0,0.0,0.06563736626672494,0.0
3.46263621775522e-07,0.043484688560000005,0.054,0.0,0.01651760056794787,0.0,0.0,0.000361396091281703,0.0,0.0,0.008854007162829042,0.8717411997160269,0.0,0.0,0.0,0.06563860390871834,0.0
3.481080753942604e-07,0.043484688560000005,0.054,0.0,0.016548876576255676,0.0,0.0,0.0003601668902895112,0.0,0.0,0.00882396035551343,0.8717255617118731,0.0,0.0,0.0,0.06563983310971055,0.0
3.499525290129988e-07,0.043484688560000005,0.054,0.0,0.016579940473489093,0.0,0.0,0.00035894604408984204,0.0,0.0,0.00879411730447968,0.8717100297632562,0.0,0.0,0.0,0.06564105395591022,0.0
3.5179698263173715e-07,0.043484688560000005,0.054,0.0,0.01661079441371224,0.0,0.0,0.0003577334676454522,0.0,0.0,0.00876447594070093,0.8716946027931448,0.0,0.0,0.0,0.06564226653235462,0.0
3.5364143625047553e-07,0.043484688560000005,0.054,0.0,0.01664144052188473,0.0,0.0,0.00035652907707070904,0.0,0.0,0.00873503422310318,0.8716792797390585,0.0,0.0,0.0,0.06564347092292934,0.0
3.554858898692139e-07,0.043484688560000005,0.054,0.0,0.01667188089435212,0.0,0.0,0.00035533278961214144,0.0,0.0,0.00870579013809436,0.8716640595528249,0.0,0.0,0.0,0.06564466721038792,0.0
3.573303434879523e-07,0.043484688560000005,0.054,0.0,0.016702117599326327,0.0,0.0,0.0003541445236293848,0.0,0.0,0.008676741699102907,0.8716489412003378,0.0,0.0,0.0,0.06564585547637067,0.0
3.5917479710669067e-07,0.043484688560000005,0.054,0.0,0.01673215267735651,0.0,0.0,0.00035296419857650934,0.0,0.0,0.0086478869461256,0.8716339236613225,0.0,0.0,0.0,0.06564703580142354,0.0
3.6101925072542905e-07,0.043484688560000005,0.054,0.0,0.016761988141790436,0.0,0.0,0.00035179173498372385,0.0,0.0,0.008619223945284462,0.8716190059291056,0.0,0.0,0.0,0.06564820826501634,0.0
3.6286370434416743e-07,0.043484688560000005,0.054,0.0,0.01679162597922667,0.0,0.0,0.0003506270544394449,0.0,0.0,0.008590750788392507,0.8716041870103874,0.0,0.0,0.0,0.06564937294556061,0.0
3.647081579629058e-07,0.043484688560000005,0.054,0.0,0.016821068149957777,0.0,0.0,0.0003494700795727243,0.0,0.0,0.008562465592528122,0.871589465925022,0.0,0.0,0.0,0.06565052992042734,0.0
3.665526115816442e-07,0.043484688560000005,0.054,0.0,0.016850316588404704,0.0,0.0,0.00034832073403602505,0.0,0.0,0.008534366499617894,0.8715748417057984,0.0,0.0,0.0,0.06565167926596403,0.0
3.6839706520038257e-07,0.043484688560000005,0.054,0.0,0.016879373203542606,0.0,0.0,0.0003471789424883401,0.0,0.0,0.008506451676027676,0.8715603133982295,0.0,0.0,0.0,0.06565282105751173,0.0
3.7024151881912095e-07,0.043484688560000005,0.054,0.0,0.01690823987931826,0.0,0.0,0.0003460446305786421,0.0,0.0,0.00847871931216172,0.8715458800603415,0.0,0.0,0.0,0.06565395536942142,0.0
3.7208597243785933e-07,0.043484688560000005,0.054,0.0,0.01693691847505929,0.0,0.0,0.00034491772492966136,0.0,0.0,0.008451167622069662,0.871531540762471,0.0,0.0,0.0,0.06565508227507039,0.0
3.739304260565977e-07,0.043484688560000005,0.054,0.0,0.016965410825875417,0.0,0.0,0.00034379815312198035,0.0,0.0,0.008423794843061223,0.871517294587063,0.0,0.0,0.0,0.06565620184687808,0.0
3.757748796753361e-07,0.043484688560000005,0.054,0.0,0.01699371874305178,0.0,0.0,0.00034268584367843974,0.0,0.0,0.008396599235328395,0.8715031406284748,0.0,0.0,0.0,0.06565731415632162,0.0
3.7761933329407447e-07,0.043484688560000005,0.054,0.0,0.01702184401443475,0.0,0.0,0.00034158072604884834,0.0,0.0,0.008369579081575014,0.8714890779927832,0.0,0.0,0.0,0.0656584192739512,0.0
3.7946378691281284e-07,0.043484688560000005,0.054,0.0,0.01704978840481016,0.0,0.0,0.00034048273059499,0.0,0.0,0.00834273268665346,0.8714751057975957,0.0,0.0,0.0,0.06565951726940507,0.0
3.813082405315512e-07,0.043484688560000005,0.054,0.0,0.017077553656274273,0.0,0.0,0.0003393917885759213,0.0,0.0,0.008316058377208422,0.8714612231718634,0.0,0.0,0.0,0.06566060821142412,0.0
3.831526941502896e-07,0.043484688560000005,0.054,0.0,0.017105141488597563,0.0,0.0,0.00033830783213355156,0.0,0.0,0.0082895545013275,0.8714474292557017,0.0,0.0,0.0,0.0656616921678665,0.0
3.84997147769028e-07,0.043484688560000005,0.054,0.0,0.017132553599581605,0.0,0.0,0.00033723079427850245,0.0,0.0,0.008263219428198508,0.8714337232002097,0.0,0.0,0.0,0.06566276920572156,0.0
3.8684160138776636e-07,0.043484688560000005,0.054,0.0,0.01715979166540904,0.0,0.0,0.0003361606088762365,0.0,0.0,0.00823705154777334,0.8714201041672962,0.0,0.0,0.0,0.06566383939112383,0.0
3.8868605500650474e-07,0.043484688560000005,0.054,0.0,0.017186857340986902,0.0,0.0,0.0003350972106334523,0.0,0.0,0.008211049270438258,0.871406571329507,0.0,0.0,0.0,0.06566490278936661,0.0
3.905305086252431e-07,0.043484688560000005,0.054,0.0,0.017213752260283446,0.0,0.0,0.0003340405350847386,0.0,0.0,0.008185211026690429,0.8713931238698589,0.0,0.0,0.0,0.06566595946491531,0.0
3.923749622439815e-07,0.043484688560000005,0.054,0.0,0.017240478036658527,0.0,0.0,0.0003329905185794809,0.0,0.0,0.008159535266820603,0.8713797609816714,0.0,0.0,0.0,0.06566700948142058,0.0
3.942194158627199e-07,0.043484688560000005,0.054,0.0,0.017267036263187836,0.0,0.0,0.0003319470982690177,0.0,0.0,0.008134020460601764,0.8713664818684067,0.0,0.0,0.0,0.06566805290173104,0.0
3.9606386948145826e-07,0.043484688560000005,0.054,0.0,0.017293428512980887,0.0,0.0,0.0003309102120940375,0.0,0.0,0.008108665096983683,0.8713532857435101,0.0,0.0,0.0,0.06566908978790602,0.0
3.9790832310019664e-07,0.043484688560000005,0.054,0.0,0.01731965633949322,0.0,0.0,0.0003298797987722136,0.0,0.0,0.008083467683793172,0.871340171830254,0.0,0.0,0.0,0.06567012020122784,0.0
3.99752776718935e-07,0.043484688560000005,0.054,0.0,0.01734572127683258,0.0,0.0,0.00032885579778607144,0.0,0.0,0.00805842674743996,0.8713271393615842,0.0,0.0,0.0,0.06567114420221397,0.0
4.015972303376734e-07,0.043484688560000005,0.054,0.0,0.017371624840059486,0.0,0.0,0.0003278381493710811,0.0,0.0,0.00803354083262804,0.871314187579971,0.0,0.0,0.0,0.06567216185062899,0.0
4.034416839564118e-07,0.043484688560000005,0.054,0.0,0.017397368525482234,0.0,0.0,0.0003268267945039734,0.0,0.0,0.008008808502072402,0.8713013157372596,0.0,0.0,0.0,0.0656731732054961,0.0
4.0528613757515016e-07,0.043484688560000005,0.054,0.0,0.017422953810946315,0.0,0.0,0.0003258216748912723,0.0,0.0,0.007984228336221021,0.8712885230945276,0.0,0.0,0.0,0.06567417832510879,0.0
4.0713059119388853e-07,0.043484688560000005,0.054,0.0,0.01744838215611862,0.0,0.0,0.0003248227329580395,0.0,0.0,0.007959798932981953,0.8712758089219415,0.0,0.0,0.0,0.06567517726704203,0.0
4.089750448126269e-07,0.043484688560000005,0.054,0.0,0.017473655002766285,0.0,0.0,0.00032382991183682716,0.0,0.0,0.007935518907455497,0.8712631724986175,0.0,0.0,0.0,0.06567617008816323,0.0
4.108194984313653e-07,0.043484688560000005,0.054,0.0,0.017498773775030535,0.0,0.0,0.00032284315535683456,0.0,0.0,0.007911386891671236,0.8712506131124854,0.0,0.0,0.0,0.06567715684464322,0.0
4.1266395205010367e-07,0.043484688560000005,0.054,0.0,0.017523739879695403,0.0,0.0,0.0003218624080332624,0.0,0.0,0.007887401534329937,0.871238130060153,0.0,0.0,0.0,0.0656781375919668,0.0
4.1450840566884205e-07,0.043484688560000005,0.054,0.0,0.017548554706451624,0.0,0.0,0.00032088761505686287,0.0,0.0,0.007863561500550117,0.8712257226467749,0.0,0.0,0.0,0.0656791123849432,0.0
4.1635285928758043e-07,0.043484688560000005,0.054,0.0,0.01757321962815566,0.0,0.0,0.0003199187222836805,0.0,0.0,0.007839865471619262,0.8712133901859227,0.0,0.0,0.0,0.06568008127771638,0.0
4.181973129063188e-07,0.043484688560000005,0.054,0.0,0.017597736001084097,0.0,0.0,0.0003189556762249779,0.0,0.0,0.007816312144749525,0.8712011319994586,0.0,0.0,0.0,0.06568104432377508,0.0
4.200417665250572e-07,0.043484688560000005,0.054,0.0,0.017622105165183387,0.0,0.0,0.0003179984240373468,0.0,0.0,0.007792900232837872,0.8711889474174088,0.0,0.0,0.0,0.06568200157596274,0.0
4.2188622014379557e-07,0.043484688560000005,0.054,0.0,0.017646328444315077,0.0,0.0,0.00031704691351299504,0.0,0.0,0.007769628464230533,0.871176835777843,0.0,0.0,0.0,0.06568295308648706,0.0
4.2373067376253395e-07,0.043484688560000005,0.054,0.0,0.017670407146496692,0.0,0.0,0.0003161010930702107,0.0,0.0,0.007746495582491699,0.8711647964267524,0.0,0.0,0.0,0.06568389890692986,0.0
4.2557512738127233e-07,0.043484688560000005,0.054,0.0,0.017694342564138245,0.0,0.0,0.00031516091174399653,0.0,0.0,0.00772350034617636,0.8711528287179313,0.0,0.0,0.0,0.06568483908825606,0.0
4.274195810000107e-07,0.043484688560000005,0.054,0.0,0.017718135974274532,0.0,0.0,0.00031422631917687186,0.0,0.0,0.0077006415286072025,0.8711409320128635,0.0,0.0,0.0,0.06568577368082318,0.0
4.292640346187491e-07,0.043484688560000005,0.054,0.0,0.01774178863879327,0.0,0.0,0.00031329726560983977,0.0,0.0,0.007677917917655493,0.8711291056806041,0.0,0.0,0.0,0.06568670273439023,0.0
4.3110848823748747e-07,0.043484688560000005,0.054,0.0,0.017765301804659253,0.0,0.0,0.00031237370187351413,0.0,0.0,0.007655328315525835,0.8711173490976709,0.0,0.0,0.0,0.06568762629812656,0.0
4.3295294185622585e-07,0.043484688560000005,0.054,0.0,0.017788676704134445,0.0,0.0,0.00031145557937940457,0.0,0.0,0.007632871538544759,0.8711056616479336,0.0,0.0,0.0,0.06568854442062066,0.0
4.347973954749642e-07,0.043484688560000005,0.054,0.0,0.017811914554994215,0.0,0.0,0.0003105428501113557,0.0,0.0,0.007610546416953031,0.8710940427225037,0.0,0.0,0.0,0.06568945714988872,0.0
4.366418490937026e-07,0.043484688560000005,0.054,0.0,0.017835016560739842,0.0,0.0,0.0003096354666171373,0.0,0.0,0.007588351794701617,0.8710824917196307,0.0,0.0,0.0,0.06569036453338295,0.0
4.38486302712441e-07,0.043484688560000005,0.054,0.0,0.017857983910807156,0.0,0.0,0.00030873338200018246,0.0,0.0,0.007566286529251259,0.8710710080445969,0.0,0.0,0.0,0.0656912666179999,0.0
4.4033075633117936e-07,0.043484688560000005,0.054,0.0,0.01788081778077162,0.0,0.0,0.0003078365499114708,0.0,0.0,0.0075443494913755085,0.8710595911096147,0.0,0.0,0.0,0.06569216345008859,0.0
4.4217520994991774e-07,0.043484688560000005,0.054,0.0,0.0179035193325498,0.0,0.0,0.0003069449245415532,0.0,0.0,0.007522539564967243,0.8710482403337259,0.0,0.0,0.0,0.06569305507545853,0.0
4.440196635686561e-07,0.043484688560000005,0.054,0.0,0.017926089714597346,0.0,0.0,0.0003060584606127164,0.0,0.0,0.007500855646848535,0.871036955142702,0.0,0.0,0.0,0.06569394153938736,0.0
4.458641171873945e-07,0.043484688560000005,0.054,0.0,0.01794853006210351,0.0,0.0,0.0003051771133712831,0.0,0.0,0.007479296646583806,0.8710257349689489,0.0,0.0,0.0,0.06569482288662877,0.0
4.477085708061329e-07,0.043484688560000005,0.054,0.0,0.017970841497182314,0.0,0.0,0.00030430083858004614,0.0,0.0,0.007457861486296238,0.8710145792514095,0.0,0.0,0.0,0.06569569916142001,0.0
4.4955302442487126e-07,0.043484688560000005,0.054,0.0,0.017993025129060435,0.0,0.0,0.0003034295925108328,0.0,0.0,0.007436549100487333,0.8710034874354705,0.0,0.0,0.0,0.06569657040748925,0.0
4.5139747804360964e-07,0.043484688560000005,0.054,0.0,0.018015082054261822,0.0,0.0,0.0003025633319371981,0.0,0.0,0.007415358435859582,0.8709924589728697,0.0,0.0,0.0,0.0656974366680629,0.0
4.53241931662348e-07,0.043484688560000005,0.054,0.0,0.018037013356789172,0.0,0.0,0.0003017020141272431,0.0,0.0,0.007394288451142187,0.8709814933216059,0.0,0.0,0.0,0.06569829798587286,0.0
4.550863852810864e-07,0.043484688560000005,0.054,0.0,0.0180588201083023,0.0,0.0,0.0003008455968365565,0.0,0.0,0.0073733381169197474,0.8709705899458495,0.0,0.0,0.0,0.0656991544031635,0.0
4.569308388998248e-07,0.043484688560000005,0.054,0.0,0.018080503368293446,0.0,0.0,0.0002999940383012769,0.0,0.0,0.007352506415463876,0.8709597483158538,0.0,0.0,0.0,0.0657000059616988,0.0
4.5877529251856316e-07,0.043484688560000005,0.054,0.0,0.01810206418425965,0.0,0.0,0.000299147297231273,0.0,0.0,0.00733179234056768,0.8709489679078707,0.0,0.0,0.0,0.06570085270276879,0.0
4.6061974613730154e-07,0.043484688560000005,0.054,0.0,0.018123503591872123,0.0,0.0,0.0002983053328034404,0.0,0.0,0.0073111948973830386,0.8709382482040646,0.0,0.0,0.0,0.06570169466719665,0.0
4.624641997560399e-07,0.043484688560000005,0.054,0.0,0.01814482261514282,0.0,0.0,0.000297468104655111,0.0,0.0,0.0072907131022606625,0.8709275886924291,0.0,0.0,0.0,0.06570253189534497,0.0
4.643086533747783e-07,0.043484688560000005,0.054,0.0,0.018166022266588214,0.0,0.0,0.0002966355728775748,0.0,0.0,0.007270345982592806,0.8709169888667065,0.0,0.0,0.0,0.06570336442712249,0.0
4.661531069935167e-07,0.043484688560000005,0.054,0.0,0.01818710354739023,0.0,0.0,0.0002958076980097097,0.0,0.0,0.007250092576658655,0.8709064482263054,0.0,0.0,0.0,0.06570419230199036,0.0
4.6799756061225505e-07,0.043484688560000005,0.054,0.0,0.018208067447554575,0.0,0.0,0.0002949844410317197,0.0,0.0,0.007229951933472305,0.8708959662762232,0.0,0.0,0.0,0.06570501555896835,0.0
4.6984201423099343e-07,0.043484688560000005,0.054,0.0,0.018228914946066356,0.0,0.0,0.0002941657633589767,0.0,0.0,0.0072099231126332665,0.8708855425269675,0.0,0.0,0.0,0.06570583423664109,0.0
4.716864678497318e-07,0.043484688560000005,0.054,0.0,0.018249647011043153,0.0,0.0,0.0002933516268359658,0.0,0.0,0.007190005184179483,0.8708751764944791,0.0,0.0,0.0,0.0657066483731641,0.0
4.735309214684702e-07,0.043484688560000005,0.054,0.0,0.018270264599885504,0.0,0.0,0.0002925419937303321,0.0,0.0,0.007170197228442769,0.8708648677000579,0.0,0.0,0.0,0.06570745800626974,0.0
4.7537537508720857e-07,0.043484688560000005,0.054,0.0,0.018290768659424906,0.0,0.0,0.00029173682672702496,0.0,0.0,0.0071504983359066705,0.870854615670288,0.0,0.0,0.0,0.06570826317327304,0.0
4.77219828705947e-07,0.043484688560000005,0.054,0.0,0.018311160126069405,0.0,0.0,0.0002909360889225406,0.0,0.0,0.00713090760706666,0.8708444199369659,0.0,0.0,0.0,0.06570906391107753,0.0
4.790642823246854e-07,0.043484688560000005,0.054,0.0,0.0183314399259467,0.0,0.0,0.00029013974381925903,0.0,0.0,0.007111424152292641,0.8708342800370272,0.0,0.0,0.0,0.0657098602561808,0.0
4.809087359434239e-07,0.043484688560000005,0.054,0.0,0.018351608975045015,0.0,0.0,0.0002893477553198749,0.0,0.0,0.00709204709169371,0.870824195512478,0.0,0.0,0.0,0.06571065224468017,0.0
4.827531895621623e-07,0.043484688560000005,0.054,0.0,0.018371668179351538,0.0,0.0,0.0002885600877219192,0.0,0.0,0.007072775554985148,0.8708141659103247,0.0,0.0,0.0,0.06571143991227811,0.0
4.845976431809007e-07,0.043484688560000005,0.054,0.0,0.018391618434988658,0.0,0.0,0.0002877767057123713,0.0,0.0,0.007053608681357575,0.8708041907825061,0.0,0.0,0.0,0.06571222329428768,0.0
4.864420967996392e-07,0.043484688560000005,0.054,0.0,0.018411460628348003,0.0,0.0,0.00028699757436235893,0.0,0.0,0.0070345456193482425,0.8707942696858265,0.0,0.0,0.0,0.06571300242563768,0.0
