Time (s),Volume (m^3),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),OX(10)
6.65776100100457e-11,0.05595639656,0.054,0.0,0.0,0.03968203376916235,0.8799924840446263,0.0,0.0,0.0,0.066,0.0,1.503191074773081e-05
7.965523447073286e-11,0.05595639656,0.054,0.0,0.0,0.03967908245225367,0.8799910083861718,0.0,0.0,0.0,0.066,0.0,1.7983227656421625e-05
9.273285893142002e-11,0.05595639656,0.054,0.0,0.0,0.0396761315792632,0.8799895329496766,0.0,0.0,0.0,0.066,0.0,2.0934100646892252e-05
9.999999999999999e-11,0.05595639656,0.054,0.0,0.0,0.039674491992386964,0.8799887131562387,0.0,0.0,0.0,0.066,0.0,2.257368752311635e-05
1.1888810785279435e-10,0.05595639656,0.054,0.0,0.0,0.03967023116463341,0.8799865827423619,0.0,0.0,0.0,0.066,0.0,2.6834515276674798e-05
1.4504335677416867e-10,0.05595639656,0.054,0.0,0.0,0.03966433252446632,0.8799836334222783,0.0,0.0,0.0,0.066,0.0,3.2733155443756885e-05
1.71198605695543e-10,0.05595639656,0.054,0.0,0.0,0.039658435657955765,0.8799806849890232,0.0,0.0,0.0,0.066,0.0,3.86300219543223e-05
1.973538546169173e-10,0.05595639656,0.054,0.0,0.0,0.03965254056429603,0.8799777374421931,0.0,0.0,0.0,0.066,0.0,4.4525115614066116e-05
2.4966435245966595e-10,0.05595639656,0.054,0.0,0.0,0.039640755692308655,0.8799718450061995,0.0,0.0,0.0,0.066,0.0,5.6309987601428e-05
3.5428534814516327e-10,0.05595639656,0.054,0.0,0.0,0.0396172071871475,0.8799600707536188,0.0,0.0,0.0,0.066,0.0,7.985849276258762e-05
4.4579902373809e-10,0.05595639656,0.054,0.0,0.0,0.03959663211469498,0.8799497832173928,0.0,0.0,0.0,0.066,0.0,0.00010043356521510163
5.373126993310168e-10,0.05595639656,0.054,0.0,0.0,0.03957607864239022,0.8799395064812403,0.0,0.0,0.0,0.066,0.0,0.00012098703751986831
6.288263749239435e-10,0.05595639656,0.054,0.0,0.0,0.039555546735989135,0.8799292405280397,0.0,0.0,0.0,0.066,0.0,0.00014151894392094676
7.203400505168702e-10,0.05595639656,0.054,0.0,0.0,0.039535036361320434,0.8799189853407055,0.0,0.0,0.0,0.066,0.0,0.00016202931858965556
8.11853726109797e-10,0.05595639656,0.054,0.0,0.0,0.03951454748428531,0.879908740902188,0.0,0.0,0.0,0.066,0.0,0.00018251819562478162
9.033674017027237e-10,0.05595639656,0.054,0.0,0.0,0.03949408007085732,0.8798985071954739,0.0,0.0,0.0,0.066,0.0,0.0002029856090527761
9.999999999999999e-10,0.05595639656,0.054,0.0,0.0,0.039472491049647666,0.8798877126848689,0.0,0.0,0.0,0.066,0.0,0.00022457463026242787
1.0863947528885772e-09,0.05595639656,0.054,0.0,0.0,0.03945320949907752,0.8798780719095839,0.0,0.0,0.0,0.066,0.0,0.0002438561808325686
1.2694221040744307e-09,0.05595639656,0.054,0.0,0.0,0.03941242437520907,0.8798576793476498,0.0,0.0,0.0,0.066,0.0,0.00028464130470101954
1.4524494552602842e-09,0.05595639656,0.054,0.0,0.0,0.039371724429625006,0.8798373293748577,0.0,0.0,0.0,0.066,0.0,0.000325341250285081
1.6354768064461377e-09,0.05595639656,0.054,0.0,0.0,0.03933110939383747,0.879817021856964,0.0,0.0,0.0,0.066,0.0,0.00036595628607261933
1.8185041576319912e-09,0.05595639656,0.054,0.0,0.0,0.03929057900049198,0.8797967566602912,0.0,0.0,0.0,0.066,0.0,0.00040648667941810826
2.001531508817845e-09,0.05595639656,0.054,0.0,0.0,0.03925013298336145,0.8797765336517258,0.0,0.0,0.0,0.066,0.0,0.0004469326965486288
2.1845588600036984e-09,0.05595639656,0.054,0.0,0.0,0.03920977107733979,0.879756352698715,0.0,0.0,0.0,0.066,0.0,0.0004872946025702858
2.367586211189552e-09,0.05595639656,0.054,0.0,0.0,0.03916949301843568,0.879736213669263,0.0,0.0,0.0,0.066,0.0,0.0005275726614743983
2.5506135623754053e-09,0.05595639656,0.054,0.0,0.0,0.039129298543767156,0.8797161164319287,0.0,0.0,0.0,0.066,0.0,0.0005677671361429223
2.733640913561259e-09,0.05595639656,0.054,0.0,0.0,0.03908918739155643,0.8796960608558233,0.0,0.0,0.0,0.066,0.0,0.0006078782883536464
2.9166682647471123e-09,0.05595639656,0.054,0.0,0.0,0.03904915930112384,0.8796760468106071,0.0,0.0,0.0,0.066,0.0,0.0006479063787862329
3.099695615932966e-09,0.05595639656,0.054,0.0,0.0,0.03900921401288106,0.8796560741664856,0.0,0.0,0.0,0.066,0.0,0.0006878516670290151
3.2827229671188193e-09,0.05595639656,0.054,0.0,0.0,0.03896935126832503,0.8796361427942075,0.0,0.0,0.0,0.066,0.0,0.0007277144115850427
3.4657503183046728e-09,0.05595639656,0.054,0.0,0.0,0.0389295708100335,0.879616252565062,0.0,0.0,0.0,0.066,0.0,0.0007674948698765635
3.6487776694905263e-09,0.05595639656,0.054,0.0,0.0,0.03888987238166054,0.8795964033508754,0.0,0.0,0.0,0.066,0.0,0.0008071932982495266
3.846432006247348e-09,0.05595639656,0.054,0.0,0.0,0.03884709320736139,0.8795750137637258,0.0,0.0,0.0,0.066,0.0,0.000849972472548675
4.04408634300417e-09,0.05595639656,0.054,0.0,0.0,0.03880440908024122,0.8795536717001657,0.0,0.0,0.0,0.066,0.0,0.0008926565996688439
4.241740679760992e-09,0.05595639656,0.054,0.0,0.0,0.03876181968162878,0.8795323770008596,0.0,0.0,0.0,0.066,0.0,0.0009352459982812922
4.439395016517814e-09,0.05595639656,0.054,0.0,0.0,0.038719324694283457,0.8795111295071868,0.0,0.0,0.0,0.066,0.0,0.0009777409856266046
4.6370493532746364e-09,0.05595639656,0.054,0.0,0.0,0.03867692380238735,0.8794899290612388,0.0,0.0,0.0,0.066,0.0,0.0010201418775227053
4.8347036900314585e-09,0.05595639656,0.054,0.0,0.0,0.03863461669153685,0.8794687755058138,0.0,0.0,0.0,0.066,0.0,0.0010624489883731968
5.0323580267882805e-09,0.05595639656,0.054,0.0,0.0,0.03859240304873458,0.8794476686844126,0.0,0.0,0.0,0.066,0.0,0.0011046626311754743
5.2300123635451025e-09,0.05595639656,0.054,0.0,0.0,0.03855028256238155,0.879426608441236,0.0,0.0,0.0,0.066,0.0,0.00114678311752851
5.4276667003019246e-09,0.05595639656,0.054,0.0,0.0,0.0385082549222695,0.8794055946211801,0.0,0.0,0.0,0.066,0.0,0.0011888107576405603
5.8229753738155694e-09,0.05595639656,0.054,0.0,0.0,0.03842447694684209,0.8793637056334663,0.0,0.0,0.0,0.066,0.0,0.0012725887330679634
6.218284047329214e-09,0.05595639656,0.054,0.0,0.0,0.03834106666830579,0.8793220004941981,0.0,0.0,0.0,0.066,0.0,0.0013559990116042639
6.613592720842859e-09,0.05595639656,0.054,0.0,0.0,0.03825802165427174,0.8792804779871812,0.0,0.0,0.0,0.066,0.0,0.0014390440256383187
7.008901394356504e-09,0.05595639656,0.054,0.0,0.0,0.03817533949386713,0.8792391369069787,0.0,0.0,0.0,0.066,0.0,0.0015217261860429284
7.404210067870149e-09,0.05595639656,0.054,0.0,0.0,0.0380930177974973,0.8791979760587939,0.0,0.0,0.0,0.066,0.0,0.001604047882412765
7.799518741383794e-09,0.05595639656,0.054,0.0,0.0,0.038011054196610765,0.8791569942583506,0.0,0.0,0.0,0.066,0.0,0.001686011483299297
8.194827414897438e-09,0.05595639656,0.054,0.0,0.0,0.037929446343467114,0.8791161903317786,0.0,0.0,0.0,0.066,0.0,0.001767619336442944
8.590136088411082e-09,0.05595639656,0.054,0.0,0.0,0.03784819191090784,0.8790755631154992,0.0,0.0,0.0,0.066,0.0,0.00184887376900221
8.985444761924726e-09,0.05595639656,0.054,0.0,0.0,0.03776728859213042,0.8790351114561105,0.0,0.0,0.0,0.066,0.0,0.001929777087779639
9.38075343543837e-09,0.05595639656,0.054,0.0,0.0,0.037686734100465365,0.8789948342102779,0.0,0.0,0.0,0.066,0.0,0.0020103315794446925
9.776062108952014e-09,0.05595639656,0.054,0.0,0.0,0.03760652616915633,0.8789547302446232,0.0,0.0,0.0,0.066,0.0,0.002090539510753733
9.999999999999999e-09,0.05595639656,0.054,0.0,0.0,0.037561242198291475,0.878932088259191,0.0,0.0,0.0,0.066,0.0,0.0021358234816185795
1.0171370782465658e-08,0.05595639656,0.054,0.0,0.0,0.03752666255114288,0.8789147984356166,0.0,0.0,0.0,0.066,0.0,0.00217040312876718
1.0566679455979302e-08,0.05595639656,0.054,0.0,0.0,0.037447141018846226,0.8788750376694684,0.0,0.0,0.0,0.066,0.0,0.0022499246610638303
1.0961988129492946e-08,0.05595639656,0.054,0.0,0.0,0.03736795936395771,0.8788354468420241,0.0,0.0,0.0,0.066,0.0,0.0023291063159523494
1.135729680300659e-08,0.05595639656,0.054,0.0,0.0,0.03728911539723008,0.8787960248586602,0.0,0.0,0.0,0.066,0.0,0.00240795028267999
1.1752605476520235e-08,0.05595639656,0.054,0.0,0.0,0.03721060694827146,0.8787567706341808,0.0,0.0,0.0,0.066,0.0,0.002486458731638602
1.2147914150033879e-08,0.05595639656,0.054,0.0,0.0,0.03713243186534208,0.8787176830927163,0.0,0.0,0.0,0.066,0.0,0.0025646338145679797
1.2543222823547523e-08,0.05595639656,0.054,0.0,0.0,0.03705458801515349,0.8786787611676219,0.0,0.0,0.0,0.066,0.0,0.002642477664756573
1.2938531497061167e-08,0.05595639656,0.054,0.0,0.0,0.03697707328267046,0.8786400038013805,0.0,0.0,0.0,0.066,0.0,0.002719992397239606
1.333384017057481e-08,0.05595639656,0.054,0.0,0.0,0.03689988557091543,0.8786014099455031,0.0,0.0,0.0,0.066,0.0,0.0027971801089946265
1.3729148844088455e-08,0.05595639656,0.054,0.0,0.0,0.0368230228007755,0.8785629785604332,0.0,0.0,0.0,0.066,0.0,0.0028740428791345553
1.4124457517602099e-08,0.05595639656,0.054,0.0,0.0,0.036746482910811826,0.8785247086154513,0.0,0.0,0.0,0.066,0.0,0.002950582769098242
1.4519766191115743e-08,0.05595639656,0.054,0.0,0.0,0.036670263857071464,0.8784865990885812,0.0,0.0,0.0,0.066,0.0,0.003026801822838596
1.4915074864629387e-08,0.05595639656,0.054,0.0,0.0,0.03659436361290176,0.8784486489664962,0.0,0.0,0.0,0.066,0.0,0.003102702067008298
1.5310383538143033e-08,0.05595639656,0.054,0.0,0.0,0.03651878016876691,0.8784108572444289,0.0,0.0,0.0,0.066,0.0,0.0031782855111431477
1.570569221165668e-08,0.05595639656,0.054,0.0,0.0,0.03644351153206697,0.8783732229260789,0.0,0.0,0.0,0.066,0.0,0.0032535541478430807
1.6101000885170324e-08,0.05595639656,0.054,0.0,0.0,0.036368555726959184,0.8783357450235248,0.0,0.0,0.0,0.066,0.0,0.0033285099529508774
1.649630955868397e-08,0.05595639656,0.054,0.0,0.0,0.03629391079418145,0.878298422557136,0.0,0.0,0.0,0.066,0.0,0.00340315488572862
1.6891618232197616e-08,0.05595639656,0.054,0.0,0.0,0.036219574790878166,0.8782612545554843,0.0,0.0,0.0,0.066,0.0,0.0034774908890318995
1.728692690571126e-08,0.05595639656,0.054,0.0,0.0,0.03614554579042822,0.8782242400552592,0.0,0.0,0.0,0.066,0.0,0.0035515198894818445
1.7682235579224907e-08,0.05595639656,0.054,0.0,0.0,0.036071821882275076,0.8781873781011829,0.0,0.0,0.0,0.066,0.0,0.0036252437976349687
1.8077544252738553e-08,0.05595639656,0.054,0.0,0.0,0.03599840117175917,0.8781506677459248,0.0,0.0,0.0,0.066,0.0,0.0036986645081508885
1.84728529262522e-08,0.05595639656,0.054,0.0,0.0,0.035925281779952106,0.8781141080500212,0.0,0.0,0.0,0.066,0.0,0.003771783899957938
1.8868161599765844e-08,0.05595639656,0.054,0.0,0.0,0.03585246184349335,0.8780776980817917,0.0,0.0,0.0,0.066,0.0,0.003844603836416713
1.926347027327949e-08,0.05595639656,0.054,0.0,0.0,0.03577993951442848,0.8780414369172593,0.0,0.0,0.0,0.066,0.0,0.003917126165481569
1.9658778946793136e-08,0.05595639656,0.054,0.0,0.0,0.03570771296004993,0.87800532364007,0.0,0.0,0.0,0.066,0.0,0.003989352719860115
2.005408762030678e-08,0.05595639656,0.054,0.0,0.0,0.035635780362739344,0.8779693573414149,0.0,0.0,0.0,0.066,0.0,0.004061285317170703
2.0449396293820427e-08,0.05595639656,0.054,0.0,0.0,0.03556413991981207,0.8779335371199513,0.0,0.0,0.0,0.066,0.0,0.004132925760097995
2.0844704967334073e-08,0.05595639656,0.054,0.0,0.0,0.03549278984336349,0.8778978620817268,0.0,0.0,0.0,0.066,0.0,0.00420427583654658
2.124001364084772e-08,0.05595639656,0.054,0.0,0.0,0.03542172836011735,0.8778623313401038,0.0,0.0,0.0,0.066,0.0,0.004275337319792701
2.1635322314361364e-08,0.05595639656,0.054,0.0,0.0,0.03535095371127595,0.877826944015683,0.0,0.0,0.0,0.066,0.0,0.004346111968634104
2.203063098787501e-08,0.05595639656,0.054,0.0,0.0,0.03528046415237198,0.877791699236231,0.0,0.0,0.0,0.066,0.0,0.004416601527538065
2.2425939661388656e-08,0.05595639656,0.054,0.0,0.0,0.035210257953122485,0.8777565961366064,0.0,0.0,0.0,0.066,0.0,0.004486807726787569
2.28212483349023e-08,0.05595639656,0.054,0.0,0.0,0.03514033339728434,0.8777216338586873,0.0,0.0,0.0,0.066,0.0,0.004556732282625711
2.3216557008415947e-08,0.05595639656,0.054,0.0,0.0,0.03507068878251169,0.8776868115513009,0.0,0.0,0.0,0.066,0.0,0.0046263768973983516
2.3611865681929593e-08,0.05595639656,0.054,0.0,0.0,0.03500132242021505,0.8776521283701528,0.0,0.0,0.0,0.066,0.0,0.0046957432596949926
2.400717435544324e-08,0.05595639656,0.054,0.0,0.0,0.034932232635422084,0.8776175834777562,0.0,0.0,0.0,0.066,0.0,0.004764833044487971
2.4402483028956884e-08,0.05595639656,0.054,0.0,0.0,0.03486341776664012,0.8775831760433651,0.0,0.0,0.0,0.066,0.0,0.004833647913269936
2.479779170247053e-08,0.05595639656,0.054,0.0,0.0,0.03479487616572038,0.8775489052429054,0.0,0.0,0.0,0.066,0.0,0.004902189514189686
2.5193100375984176e-08,0.05595639656,0.054,0.0,0.0,0.03472660619772372,0.8775147702589068,0.0,0.0,0.0,0.066,0.0,0.004970459482186333
2.558840904949782e-08,0.05595639656,0.054,0.0,0.0,0.0346586062407882,0.8774807702804392,0.0,0.0,0.0,0.066,0.0,0.005038459439121866
2.5983717723011467e-08,0.05595639656,0.054,0.0,0.0,0.03459087468599793,0.8774469045030441,0.0,0.0,0.0,0.066,0.0,0.0051061909939121115
2.6379026396525113e-08,0.05595639656,0.054,0.0,0.0,0.034523409937253946,0.877413172128672,0.0,0.0,0.0,0.066,0.0,0.005173655742656115
2.677433507003876e-08,0.05595639656,0.054,0.0,0.0,0.03445621041114608,0.8773795723656181,0.0,0.0,0.0,0.066,0.0,0.0052408552687639755
2.7169643743552404e-08,0.05595639656,0.054,0.0,0.0,0.034389274536826914,0.8773461044284585,0.0,0.0,0.0,0.066,0.0,0.00530779114308314
2.756495241706605e-08,0.05595639656,0.054,0.0,0.0,0.03432260075588685,0.8773127675379884,0.0,0.0,0.0,0.066,0.0,0.005374464924023202
2.7960261090579696e-08,0.05595639656,0.054,0.0,0.0,0.03425618752223087,0.8772795609211604,0.0,0.0,0.0,0.066,0.0,0.005440878157679193
2.835556976409334e-08,0.05595639656,0.054,0.0,0.0,0.03419003330195663,0.8772464838110233,0.0,0.0,0.0,0.066,0.0,0.005507032377953424
2.8750878437606987e-08,0.05595639656,0.054,0.0,0.0,0.0341241365732342,0.8772135354466621,0.0,0.0,0.0,0.066,0.0,0.005572929106675863
2.9146187111120633e-08,0.05595639656,0.054,0.0,0.0,0.03405849582618696,0.8771807150731386,0.0,0.0,0.0,0.066,0.0,0.0056385698537231
2.954149578463428e-08,0.05595639656,0.054,0.0,0.0,0.03399310956277417,0.877148021941432,0.0,0.0,0.0,0.066,0.0,0.005703956117135889
2.993680445814792e-08,0.05595639656,0.054,0.0,0.0,0.03392797629667473,0.8771154553083824,0.0,0.0,0.0,0.066,0.0,0.005769089383235318
3.0332113131661567e-08,0.05595639656,0.054,0.0,0.0,0.03386309455317246,0.8770830144366313,0.0,0.0,0.0,0.066,0.0,0.005833971126737593
3.072742180517521e-08,0.05595639656,0.054,0.0,0.0,0.033798462869042575,0.8770506985945664,0.0,0.0,0.0,0.066,0.0,0.005898602810867485
3.112273047868886e-08,0.05595639656,0.054,0.0,0.0,0.03373407979243963,0.8770185070562647,0.0,0.0,0.0,0.066,0.0,0.005962985887470431
3.1518039152202504e-08,0.05595639656,0.054,0.0,0.0,0.03366994388278671,0.8769864391014384,0.0,0.0,0.0,0.066,0.0,0.006027121797123341
3.191334782571615e-08,0.05595639656,0.054,0.0,0.0,0.033606053710665974,0.876954494015378,0.0,0.0,0.0,0.066,0.0,0.006091011969244094
3.2308656499229795e-08,0.05595639656,0.054,0.0,0.0,0.0335424078577103,0.8769226710889001,0.0,0.0,0.0,0.066,0.0,0.006154657822199755
3.270396517274344e-08,0.05595639656,0.054,0.0,0.0,0.03347900491649653,0.8768909696182933,0.0,0.0,0.0,0.066,0.0,0.00621806076341354
3.309927384625709e-08,0.05595639656,0.054,0.0,0.0,0.03341584349043952,0.8768593889052646,0.0,0.0,0.0,0.066,0.0,0.006281222189470538
3.349458251977073e-08,0.05595639656,0.054,0.0,0.0,0.03335292219368788,0.876827928256889,0.0,0.0,0.0,0.066,0.0,0.0063441434862221945
3.388989119328438e-08,0.05595639656,0.054,0.0,0.0,0.03329023965102046,0.8767965869855552,0.0,0.0,0.0,0.066,0.0,0.0064068260288896
3.4285199866798024e-08,0.05595639656,0.054,0.0,0.0,0.033227794497744496,0.8767653644089172,0.0,0.0,0.0,0.066,0.0,0.00646927118216557
3.468050854031167e-08,0.05595639656,0.054,0.0,0.0,0.03316558537959451,0.8767342598498421,0.0,0.0,0.0,0.066,0.0,0.006531480300315568
3.5075817213825315e-08,0.05595639656,0.054,0.0,0.0,0.033103610952632624,0.8767032726363614,0.0,0.0,0.0,0.066,0.0,0.0065934547272774365
3.547112588733896e-08,0.05595639656,0.054,0.0,0.0,0.033041869883150055,0.8766724021016199,0.0,0.0,0.0,0.066,0.0,0.006655195796760014
3.586643456085261e-08,0.05595639656,0.054,0.0,0.0,0.03298036084756947,0.8766416475838297,0.0,0.0,0.0,0.066,0.0,0.006716704832340601
3.626174323436625e-08,0.05595639656,0.054,0.0,0.0,0.03291908253234875,0.8766110084262193,0.0,0.0,0.0,0.066,0.0,0.006777983147561317
3.66570519078799e-08,0.05595639656,0.054,0.0,0.0,0.03285803363388572,0.8765804839769877,0.0,0.0,0.0,0.066,0.0,0.00683903204602435
3.7052360581393544e-08,0.05595639656,0.054,0.0,0.0,0.03279721285842393,0.8765500735892567,0.0,0.0,0.0,0.066,0.0,0.006899852821486141
3.744766925490719e-08,0.05595639656,0.054,0.0,0.0,0.03273661892195961,0.8765197766210246,0.0,0.0,0.0,0.066,0.0,0.006960446757950464
3.7842977928420835e-08,0.05595639656,0.054,0.0,0.0,0.03267625055014959,0.8764895924351196,0.0,0.0,0.0,0.066,0.0,0.007020815129760477
3.823828660193448e-08,0.05595639656,0.054,0.0,0.0,0.03261610647822036,0.876459520399155,0.0,0.0,0.0,0.066,0.0,0.007080959201689722
3.902890394896177e-08,0.05595639656,0.054,0.0,0.0,0.032496486222222,0.8763997102711557,0.0,0.0,0.0,0.066,0.0,0.007200579457688067
3.974045956128633e-08,0.05595639656,0.054,0.0,0.0,0.03238958260198153,0.8763462584610358,0.0,0.0,0.0,0.066,0.0,0.007307483077928556
4.045201517361089e-08,0.05595639656,0.054,0.0,0.0,0.03228338647157791,0.8762931603958338,0.0,0.0,0.0,0.066,0.0,0.00741367920833217
4.116357078593545e-08,0.05595639656,0.054,0.0,0.0,0.0321778907892501,0.8762404125546699,0.0,0.0,0.0,0.066,0.0,0.007519174890659967
4.1875126398260006e-08,0.05595639656,0.054,0.0,0.0,0.03207308860678324,0.8761880114634363,0.0,0.0,0.0,0.066,0.0,0.007623977073126848
4.2586682010584564e-08,0.05595639656,0.054,0.0,0.0,0.031968973067954376,0.876135953694022,0.0,0.0,0.0,0.066,0.0,0.007728092611955699
4.329823762290912e-08,0.05595639656,0.054,0.0,0.0,0.03186553740700998,0.8760842358635498,0.0,0.0,0.0,0.066,0.0,0.00783152827290009
4.400979323523368e-08,0.05595639656,0.054,0.0,0.0,0.03176277494717305,0.8760328546336313,0.0,0.0,0.0,0.066,0.0,0.007934290732737029
4.472134884755824e-08,0.05595639656,0.054,0.0,0.0,0.03166067909918049,0.8759818067096352,0.0,0.0,0.0,0.066,0.0,0.008036386580729572
4.54329044598828e-08,0.05595639656,0.054,0.0,0.0,0.0315592433598494,0.8759310888399696,0.0,0.0,0.0,0.066,0.0,0.008137822320060665
4.6144460072207356e-08,0.05595639656,0.054,0.0,0.0,0.03145846131067132,0.8758806978153805,0.0,0.0,0.0,0.066,0.0,0.008238604369238747
4.6856015684531914e-08,0.05595639656,0.054,0.0,0.0,0.03135832661643402,0.8758306304682619,0.0,0.0,0.0,0.066,0.0,0.008338739063476035
4.756757129685647e-08,0.05595639656,0.054,0.0,0.0,0.03125883302387022,0.8757808836719799,0.0,0.0,0.0,0.066,0.0,0.008438232656039844
4.827912690918103e-08,0.05595639656,0.054,0.0,0.0,0.031159974360332434,0.8757314543402112,0.0,0.0,0.0,0.066,0.0,0.008537091319577627
4.899068252150559e-08,0.05595639656,0.054,0.0,0.0,0.031061744532493822,0.8756823394262918,0.0,0.0,0.0,0.066,0.0,0.00863532114741624
4.970223813383015e-08,0.05595639656,0.054,0.0,0.0,0.030964137525073935,0.8756335359225816,0.0,0.0,0.0,0.066,0.0,0.008732928154836124
5.0413793746154706e-08,0.05595639656,0.054,0.0,0.0,0.03086714739958912,0.8755850408598393,0.0,0.0,0.0,0.066,0.0,0.008829918280320943
5.1125349358479264e-08,0.05595639656,0.054,0.0,0.0,0.030770768293126832,0.8755368513066082,0.0,0.0,0.0,0.066,0.0,0.008926297386783228
5.183690497080382e-08,0.05595639656,0.054,0.0,0.0,0.03067499441714347,0.8754889643686165,0.0,0.0,0.0,0.066,0.0,0.00902207126276659
5.254846058312838e-08,0.05595639656,0.054,0.0,0.0,0.03057982005628511,0.8754413771881874,0.0,0.0,0.0,0.066,0.0,0.009117245623624953
5.326001619545294e-08,0.05595639656,0.054,0.0,0.0,0.030485239567230676,0.8753940869436602,0.0,0.0,0.0,0.066,0.0,0.009211826112679379
5.39715718077775e-08,0.05595639656,0.054,0.0,0.0,0.0303912473775571,0.8753470908488233,0.0,0.0,0.0,0.066,0.0,0.00930581830235296
5.4683127420102056e-08,0.05595639656,0.054,0.0,0.0,0.030297837984625788,0.8753003861523576,0.0,0.0,0.0,0.066,0.0,0.009399227695284269
5.5394683032426614e-08,0.05595639656,0.054,0.0,0.0,0.03020500595449023,0.8752539701372899,0.0,0.0,0.0,0.066,0.0,0.009492059725419832
5.610623864475117e-08,0.05595639656,0.054,0.0,0.0,0.03011274592082396,0.8752078401204566,0.0,0.0,0.0,0.066,0.0,0.009584319759086095
5.681779425707573e-08,0.05595639656,0.054,0.0,0.0,0.030021052583868724,0.875161993451979,0.0,0.0,0.0,0.066,0.0,0.009676013096041339
5.752934986940029e-08,0.05595639656,0.054,0.0,0.0,0.029929920709402136,0.8751164275147458,0.0,0.0,0.0,0.066,0.0,0.00976714497050792
5.824090548172485e-08,0.05595639656,0.054,0.0,0.0,0.02983934512772467,0.875071139723907,0.0,0.0,0.0,0.066,0.0,0.00985772055218539
5.8952461094049405e-08,0.05595639656,0.054,0.0,0.0,0.029749320732665306,0.8750261275263774,0.0,0.0,0.0,0.066,0.0,0.009947744947244755
5.966401670637397e-08,0.05595639656,0.054,0.0,0.0,0.029659842480605648,0.8749813884003474,0.0,0.0,0.0,0.066,0.0,0.01003722319930441
6.037557231869854e-08,0.05595639656,0.054,0.0,0.0,0.02957090538952199,0.8749369198548056,0.0,0.0,0.0,0.066,0.0,0.010126160290388072
6.10871279310231e-08,0.05595639656,0.054,0.0,0.0,0.029482504538044935,0.8748927194290671,0.0,0.0,0.0,0.066,0.0,0.01021456114186512
6.179868354334767e-08,0.05595639656,0.054,0.0,0.0,0.02939463506453634,0.874848784692313,0.0,0.0,0.0,0.066,0.0,0.010302430615373717
6.251023915567223e-08,0.05595639656,0.054,0.0,0.0,0.02930729216618296,0.874805113243136,0.0,0.0,0.0,0.066,0.0,0.010389773513727095
6.32217947679968e-08,0.05595639656,0.054,0.0,0.0,0.02922047109810674,0.8747617027090979,0.0,0.0,0.0,0.066,0.0,0.01047659458180332
6.393335038032136e-08,0.05595639656,0.054,0.0,0.0,0.029134167172491125,0.8747185507462902,0.0,0.0,0.0,0.066,0.0,0.010562898507418933
6.464490599264592e-08,0.05595639656,0.054,0.0,0.0,0.029048375757723264,0.8746756550389061,0.0,0.0,0.0,0.066,0.0,0.010648689922186795
6.535646160497049e-08,0.05595639656,0.054,0.0,0.0,0.028963092277551592,0.8746330132988205,0.0,0.0,0.0,0.066,0.0,0.010733973402358462
6.606801721729505e-08,0.05595639656,0.054,0.0,0.0,0.028878312210258664,0.8745906232651738,0.0,0.0,0.0,0.066,0.0,0.010818753469651395
6.677957282961962e-08,0.05595639656,0.054,0.0,0.0,0.028794031087848688,0.8745484827039689,0.0,0.0,0.0,0.066,0.0,0.010903034592061375
6.749112844194418e-08,0.05595639656,0.054,0.0,0.0,0.028710244495249677,0.8745065894076693,0.0,0.0,0.0,0.066,0.0,0.01098682118466038
6.820268405426875e-08,0.05595639656,0.054,0.0,0.0,0.028626948069529787,0.8744649411948093,0.0,0.0,0.0,0.066,0.0,0.011070117610380273
6.891423966659331e-08,0.05595639656,0.054,0.0,0.0,0.02854413749912752,0.8744235359096084,0.0,0.0,0.0,0.066,0.0,0.011152928180782541
6.962579527891788e-08,0.05595639656,0.054,0.0,0.0,0.028461808523095638,0.8743823714215923,0.0,0.0,0.0,0.066,0.0,0.011235257156814414
7.033735089124244e-08,0.05595639656,0.054,0.0,0.0,0.028379956930358382,0.8743414456252238,0.0,0.0,0.0,0.066,0.0,0.011317108749551675
7.104890650356701e-08,0.05595639656,0.054,0.0,0.0,0.02829857855898174,0.8743007564395355,0.0,0.0,0.0,0.066,0.0,0.011398487120928315
7.176046211589157e-08,0.05595639656,0.054,0.0,0.0,0.0282176692954566,0.8742603018077729,0.0,0.0,0.0,0.066,0.0,0.011479396384453458
7.247201772821614e-08,0.05595639656,0.054,0.0,0.0,0.028137225073994354,0.8742200796970415,0.0,0.0,0.0,0.066,0.0,0.011559840605915712
7.31835733405407e-08,0.05595639656,0.054,0.0,0.0,0.028057241875834846,0.8741800880979618,0.0,0.0,0.0,0.066,0.0,0.011639823804075211
7.389512895286527e-08,0.05595639656,0.054,0.0,0.0,0.027977715728566388,0.8741403250243275,0.0,0.0,0.0,0.066,0.0,0.011719349951343671
7.460668456518983e-08,0.05595639656,0.054,0.0,0.0,0.027898642705457468,0.8741007885127733,0.0,0.0,0.0,0.066,0.0,0.011798422974452596
7.53182401775144e-08,0.05595639656,0.054,0.0,0.0,0.02782001892480011,0.8740614766224446,0.0,0.0,0.0,0.066,0.0,0.011877046755109952
7.602979578983896e-08,0.05595639656,0.054,0.0,0.0,0.027741840549264513,0.8740223874346768,0.0,0.0,0.0,0.066,0.0,0.011955225130645548
7.674135140216353e-08,0.05595639656,0.054,0.0,0.0,0.027664103785264793,0.8739835190526769,0.0,0.0,0.0,0.066,0.0,0.012032961894645268
